truth,plugin_estimate_riesz,plugin_estimate_propensity,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
2.121539888279284192e+00,2.134907872438430942e+00,2.151896653115749292e+00,2.150275588017844353e+00,7.143322488086443656e+00,1.984619958260709804e+00,2.315931217774978901e+00,2.152747252788708376e+00,7.019652538415937393e+00,1.988531854023614986e+00,2.316962651553801766e+00
2.121539888279284192e+00,2.049793218970298980e+00,2.096190940320491691e+00,2.071884152010635471e+00,9.250437490762623227e+00,1.883372930422864577e+00,2.260395373598406366e+00,2.060447344920948165e+00,8.227311847174911819e+00,1.882666465206319861e+00,2.238228224635576247e+00
2.121539888279284192e+00,2.068707225739955913e+00,2.051929282665252874e+00,2.038595296470798068e+00,6.310377192430100202e+00,1.882897046569139032e+00,2.194293546372457104e+00,2.056413107995564538e+00,6.687756919238683651e+00,1.896126842267813251e+00,2.216699373723316047e+00
2.121539888279284192e+00,1.948802568078040975e+00,1.945018125593662273e+00,1.933473551401403201e+00,6.295724685762905004e+00,1.777956169887866977e+00,2.088990932914939425e+00,1.938443980629570351e+00,6.805718338143595503e+00,1.776750296251322414e+00,2.100137665007818288e+00
2.121539888279284192e+00,2.151841693282127377e+00,2.178172008037567053e+00,2.190631411027861741e+00,6.000866997405325698e+00,2.038799495222151315e+00,2.342463326833572168e+00,2.138782861237384925e+00,6.882422123147385662e+00,1.976180546283744066e+00,2.301385176191025561e+00
2.121539888279284192e+00,2.288425526380538866e+00,2.302888272166252026e+00,2.278764067098207224e+00,6.157491185455189253e+00,2.124963487976915921e+00,2.432564646219498528e+00,2.292888823941698906e+00,6.797338129403569518e+00,2.131294720837913825e+00,2.454482927045483986e+00
2.121539888279284192e+00,2.033088641047477552e+00,2.037129479169845769e+00,2.011002456574991992e+00,5.784086648805205400e+00,1.861938217838633447e+00,2.160066695311350315e+00,2.017360896411468207e+00,6.689551073597544750e+00,1.857053131770037613e+00,2.177668661052898802e+00
2.121539888279284192e+00,2.024771949291229056e+00,2.047073893308639647e+00,2.032134543566964435e+00,6.596329332628214637e+00,1.872947676130531258e+00,2.191321411003397834e+00,2.006938392836715934e+00,6.947721167802668241e+00,1.843566529781198504e+00,2.170310255892233364e+00
2.121539888279284192e+00,2.191731846094131519e+00,2.183199860453605812e+00,2.150511634205467537e+00,6.155598591554056753e+00,1.996734693316028375e+00,2.304288575094906477e+00,2.171304502691812299e+00,6.555818264088379088e+00,2.012607207682345134e+00,2.330001797701279465e+00
2.121539888279284192e+00,2.344129525184631468e+00,2.360387703299522411e+00,2.361806967580074801e+00,7.921576667415478390e+00,2.187360617874661628e+00,2.536253317285487974e+00,2.327412338073714615e+00,8.259287825235634983e+00,2.149286314962477018e+00,2.505538361184952212e+00
2.121539888279284192e+00,2.232727317214012075e+00,2.246424456834793304e+00,2.200132212453988156e+00,8.835767225929041402e+00,2.015894639263476673e+00,2.384369785644499640e+00,2.225019130554938940e+00,7.024643535668192662e+00,2.060745363304586686e+00,2.389292897805291194e+00
2.121539888279284192e+00,2.320429032802581837e+00,2.337064055323600620e+00,2.349152381376712562e+00,6.828089258225800151e+00,2.187193165231411829e+00,2.511111597522013295e+00,2.328738431227044714e+00,7.203237143967877287e+00,2.162389533387993890e+00,2.495087329066095538e+00
2.121539888279284192e+00,2.141753350138664302e+00,2.191271683096885692e+00,2.201452589562128637e+00,6.200504703622805813e+00,2.047115753811756367e+00,2.355789425312500907e+00,2.160110801841816475e+00,7.815459469625704259e+00,1.986836830632883633e+00,2.333384773050749317e+00
2.121539888279284192e+00,2.010867530822753935e+00,2.023734302341937852e+00,2.036148671724135273e+00,7.241803542623086010e+00,1.869355049276090641e+00,2.202942294172179682e+00,1.994942703821521723e+00,8.279674404583809988e+00,1.816596980035810605e+00,2.173288427607232620e+00
2.121539888279284192e+00,2.153530730903148616e+00,2.157764383792877272e+00,2.149937168870470927e+00,8.055616996775004424e+00,1.974021114302359159e+00,2.325853223438582695e+00,2.147939252842741897e+00,7.055100741788510099e+00,1.983309744522833595e+00,2.312568761162649977e+00
2.121539888279284192e+00,2.221733705520629876e+00,2.266357350826263328e+00,2.229683338471687204e+00,6.145411419016125087e+00,2.076033696404768314e+00,2.383332980538606094e+00,2.243935669360886287e+00,6.912338254358420642e+00,2.080980342237336078e+00,2.406890996484436496e+00
2.121539888279284192e+00,2.156787646830081950e+00,2.175033681869506630e+00,2.146238860091660428e+00,6.299974069341493177e+00,1.990669003163069384e+00,2.301808717020251471e+00,2.139102621685277317e+00,6.802675718789539694e+00,1.977445085389248458e+00,2.300760157981306175e+00
2.121539888279284192e+00,2.001942244410515048e+00,1.982358946979045911e+00,1.954304012862937201e+00,5.666644235233014193e+00,1.806760864956736157e+00,2.101847160769138245e+00,1.994755775403463938e+00,6.229936686704947491e+00,1.840053077380301660e+00,2.149458473426625993e+00
2.121539888279284192e+00,2.084230346679687429e+00,2.090160601854324174e+00,2.036963890616316331e+00,8.334417352462322626e+00,1.858029551538487922e+00,2.215898229694144739e+00,2.076340791729192503e+00,7.609903617663866804e+00,1.905360659147604219e+00,2.247320924310781010e+00
2.121539888279284192e+00,2.145016773939132815e+00,2.111065946817398231e+00,2.122496810604003414e+00,7.290608631937388395e+00,1.955142091159194573e+00,2.289851530048812478e+00,2.144465369819693379e+00,8.641333132995615784e+00,1.962266178373309744e+00,2.326664561266077236e+00
2.121539888279284192e+00,2.259705832600593656e+00,2.290447815656662112e+00,2.213773192553782021e+00,8.068396055509161613e+00,2.037717660726906299e+00,2.389828724380657743e+00,2.233778522540466938e+00,7.591062565328828171e+00,2.063010182526964442e+00,2.404546862553969433e+00
2.121539888279284192e+00,2.000839989781379558e+00,1.954406058073043795e+00,1.974064538856269868e+00,6.293729508289620966e+00,1.818571801794227616e+00,2.129557275918312342e+00,1.991811594748403857e+00,7.598456975639334310e+00,1.820960102751359555e+00,2.162663086745447938e+00
2.121539888279284192e+00,2.029459935963153772e+00,2.074965682864189365e+00,2.034672312131849736e+00,8.561736021038628408e+00,1.853314199276587582e+00,2.216030424987111669e+00,2.074590292825188698e+00,7.505421128680922926e+00,1.904787978918868196e+00,2.244392606731509421e+00
2.121539888279284192e+00,2.128686748862266498e+00,2.088549745380878342e+00,2.086905199465632244e+00,5.992817676042887065e+00,1.935175148439850501e+00,2.238635250491414208e+00,2.091781854574101818e+00,6.999360949329713755e+00,1.927803974898381512e+00,2.255759734249822124e+00
2.121539888279284192e+00,2.316692150592803756e+00,2.335102825760841494e+00,2.343404586224410391e+00,8.100128078834702094e+00,2.167003191593723344e+00,2.519805980855097438e+00,2.312419835245352662e+00,7.132801420282972593e+00,2.146886243681105366e+00,2.477953426809599957e+00
2.121539888279284192e+00,2.107669447302818355e+00,2.097315899372100834e+00,2.085420847813336920e+00,5.420343436243655333e+00,1.941119803656776499e+00,2.229721891969897563e+00,2.083101430161652168e+00,6.377930082524866151e+00,1.926572020129455609e+00,2.239630840193848726e+00
2.121539888279284192e+00,2.198098598957061611e+00,2.239965634942054695e+00,2.267842073136242309e+00,8.676707878564615228e+00,2.085270331110555819e+00,2.450413815161928799e+00,2.221635018673025819e+00,8.533180759347855471e+00,2.040579592890999994e+00,2.402690444455051644e+00
2.121539888279284192e+00,2.046549122393131359e+00,2.099742563724517730e+00,2.084825014152797529e+00,7.511647694646324425e+00,1.914952280072977242e+00,2.254697748232617815e+00,2.049829348811850416e+00,8.495034484158157539e+00,1.869179066569220060e+00,2.230479631054480549e+00
2.121539888279284192e+00,2.132460841178894118e+00,2.172694488942623181e+00,2.136503885672079495e+00,6.829798485591401125e+00,1.974524399741768077e+00,2.298483371602390690e+00,2.100206078251780184e+00,7.765829075074678123e+00,1.927483152805252065e+00,2.272929003698308303e+00
2.121539888279284192e+00,2.134469870328903340e+00,2.105223325371742060e+00,2.087089230683865093e+00,5.739833739006351188e+00,1.938596317412669467e+00,2.235582143955060719e+00,2.122369400777970316e+00,6.318980481831248497e+00,1.966565050970261463e+00,2.278173750585679169e+00
2.121539888279284192e+00,2.213880439996719574e+00,2.233362819671630639e+00,2.262185635367524483e+00,8.580844542573256462e+00,2.080625253139601671e+00,2.443746017595447295e+00,2.212808568450779667e+00,6.536963229195204228e+00,2.054339650548004936e+00,2.371277486353554398e+00
2.121539888279284192e+00,2.199390373468399051e+00,2.092405890226364029e+00,2.118851968918344930e+00,6.174083418961468617e+00,1.964844310464999300e+00,2.272859627371690561e+00,2.170772789583017559e+00,7.268208885602812863e+00,2.003675359157137681e+00,2.337870220008897437e+00
2.121539888279284192e+00,2.045042370796203546e+00,2.067031427621841555e+00,2.043828270841623329e+00,6.899347389407076037e+00,1.881026142688622116e+00,2.206630398994624542e+00,2.035600780871216209e+00,7.663531653654313658e+00,1.864019245732150498e+00,2.207182316010281919e+00
2.121539888279284192e+00,1.973800566554069436e+00,2.016827223837375449e+00,1.980770619064568860e+00,6.215165709577274988e+00,1.826251427408930095e+00,2.135289810720207626e+00,1.985385915117104938e+00,6.784581634313879839e+00,1.823943514223225204e+00,2.146828316010984672e+00
2.121539888279284192e+00,2.072040172457695117e+00,2.151894091069698423e+00,2.128312784875626917e+00,7.584710674747149994e+00,1.957615905794289679e+00,2.299009663956963934e+00,2.092549190671779691e+00,7.192891012278868956e+00,1.926319800632681822e+00,2.258778580710877559e+00
2.121539888279284192e+00,2.220755317449569777e+00,2.234528293609619354e+00,2.252531024653348979e+00,7.032508931047259715e+00,2.088165315609427086e+00,2.416896733697270871e+00,2.223922506128438226e+00,6.312924818749774403e+00,2.068192830139212735e+00,2.379652182117663717e+00
2.121539888279284192e+00,2.022327216386794912e+00,1.999598603904247263e+00,2.014546395265263801e+00,6.053117910868717644e+00,1.862054894628693003e+00,2.167037895901834599e+00,2.010578300032757504e+00,7.161364195575146141e+00,1.844713606099052994e+00,2.176442993966462236e+00
2.121539888279284192e+00,2.066904485225677490e+00,2.085484864354133716e+00,2.071003747169161358e+00,6.016145728919338964e+00,1.918978665579916587e+00,2.223028828758406128e+00,2.060733279609121560e+00,6.391776027992520426e+00,1.904034055650813295e+00,2.217432503567430047e+00
2.121539888279284192e+00,2.043627759456634330e+00,2.032881090760231046e+00,2.007691110049840244e+00,5.574319211339745728e+00,1.861354837436783871e+00,2.154027382662896617e+00,2.042881137274679126e+00,6.469269875026063765e+00,1.885234865032357821e+00,2.200527409517000432e+00
2.121539888279284192e+00,2.132403864979743879e+00,2.151292262077331596e+00,2.176314797614468333e+00,6.132824989250226011e+00,2.022822581268805653e+00,2.329807013960131012e+00,2.139078069094916934e+00,7.086855989684478274e+00,1.974078475247017073e+00,2.304077662942816573e+00
2.121539888279284192e+00,2.048539367318153559e+00,2.074881670355796626e+00,2.052815233031753284e+00,5.920818711672955814e+00,1.901999394464436888e+00,2.203631071599069458e+00,2.030982808785199989e+00,6.692642110687853751e+00,1.870638011761977415e+00,2.191327605808422785e+00
2.121539888279284192e+00,1.909947131454944547e+00,1.941742711484432116e+00,1.958285652921651021e+00,5.392905054042357982e+00,1.814350306131471857e+00,2.102220999711830185e+00,1.931030230850112384e+00,6.142566718150277438e+00,1.777416154983198160e+00,2.084644306717026829e+00
2.121539888279284192e+00,2.220770543456077384e+00,2.262372022390365611e+00,2.228412500428432974e+00,7.229257294264417766e+00,2.061763423558363950e+00,2.395061577298501998e+00,2.211309161616721308e+00,7.707471471630255699e+00,2.039236437440532512e+00,2.383381885792910104e+00
2.121539888279284192e+00,2.040407055914402079e+00,2.120964982867240778e+00,2.107981039551553248e+00,1.000818288021137370e+01,1.911900863723857702e+00,2.304061215379249017e+00,2.047308465965149704e+00,7.328242548344874763e+00,1.879522362328043705e+00,2.215094569602255703e+00
2.121539888279284192e+00,2.096551895260810650e+00,2.104094315052032371e+00,2.077615019971969623e+00,6.203211078907117759e+00,1.923244505686599659e+00,2.231985534257339587e+00,2.088230387183414472e+00,7.068378739558485613e+00,1.923446031840172488e+00,2.253014742526656455e+00
2.121539888279284192e+00,2.202053091943263929e+00,2.231109773516655181e+00,2.192381152741611938e+00,9.179336543841392526e+00,2.004595798502200932e+00,2.380166506981022945e+00,2.200071060132351430e+00,7.496400714582902580e+00,2.030370815627101422e+00,2.369771304637601439e+00
2.121539888279284192e+00,2.153021280765533341e+00,2.174672596871852992e+00,2.171293255609231032e+00,8.606367370988829535e+00,1.989463057643132249e+00,2.353123453575329815e+00,2.130137717062285496e+00,6.401224459559601065e+00,1.973322718150050781e+00,2.286952715974519990e+00
2.121539888279284192e+00,2.110057381272315791e+00,2.063241673707961965e+00,2.061148828770035024e+00,5.556028662025692455e+00,1.915052833930895426e+00,2.207244823609174400e+00,2.081040006856201163e+00,6.819312582047786009e+00,1.919184913593138253e+00,2.242895100119263851e+00
2.121539888279284192e+00,2.090758744478225850e+00,2.111854939579963730e+00,2.034032446081924572e+00,7.366409761295199310e+00,1.865809975112699970e+00,2.202254917051149175e+00,2.078191443910058389e+00,7.268013218219998350e+00,1.911096262713490201e+00,2.245286625106626577e+00
2.121539888279284192e+00,1.957382155835628579e+00,2.048079749584197806e+00,2.018737405108053995e+00,1.297654671921603864e+01,1.795464697692793932e+00,2.242010112523314280e+00,1.992834004158037686e+00,7.637263456960537766e+00,1.821546785439711824e+00,2.164121222876363326e+00
2.121539888279284192e+00,2.138056643366813780e+00,2.153030891001224578e+00,2.126646390225257921e+00,6.163013980878760734e+00,1.972776852925167690e+00,2.280515927525347930e+00,2.123769582722801808e+00,7.151950848097540892e+00,1.958013936128028210e+00,2.289525229317575405e+00
2.121539888279284192e+00,1.984293878436088621e+00,2.010734396338462737e+00,2.002582516078488251e+00,1.460590773326986103e+01,1.765706904948660227e+00,2.239458127208316274e+00,1.976415052533338601e+00,8.425463133687841832e+00,1.796506022258659963e+00,2.156324082808017017e+00
2.121539888279284192e+00,2.060073250532150180e+00,2.082055873692035597e+00,2.086626296195201125e+00,6.064694909803458600e+00,1.933989040043562424e+00,2.239263552346839603e+00,2.037931261191958665e+00,6.801006384246036873e+00,1.876293560992656317e+00,2.199568961391261013e+00
2.121539888279284192e+00,2.183798153579235013e+00,2.193887579500675145e+00,2.203216458181210147e+00,6.567303335627826755e+00,2.044380213910112154e+00,2.362052702452308139e+00,2.166355130130457773e+00,7.726268442256988500e+00,1.994072708369633684e+00,2.338637551891281863e+00
2.121539888279284192e+00,1.987347061097621825e+00,2.046815463542938307e+00,2.021319120708969574e+00,6.811676192433378851e+00,1.859554676961735487e+00,2.183083564456203884e+00,2.001493021264073580e+00,8.022830211065025807e+00,1.825935325509010276e+00,2.177050717019136883e+00
2.121539888279284192e+00,2.152389097452163558e+00,2.168084469318389829e+00,2.188669060645392239e+00,9.160748527842661915e+00,2.001073933990778819e+00,2.376264187300005659e+00,2.156564372454217171e+00,6.768267565370575944e+00,1.995316188963278003e+00,2.317812555945156561e+00
2.121539888279284192e+00,2.162788389384746601e+00,2.179628534078597912e+00,2.205757710528239990e+00,1.012541815209092100e+01,2.008532442438493160e+00,2.402982978617986820e+00,2.166982221195736358e+00,8.675965930882176380e+00,1.984418285216920985e+00,2.349546157174551730e+00
2.121539888279284192e+00,2.162887991547584488e+00,2.178647337198257539e+00,2.162462139568465780e+00,5.757926833182290594e+00,2.013735370887259180e+00,2.311188908249672380e+00,2.132112876541446767e+00,7.148743772534372987e+00,1.966394398161490420e+00,2.297831354921402891e+00
2.121539888279284192e+00,2.052124762177467421e+00,2.077829401493072492e+00,2.048950963713345175e+00,6.413773141350196383e+00,1.891982333408398720e+00,2.205919594018291630e+00,2.029158074298771819e+00,6.487216927724661630e+00,1.871293282310352080e+00,2.187022866287191558e+00
2.121539888279284192e+00,2.096506000280380366e+00,2.077834847688674991e+00,2.107003270947723550e+00,5.919302950752254766e+00,1.956206738442463733e+00,2.257799803452983145e+00,2.099507280938501808e+00,7.042246705226177461e+00,1.935027814308782679e+00,2.263986747568220714e+00
2.121539888279284192e+00,2.120449326395988265e+00,2.150202764749526985e+00,2.155994826314039603e+00,6.709018543454265071e+00,1.995453972832647249e+00,2.316535679795431957e+00,2.143303916795054942e+00,7.469678945882166410e+00,1.973906400170693187e+00,2.312701433419416919e+00
2.121539888279284192e+00,2.223687879562378011e+00,2.238453452944755728e+00,2.226994227103772594e+00,8.793763740638159021e+00,2.043195090038237183e+00,2.410793364169308006e+00,2.226328672890820481e+00,7.585374041430524628e+00,2.055624329309412079e+00,2.397033016472228883e+00
2.121539888279284192e+00,2.069993025898933414e+00,2.071565523743629456e+00,2.062415126374457230e+00,9.978731649524075209e+00,1.866623667151099619e+00,2.258206585597814620e+00,2.079450406664633100e+00,7.925802614053915285e+00,1.904957531961539496e+00,2.253943281367726481e+00
2.121539888279284192e+00,2.200868713259696907e+00,2.234563459277152830e+00,2.237376678116125728e+00,5.923730957236755579e+00,2.086523753566017270e+00,2.388229602666234186e+00,2.211099156874376970e+00,6.788234995887511225e+00,2.049613295077743480e+00,2.372585018671010459e+00
2.121539888279284192e+00,2.210413353681564441e+00,2.183671596050262398e+00,2.179753131963046542e+00,5.952141137849870312e+00,2.028538895215430404e+00,2.330967368710662679e+00,2.210763418505666600e+00,7.508091210689807227e+00,2.040930903376831473e+00,2.380595933634501726e+00
2.121539888279284192e+00,2.132588834881782525e+00,2.145741390466690213e+00,2.168823490839626000e+00,6.330614079827549645e+00,2.012875784703672899e+00,2.324771196975579102e+00,2.132495243261480766e+00,7.341069111962263527e+00,1.964562366490688161e+00,2.300428120032273593e+00
2.121539888279284192e+00,1.934679353594779938e+00,1.907129139244556404e+00,1.970624621667200760e+00,1.084831144432674321e+01,1.766480375496691124e+00,2.174768867837710395e+00,1.918761517776751635e+00,7.991029599783601611e+00,1.743552102189207753e+00,2.093970933364295739e+00
2.121539888279284192e+00,2.076067837834357999e+00,2.110095902144908830e+00,2.152806519970530630e+00,6.631035572858150928e+00,1.993201425262711712e+00,2.312411614678349547e+00,2.069897854870123233e+00,7.441309436337341765e+00,1.900822326390589678e+00,2.238973383349656565e+00
2.121539888279284192e+00,1.977847987651824901e+00,2.004036762356758317e+00,1.986347864015959530e+00,6.550245951157548596e+00,1.827718028089779345e+00,2.144977699942139715e+00,1.952866577502921919e+00,7.613489176006798864e+00,1.781846169309783345e+00,2.123886985696060492e+00
2.121539888279284192e+00,2.070801094889640925e+00,2.039571819484233828e+00,2.055086482416766280e+00,1.141767266218301735e+01,1.845653602240223012e+00,2.264519362593309548e+00,2.021998164707619949e+00,8.288116036078589488e+00,1.843561546929206818e+00,2.200434782486032859e+00
2.121539888279284192e+00,2.081856634378433046e+00,2.118194758296013003e+00,2.094511023324936883e+00,6.789309459656133861e+00,1.933012381781996858e+00,2.256009664867876907e+00,2.096312573149912595e+00,6.982410788865855089e+00,1.932533364193137260e+00,2.260091782106687930e+00
2.121539888279284192e+00,2.039888102173805340e+00,2.039615139961242551e+00,2.061889879356137989e+00,7.452607813063472086e+00,1.892686043186077693e+00,2.231093715526198284e+00,2.055374641550006487e+00,7.610998803172346783e+00,1.884382206038177854e+00,2.226367077061835342e+00
2.121539888279284192e+00,2.197362134099006603e+00,2.207731682538986107e+00,2.179618200810371054e+00,7.841941087365673191e+00,2.006050920249707659e+00,2.353185481371034449e+00,2.186851844278441703e+00,7.918228628474376585e+00,2.012442363173923887e+00,2.361261325382959519e+00
2.121539888279284192e+00,2.190035362005233743e+00,2.195439318269491125e+00,2.114200986918062686e+00,1.261536172917349496e+01,1.894057457331583816e+00,2.334344516504541556e+00,2.188891527826722250e+00,7.119954724111504873e+00,2.023507072486606440e+00,2.354275983166838060e+00
2.121539888279284192e+00,2.045064419388771260e+00,2.082488862633705029e+00,2.083868534582841825e+00,6.235317178229546897e+00,1.929099046401590023e+00,2.238638022764093627e+00,2.051292252096086344e+00,6.598499453122135705e+00,1.892079201440325154e+00,2.210505302751847534e+00
2.121539888279284192e+00,2.251785528540611203e+00,2.209585747241973763e+00,2.228098789934243484e+00,5.731817384869285270e+00,2.079709606818647583e+00,2.376487973049839386e+00,2.238077373255160651e+00,7.043069849020556106e+00,2.073588294189110393e+00,2.402566452321210910e+00
2.121539888279284192e+00,2.044067138791084481e+00,2.038538154482841591e+00,2.025845473321155499e+00,6.197341719902795809e+00,1.871548007524796553e+00,2.180142939117514445e+00,2.028492341651918718e+00,7.328698726589007784e+00,1.860701015809179459e+00,2.196283667494657976e+00
2.121539888279284192e+00,2.100079851388931385e+00,2.105821039557457031e+00,2.070263403892284249e+00,7.131017926253556460e+00,1.904750508728506597e+00,2.235776299056062122e+00,2.082963903105584880e+00,7.850820162854694750e+00,1.909298389149524544e+00,2.256629417061644993e+00
2.121539888279284192e+00,2.151942252516746645e+00,2.173131421208381653e+00,2.133534892388735837e+00,7.422902334147491565e+00,1.964668609173699121e+00,2.302401175603772554e+00,2.163708622172628715e+00,6.888745357987556162e+00,2.001031628816945407e+00,2.326385615528312023e+00
2.121539888279284192e+00,2.214299818038940604e+00,2.218705364406108771e+00,2.230186891685938644e+00,5.063527176906174709e+00,2.090716299793587751e+00,2.369657483578289536e+00,2.223470980194164337e+00,6.722791146963495557e+00,2.062765428111558830e+00,2.384176532276769844e+00
2.121539888279284192e+00,2.063153743326664014e+00,2.089496050000190674e+00,2.083416537071141494e+00,6.457149083232754272e+00,1.925918016703022095e+00,2.240915057439261115e+00,2.062521326791903586e+00,6.845847777527950484e+00,1.900351635350649993e+00,2.224691018233157180e+00
2.121539888279284192e+00,2.219006578207015856e+00,2.202468703866005129e+00,2.212490699762011737e+00,7.296419594874992143e+00,2.045069298753443565e+00,2.379912100770579908e+00,2.211201680270939551e+00,7.134146725558674795e+00,2.045652478941225372e+00,2.376750881600653731e+00
2.121539888279284192e+00,2.128801148653030495e+00,2.126292194962501547e+00,2.117765659179713822e+00,8.574099139618578391e+00,1.936276653301234330e+00,2.299254665058193314e+00,2.128080855890425394e+00,7.627370912985943718e+00,1.956904607247902605e+00,2.299257104532948404e+00
2.121539888279284192e+00,2.230834181547165063e+00,2.209652214884758159e+00,2.227061428865417803e+00,6.163230228521713983e+00,2.073189192104236689e+00,2.380933665626598916e+00,2.222483643789878283e+00,6.248038042434314931e+00,2.067556361028527245e+00,2.377410926551229320e+00
2.121539888279284192e+00,2.063169024586677391e+00,2.057825757503509490e+00,2.064768373107769950e+00,7.266723635994792652e+00,1.897688016632097963e+00,2.231848729583441937e+00,2.038996781394409652e+00,7.822452089811616993e+00,1.865645311979754029e+00,2.212348250809065497e+00
2.121539888279284192e+00,2.232366902470588776e+00,2.219398693799972566e+00,2.207641536218114542e+00,7.199133793067931109e+00,2.041340025763609844e+00,2.373943046672619239e+00,2.216086004347714411e+00,7.952915695829027243e+00,2.041294926380053720e+00,2.390877082315375102e+00
2.121539888279284192e+00,2.188792378067970112e+00,2.206144946694374109e+00,2.199045421516288901e+00,5.288569985966632636e+00,2.056509213982590900e+00,2.341581629049986901e+00,2.180853841544070804e+00,6.364950648006643341e+00,2.024483785557055437e+00,2.337223897531086170e+00
2.121539888279284192e+00,2.012462484896182957e+00,2.023025193154811774e+00,2.005748055134899843e+00,7.149137520668466195e+00,1.840025012985052832e+00,2.171471097284746854e+00,1.994291825531996132e+00,7.244591855508518918e+00,1.827466095885392994e+00,2.161117555178599492e+00
2.121539888279284192e+00,2.036013345360756066e+00,2.065328807711601211e+00,2.032993243644858339e+00,7.824205994780295548e+00,1.859622341387449529e+00,2.206364145902266927e+00,2.012239748895052749e+00,7.180468163801296377e+00,1.846153968353613672e+00,2.178325529436491603e+00
2.121539888279284192e+00,2.138698522329330665e+00,2.147268416345119668e+00,2.131878173628124262e+00,5.862093771751998972e+00,1.981812123391695213e+00,2.281944223864553312e+00,2.125988549762158453e+00,7.331395865862292638e+00,1.958166351116399362e+00,2.293810748407917544e+00
2.121539888279284192e+00,2.059964919924735849e+00,2.076888070404529607e+00,2.119027127814943956e+00,8.205020377405800147e+00,1.941487255443011373e+00,2.296567000186876761e+00,2.051556296959752057e+00,7.334430132744584441e+00,1.883699373367212715e+00,2.219413220552291399e+00
2.121539888279284192e+00,2.132358584046363692e+00,2.167866312146186747e+00,2.165101346547249506e+00,7.224786926673756327e+00,1.998503803175476268e+00,2.331698889919022744e+00,2.145506914802361553e+00,7.587233962772252482e+00,1.974781644290390048e+00,2.316232185314333059e+00
2.121539888279284192e+00,2.195371873497963033e+00,2.232926860094070598e+00,2.137520807336317219e+00,1.148126225267772860e+01,1.927505529154260211e+00,2.347536085518374005e+00,2.202132273636292492e+00,6.884963938616191825e+00,2.039499935318884294e+00,2.364764611953700690e+00
2.121539888279284192e+00,2.061403638601303268e+00,2.101879037618636925e+00,2.065105593384709781e+00,7.083366905098416488e+00,1.900146621811090730e+00,2.230064564958329054e+00,2.072195528828160604e+00,7.257368377415782668e+00,1.905222757518942434e+00,2.239168300137378775e+00
2.121539888279284192e+00,2.250281667113304351e+00,2.262680800914764312e+00,2.274340029737446756e+00,6.429328276524994834e+00,2.117181169003798047e+00,2.431498890471095464e+00,2.260711545247628962e+00,7.134420586017584220e+00,2.095159166456971978e+00,2.426263924038285946e+00
2.121539888279284192e+00,2.266944901108741917e+00,2.244638737678527729e+00,2.232612975656287801e+00,6.512508093319199887e+00,2.074440755935835323e+00,2.390785195376740280e+00,2.259117878842910709e+00,7.205622591264966736e+00,2.092741438964532907e+00,2.425494318721288511e+00
2.121539888279284192e+00,2.056511375188827540e+00,2.016397698044777087e+00,2.014303619029931713e+00,5.292451508180048947e+00,1.871715114185310780e+00,2.156892123874552425e+00,2.021127668314729675e+00,6.354108498802953697e+00,1.864890850601997663e+00,2.177364486027461687e+00
2.121539888279284192e+00,1.941151681661605899e+00,1.944650987863540736e+00,1.894720222664298515e+00,6.877156263284057935e+00,1.732180124531462306e+00,2.057260320797134945e+00,1.934058746173715981e+00,6.998694789043774733e+00,1.770088669935426129e+00,2.098028822412005834e+00
2.121539888279284192e+00,2.098121992886066600e+00,2.125081626117229394e+00,2.107311219641240463e+00,9.483879679146300035e+00,1.916436202482345585e+00,2.298186236800135340e+00,2.088607954399194444e+00,7.277127084986653394e+00,1.921408039896570497e+00,2.255807868901818392e+00
2.121539888279284192e+00,2.178945870161056675e+00,2.185634581446647573e+00,2.180130088419770740e+00,6.764987096769373487e+00,2.018920986843745435e+00,2.341339189995796044e+00,2.164509010516631804e+00,6.749140945552889903e+00,2.003488825892355774e+00,2.325529195140907834e+00
2.121539888279284192e+00,2.093385045170784053e+00,2.130028604984283369e+00,2.073986964520066589e+00,7.294424555212509986e+00,1.906588453859713539e+00,2.241385475180419640e+00,2.088945054610958252e+00,6.362366032764072976e+00,1.932606750438671472e+00,2.245283358783245031e+00
2.121539888279284192e+00,2.214911399722099272e+00,2.195666166067123282e+00,2.179335479473229586e+00,7.042198685849114348e+00,2.014856573617317625e+00,2.343814385329141547e+00,2.176306836875387951e+00,7.682835564366772729e+00,2.004509336590688307e+00,2.348104337160087596e+00
2.121539888279284192e+00,1.948237348198890606e+00,2.019371271491050557e+00,2.019871665382524828e+00,7.395713846637462119e+00,1.851314926231452995e+00,2.188428404533596883e+00,1.957716367420740511e+00,7.702687770605465722e+00,1.785697050657889751e+00,2.129735684183591271e+00
2.121539888279284192e+00,2.265702677965164114e+00,2.269390736341476256e+00,2.249461052816478457e+00,6.073983668842335426e+00,2.096706950867546659e+00,2.402215154765410254e+00,2.260431845225147285e+00,7.057898172210270715e+00,2.095769701371852811e+00,2.425093989078441759e+00
2.121539888279284192e+00,1.969601604819297691e+00,2.006405608654022288e+00,1.982398701183496925e+00,7.007701392597275536e+00,1.818323152518250385e+00,2.146474249848743465e+00,1.948829434582692199e+00,7.168121751664258134e+00,1.782886503063469519e+00,2.114772366101914880e+00
