truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,5.000000000000000000e+02,1.012268742637332686e+00,1.099051335687938780e+00,2.266885698881899724e+00,9.670780952122672858e-01,1.231024576163610273e+00,1.207109746773227466e+00,7.243055123303533627e+00,9.712075612738859665e-01,1.443011932272568965e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.144472332265642045e-01,8.878066951011011065e-01,2.560602743670074677e+00,7.475440022702348752e-01,1.028069387931967338e+00,9.328421575262507703e-01,8.190462777481668510e+00,6.819856973504220266e-01,1.183698617702079403e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.971936597608853647e-01,1.083256149337894048e+00,2.630213185962221090e+00,9.410997075197866657e-01,1.225412591156001429e+00,1.105912470104240208e+00,6.663567850898934886e+00,8.796437702979552631e-01,1.332181169910525043e+00
1.000000000000000000e+00,5.000000000000000000e+02,4.973084984387778351e-01,6.026780133173056386e-01,3.220074333564899582e+00,4.453869610617948172e-01,7.599690655728164046e-01,5.758585881941067353e-01,8.487178977960505577e+00,3.204986588326930730e-01,8.312185175555204530e-01
1.000000000000000000e+00,5.000000000000000000e+02,8.291735847313094210e-01,8.509400059376655001e-01,2.254723648739620057e+00,7.193212658662142545e-01,9.825587460091167458e-01,8.897358385763564081e-01,6.215838260761740841e+00,6.712008790731121000e-01,1.108270798079600716e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.922035278149096360e-01,9.612651073217850506e-01,3.706314547517722602e+00,7.925157193777448983e-01,1.130014495265825314e+00,1.060440692501184223e+00,9.289459855069024385e+00,7.932838510045339131e-01,1.327597533997834534e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.615462559438911372e-01,8.313192713263748423e-01,2.769566350404378596e+00,6.854455856136085767e-01,9.771929570391411080e-01,9.001921230954572639e-01,7.962425986302759995e+00,6.528524551528456232e-01,1.147531791038068905e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.651222291986271129e-01,9.441412353291622761e-01,4.241944035519105149e+00,7.636095084396751220e-01,1.124672962218649541e+00,1.064975045812523557e+00,5.670507719869088525e+00,8.562464063945026682e-01,1.273703685230544558e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.933790602845137707e-01,8.444125681687986162e-01,2.788461302513405737e+00,6.980421275755183119e-01,9.907830087620789206e-01,9.212212154074627124e-01,8.758571250886635795e+00,6.618106245773807128e-01,1.180631806237544712e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.328786826503819185e-01,7.605202050881803011e-01,2.560583115607220961e+00,6.202580498436760514e-01,9.007823603326845507e-01,7.528494991723383434e-01,7.702641375256861878e+00,5.095781810635783282e-01,9.961208172810983585e-01
1.000000000000000000e+00,5.000000000000000000e+02,9.311646895851513062e-01,1.035246864225854768e+00,2.277360647994511211e+00,9.029690606053250024e-01,1.167524667846384423e+00,1.096008333851862027e+00,5.381404249675885154e+00,8.926701792150359971e-01,1.299346488488688056e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.580522612435766971e-01,8.906491102849930508e-01,2.699265864958124261e+00,7.466386957531049307e-01,1.034659524816881282e+00,8.961506003797458098e-01,7.794390164680024213e+00,6.514347273488581003e-01,1.140866473410633519e+00
1.000000000000000000e+00,5.000000000000000000e+02,6.741999067512781663e-01,7.362531416052713329e-01,2.330785121269301374e+00,6.024327834988296715e-01,8.700734997117129943e-01,7.331137300155018410e-01,5.706716463420811181e+00,5.237197379055208435e-01,9.425077221254828386e-01
1.000000000000000000e+00,5.000000000000000000e+02,7.785250434496259198e-01,8.998400474995289500e-01,3.399642066095172943e+00,7.382228147481220137e-01,1.061457280250935886e+00,9.270838465470324641e-01,7.946152571760896954e+00,6.799970613088224258e-01,1.174170631785242502e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.680279324746784431e-01,1.065121186643832818e+00,2.300294141703767448e+00,9.321790189560055229e-01,1.198063354331660113e+00,1.061163024060846505e+00,5.636283212604856097e+00,8.530652317153109010e-01,1.269260816406382109e+00
