truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,2.000000000000000000e+03,9.850696256469209100e-01,9.836604876334675840e-01,2.803298501479665106e+01,7.516136009566121157e-01,1.215707374310323052e+00,1.082681309891721622e+00,9.950215893076959972e+00,9.444337974821950255e-01,1.220928822301248218e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.790046166460786292e-01,9.541596728241209524e-01,1.972991329229038371e+01,7.594875961109175400e-01,1.148831749537324365e+00,1.090021284888108788e+00,1.248819505279210773e+01,9.351428646437019987e-01,1.244899705132515688e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.176167080407885424e-01,9.610334305445574765e-01,7.080536434956089309e+00,8.444131304923638837e-01,1.077653730596751069e+00,9.696909716739269269e-01,1.064178769624067478e+01,8.267198354018139295e-01,1.112662107946039924e+00
1.000000000000000000e+00,2.000000000000000000e+03,8.948450568325804211e-01,8.977873543366945430e-01,5.739244783122238402e+00,7.927923955080860008e-01,1.002782313165303085e+00,9.415360371997549827e-01,8.962269454265209490e+00,8.103311319265427137e-01,1.072740942472967252e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.190517772500782501e-01,8.763776328022885309e-01,6.858275005088828813e+00,7.616023104120873688e-01,9.911529551924896930e-01,9.502164730894111511e-01,1.110353950944079493e+01,8.041764830533464359e-01,1.096256463125475866e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.042347372318063847e+00,1.090461766139292576e+00,6.169299314857853211e+00,9.816041062159828190e-01,1.199319426062602334e+00,1.137090990345438923e+00,1.012025255629653842e+01,9.976672437664060311e-01,1.276514736924471816e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.234213483187280191e-01,9.882080656450312750e-01,6.720377008732757673e+00,8.745924850305140108e-01,1.101823646259548539e+00,1.013137457144301701e+00,1.044680008995580778e+01,8.714821938718517735e-01,1.154792720416751628e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.836163167061110491e-01,1.069777526754472241e+00,1.021998714836208499e+01,9.296684574028635240e-01,1.209886596106080958e+00,1.044807754016166212e+00,9.990508301695115279e+00,9.062806146322318623e-01,1.183334893400100452e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.035220535576684586e-01,9.540904504368853400e-01,4.532532506281523155e+00,8.607840281602513466e-01,1.047396872713519445e+00,9.404341276137412331e-01,9.934853053229867115e+00,8.022933814718301582e-01,1.078574873755652419e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.564807093480430789e-01,9.017151974169640427e-01,1.207447467663076246e+01,7.494238616198400926e-01,1.054006533214087993e+00,1.022610960530517588e+00,1.121835696335660870e+01,8.758178406126706506e-01,1.169404080448364525e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.029108618046403745e+00,1.100653281493543023e+00,6.531114284667734360e+00,9.886489765852504163e-01,1.212657586401835630e+00,1.112089181966369189e+00,1.034081114190831485e+01,9.711543387182302034e-01,1.253024025214508175e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.025294107357985096e+00,9.888349784587636693e-01,6.197670886031493964e+00,8.797272966123909077e-01,1.097942660305136320e+00,1.040848876579818061e+00,9.851848994908623425e+00,9.032864124065542732e-01,1.178411340753081848e+00
1.000000000000000000e+00,2.000000000000000000e+03,8.257715680665964619e-01,9.299629850832957789e-01,6.551651618362211771e+00,8.177827175290144357e-01,1.042143252637577122e+00,8.888180057549865953e-01,8.728445745942599032e+00,7.593359661170254737e-01,1.018300045392947828e+00
1.000000000000000000e+00,2.000000000000000000e+03,8.633259094585462590e-01,8.987651788379534823e-01,7.106960316724409310e+00,7.819274735525266751e-01,1.015602884123380178e+00,9.292395657642115170e-01,1.044078831764614357e+01,7.876250672107981687e-01,1.070854064317624754e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.326345268529945276e-01,9.891288860831884966e-01,1.508068748901721534e+01,8.189319867903275263e-01,1.159325785376049467e+00,9.929242667271009903e-01,9.980573923398795344e+00,8.544660188974234627e-01,1.131382514556778629e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.013627644540526784e+00,1.145172727303295002e+00,1.119754367088092550e+01,9.985158424221954876e-01,1.291829612184394627e+00,1.117993109332137136e+00,1.099940769463764312e+01,9.726395324932440856e-01,1.263346686171030075e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.539384894025260131e-01,1.061194448870437901e+00,8.345853813507357444e+00,9.345819850093119996e-01,1.187806912731563802e+00,9.997535697315874659e-01,9.527615532619055472e+00,8.644736971893105526e-01,1.135033442273864379e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.500185972731428619e-01,8.813052575560341717e-01,9.907126076032200857e+00,7.433574131841751420e-01,1.019253101927893201e+00,1.021183077412147755e+00,1.079982190405554832e+01,8.771542680950188409e-01,1.165211886729276669e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.577082528309222020e-01,8.059562244800984043e-01,2.380270231804293957e+01,5.921333290444203978e-01,1.019779119915776411e+00,9.810464069258408859e-01,1.072674443940467270e+01,8.375057133257035602e-01,1.124587100525978212e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.890998022336375817e-01,9.641005948436245365e-01,4.886184302812249136e+00,8.672224094310055920e-01,1.060978780256243370e+00,1.039906919338530855e+00,1.012751848264160159e+01,9.004331314733624581e-01,1.179380707203699252e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.268486565205085181e-01,9.753901455910856111e-01,4.996490347339684668e+00,8.774245462249302685e-01,1.073355744957241065e+00,1.015947970593491290e+00,9.598033955316774168e+00,8.801690929233159100e-01,1.151726848263666669e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.002246119943058122e-01,9.932399685502028008e-01,6.263652769186677460e+00,8.835530311371554424e-01,1.102926905963250270e+00,9.660527626380689403e-01,9.946581345532452545e+00,8.278305015926832322e-01,1.104275023683454648e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.632292786919390837e-01,1.086118218727119444e+00,6.961484188040851784e+00,9.704825026685034439e-01,1.201753934785735556e+00,1.050036346828638889e+00,9.972522966012446588e+00,9.116339548221540356e-01,1.188438738835123853e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.569030942797553951e-01,1.033607086613135273e+00,6.537428019241646737e+00,9.215486565895116833e-01,1.145665516636758863e+00,9.749123213746631045e-01,1.025344230139267232e+01,8.345741156981081321e-01,1.115250527051218077e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.113703879849481826e-01,9.389381473431878122e-01,5.649191250383588603e+00,8.347701745601063816e-01,1.043106120126269243e+00,9.433668215260813117e-01,9.596242136933469169e+00,8.076006184539551436e-01,1.079133024598207591e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.892102759067311624e-01,9.928843691580078179e-01,6.544941622896705447e+00,8.807615620701544357e-01,1.105007176245861311e+00,1.032410339716338221e+00,9.760191977198809710e+00,8.954892794304805115e-01,1.169331400002195931e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.261074546993742773e-01,8.939711016870470761e-01,5.725008066700166154e+00,7.891064484691124870e-01,9.988357549049816653e-01,9.690856757438004454e-01,9.217743132665404460e+00,8.360238817936822553e-01,1.102147469693918636e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.712768211411189068e-01,9.777182323257791463e-01,5.421177179154365255e+00,8.756741382991295453e-01,1.079762326352428747e+00,1.008909172044426095e+00,9.942152025434364049e+00,8.707176903588520478e-01,1.147100653730000142e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.046139083757164912e+00,1.086943407040431575e+00,7.669589969851605460e+00,9.655689928746323814e-01,1.208317821206230880e+00,1.088207479240559383e+00,1.025774253272718539e+01,9.478398481539646037e-01,1.228575110327154274e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.016186118383096026e+00,1.158291226808761065e+00,1.460165927745810244e+01,9.908192376877694718e-01,1.325763215929752548e+00,1.057330431770660439e+00,1.012097772246491445e+01,9.179016900804672918e-01,1.196759173460853587e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.003737482883060528e+00,1.014946237353340885e+00,6.438223408570737050e+00,9.037412935640350975e-01,1.126151181142646784e+00,1.047440977974344101e+00,9.225126600334970561e+00,9.143259030432026035e-01,1.180556052905485487e+00
1.000000000000000000e+00,2.000000000000000000e+03,1.139668654812202586e+00,1.125986561594075175e+00,1.360667858583684975e+01,9.643211409634547815e-01,1.287651982224695679e+00,1.182315802670581339e+00,1.012090426873655780e+01,1.042887566938398347e+00,1.321744038402764332e+00
1.000000000000000000e+00,2.000000000000000000e+03,9.323552831488141068e-01,9.633571494439471250e-01,8.139276150281782307e+00,8.383214680187585088e-01,1.088392830869135741e+00,9.676813383943521085e-01,1.011332354333662487e+01,8.283053294758836449e-01,1.107057347312820461e+00
1.000000000000000000e+00,2.000000000000000000e+03,8.536873097424404477e-01,8.575138348942776823e-01,4.026593627531310560e+00,7.695690735962780193e-01,9.454585961922773452e-01,9.047227702234691415e-01,1.003723290646952293e+01,7.658720699488696937e-01,1.043573470498068589e+00
