truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,1.000000000000000000e+03,7.873821467976882538e-01,9.176868930426087534e-01,1.414864698644379892e+01,6.845486459377578825e-01,1.150825140147459624e+00,1.110970475554521997e+00,1.714736299907593065e+01,8.543125130884218210e-01,1.367628438020622283e+00
1.000000000000000000e+00,1.000000000000000000e+03,7.896406683593083509e-01,9.789171945606306435e-01,9.545831826165589007e+00,7.874197597386526359e-01,1.170414629382608762e+00,1.059827125577533335e+00,1.635883384486108127e+01,8.091398779991646473e-01,1.310514373155902135e+00
1.000000000000000000e+00,1.000000000000000000e+03,6.831404100180955563e-01,8.825347927537391390e-01,2.097048517096690290e+01,5.987034769466449413e-01,1.166366108560833226e+00,7.895497336216801276e-01,1.439509515135553386e+01,5.543897932971268983e-01,1.024709673946233357e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.260704736287103112e-01,1.028034496699591349e+00,1.568203666435175947e+01,7.825877365869882141e-01,1.273481256812194484e+00,1.084402839021594067e+00,1.491975559022161235e+01,8.449957942727075455e-01,1.323809883770480589e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.312256814339089583e-01,1.039390134906438501e+00,1.374256416514950452e+01,8.096219158315666187e-01,1.269158353981310494e+00,9.462466272417661139e-01,1.508605991851649719e+01,7.055089945729766665e-01,1.186984259910555561e+00
1.000000000000000000e+00,1.000000000000000000e+03,1.017345393123828989e+00,1.075017696228650843e+00,2.200628100367512374e+01,7.842612189083366658e-01,1.365774173548965020e+00,1.062881026286945252e+00,1.726027306270539796e+01,8.053794437720234178e-01,1.320382608801867086e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.194148336090713025e-01,1.445635584945587526e+00,6.893327871774592097e+01,9.310346876260310323e-01,1.960236482265143909e+00,1.009791415973468443e+00,1.586961182535150172e+01,7.628811067754313058e-01,1.256701725171505579e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.659391362777542955e-01,1.148043974090911856e+00,2.207282029032610282e+01,8.568482556688912233e-01,1.439239692512932489e+00,1.110815949054395180e+00,1.432057501522159448e+01,8.762654833151959366e-01,1.345366414793594423e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.041837200788846118e-01,6.574544869791735247e-01,3.650904499345747922e+01,2.829506188457905913e-01,1.031958355112556402e+00,8.028571187256192676e-01,1.286216942609319247e+01,5.805705692736121692e-01,1.025143668177626477e+00
1.000000000000000000e+00,1.000000000000000000e+03,1.020199310791102265e+00,1.023575851553932825e+00,1.045466940534496025e+01,8.231696191469211055e-01,1.223982083960944545e+00,1.177308235402826142e+00,1.497890778500888409e+01,9.374270728516784779e-01,1.417189397953973806e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.467414364263222470e-01,1.099763928523478818e+00,2.856321914013780017e+01,7.685110603868341439e-01,1.431016796660123491e+00,1.077455904500514761e+00,1.417659946165885820e+01,8.440874737051120569e-01,1.310824335295917464e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.879498972393794487e-01,1.023153484944414604e+00,9.300423409882261794e+00,8.341336273330945961e-01,1.212173342555734612e+00,1.006620226953462982e+00,1.374393248802319079e+01,7.768405693551675428e-01,1.236399884551758532e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.977716697456742168e-01,1.129020995623091883e+00,1.185925419291263516e+01,9.155765979278298605e-01,1.342465393318353906e+00,1.159613912469313446e+00,1.340876572571641745e+01,9.326533114569082183e-01,1.386574513481718673e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.142957164422635064e-01,1.066430517190023908e+00,4.490269544530496404e+01,6.511014972279177693e-01,1.481759537152130157e+00,8.970890913871112371e-01,1.443195116672970890e+01,6.616283014408681495e-01,1.132549881333354325e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.263859934089998527e-01,8.688804536479437512e-01,3.681807701159556245e+01,4.927949252800663538e-01,1.244965982015821204e+00,1.057329469413622824e+00,1.442274756612853182e+01,8.219437709312397145e-01,1.292715167896005823e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.232701457987282589e-01,8.345667136677386022e-01,1.186336119221697771e+01,6.210853600182436596e-01,1.048048067317233656e+00,9.251222346726265533e-01,1.387126238435245185e+01,6.942806405529177161e-01,1.155963828792335280e+00
1.000000000000000000e+00,1.000000000000000000e+03,8.749541620996319491e-01,9.527395053524458923e-01,2.752948787188973157e+01,6.275360604004411869e-01,1.277942950304450598e+00,1.076474350663003454e+00,1.837096436446740810e+01,8.108168706204907927e-01,1.342131830705516116e+00
1.000000000000000000e+00,1.000000000000000000e+03,1.002748360330138588e+00,1.201739608456213970e+00,2.235742552189490340e+01,9.086725753649578241e-01,1.494806641547470116e+00,1.130844060665310957e+00,1.378068267370245614e+01,9.007574018619475265e-01,1.360930719468674388e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.234996604142806653e-01,9.181950376933243341e-01,2.140562491693908598e+01,6.314340768201378573e-01,1.204955998566510811e+00,1.080762534720537626e+00,1.567701993596333487e+01,8.353550373085866232e-01,1.326170032132488519e+00
1.000000000000000000e+00,1.000000000000000000e+03,9.225883873352461739e-01,1.287740979625364712e+00,7.836029058883904952e+01,7.390799801675173031e-01,1.836401979083212233e+00,1.106000994167085416e+00,1.288434516808757735e+01,8.835229044644694607e-01,1.328479083869701372e+00
1.000000000000000000e+00,1.000000000000000000e+03,7.548684267422063332e-01,8.631899079719119738e-01,9.637638366858400474e+00,6.707738183376944496e-01,1.055605997606129609e+00,8.260524867453743481e-01,1.684910747730902614e+01,5.716364273371082882e-01,1.080468546153640297e+00
