truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,1.500000000000000000e+03,9.764705257943243621e-01,9.631437378178940856e-01,1.040986329250710796e+01,7.998637516499718103e-01,1.126423723985816361e+00,1.015874195561137894e+00,9.556862243780049226e+00,8.594268838857042070e-01,1.172321507236571581e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.398642520407214374e-01,9.807968305653843588e-01,4.768545143828334609e+00,8.702863694481038914e-01,1.091307291682664715e+00,9.731190007688279575e-01,1.003642447471448662e+01,8.127944793296271175e-01,1.133443522208028797e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.339757089284759228e-01,1.001668548263904945e+00,5.021547995220951854e+00,8.882643191292416418e-01,1.115072777398568249e+00,9.666656891041178756e-01,9.735046262665612460e+00,8.087666628823871884e-01,1.124564715325848674e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.794011451567827820e-01,1.015765462512055795e+00,4.599420934195196153e+00,9.072324092953689689e-01,1.124298515728742620e+00,1.028754641796147062e+00,9.891339925258545662e+00,8.695931484277797940e-01,1.187916135164514220e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.019689445502353520e-01,8.795229560216091258e-01,6.433634600317548191e+00,7.511603169073146624e-01,1.007885595135903589e+00,9.327164343533936863e-01,9.038916911235414631e+00,7.805675966840422975e-01,1.084865272022744964e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.229662977765128451e-01,1.010502350339774758e+00,8.009074023331670844e+00,8.672830342123032388e-01,1.153721666467246276e+00,1.024753052421494726e+00,9.775714656290002580e+00,8.665245564131299760e-01,1.182981548429859586e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.814494087660150523e-01,1.051440826515237958e+00,4.190316599761282568e+00,9.478470035023351947e-01,1.155034649528140722e+00,1.046078916033173378e+00,8.912037091411178835e+00,8.950017134945039698e-01,1.197156118571842676e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.013204852148641866e+00,1.064383484533926172e+00,6.289732228554425930e+00,9.374645200218809649e-01,1.191302449045971379e+00,1.123954719071700525e+00,1.167079404062836012e+01,9.510683934383952209e-01,1.296841044705005830e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.018916132508621786e+00,1.126039320167112168e+00,1.550202462541037995e+01,9.267864192246557664e-01,1.325292221109568569e+00,1.105681292657422432e+00,1.108157416996554900e+01,9.372157168833400442e-01,1.274146868431504931e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.912004978324297166e-01,9.320994520458018018e-01,4.718836478311296823e+00,8.221664960678340961e-01,1.042032408023769507e+00,9.564328908649235572e-01,9.535911676374764667e+00,8.001571552862968284e-01,1.112708626443550397e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.189844218565095257e-01,1.029126741147481372e+00,5.103103065002829730e+00,9.148053207734182513e-01,1.143448161521544382e+00,9.776462688807699974e-01,9.676591582624331167e+00,8.202220136047597698e-01,1.135070524156780225e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.888855966100539296e-01,1.018159903907441155e+00,7.711806497648936443e+00,8.776236076672452313e-01,1.158696200147637079e+00,1.059349986438584024e+00,9.425206102739171143e+00,9.039840275666723990e-01,1.214715945310495648e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.850033247000394843e-01,1.062314238501240959e+00,6.090953989714209094e+00,9.374169237532552490e-01,1.187211553249226670e+00,1.003356711650668753e+00,9.079599604798096024e+00,8.508658598118510330e-01,1.155847563489486474e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.224336776164105967e-01,9.836996935832840183e-01,4.290162150403164176e+00,8.788789357249641165e-01,1.088520451441603809e+00,1.044571191939439592e+00,1.004362409788567589e+01,8.841891764588218905e-01,1.204953207420057293e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.028083123079891026e-01,7.964751495895897593e-01,4.153845391891230143e+00,6.933331359789395298e-01,8.996171632002399887e-01,8.846378039087725575e-01,8.526479291887241629e+00,7.368647282201478133e-01,1.032410879597397413e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.325597705266851722e-01,8.686621644857742686e-01,4.746647225529976311e+00,7.584057361573968148e-01,9.789185928141517223e-01,8.257400092025993787e-01,9.712018298328052524e+00,6.680278462921100946e-01,9.834521721130886629e-01
1.000000000000000000e+00,1.500000000000000000e+03,9.254773490428770399e-01,9.348190980979230735e-01,3.978414114283069125e+00,8.338786018920565368e-01,1.035759594303789610e+00,9.353137170248684296e-01,9.007497055565323762e+00,7.834295491234493092e-01,1.087197884926287550e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.978383142741184209e-01,9.539654597837676775e-01,5.156526534703710141e+00,8.390471922027957774e-01,1.068883727364739578e+00,9.454268104347983703e-01,9.722393231477957087e+00,7.876304314352667868e-01,1.103223189434329843e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.311757012697343683e-01,9.799527371907055251e-01,4.466890231996362814e+00,8.729947843455578838e-01,1.086910690035853166e+00,1.063078202793445115e+00,1.117889690733523445e+01,8.938744787224917054e-01,1.232281926864398525e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.322834293875719380e-01,8.945774436635848259e-01,4.477448891666020003e+00,7.874931539281178061e-01,1.001661733399051846e+00,8.970005343272873244e-01,9.791380701744515136e+00,7.386453047455613374e-01,1.055355763909013422e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.328677523743569289e-01,9.995455515292271942e-01,3.861088588165543900e+00,9.001045877356383951e-01,1.098986515322815993e+00,1.030787407629522923e+00,8.946284730601057333e+00,8.794201997737547405e-01,1.182154615485291105e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.972194295333257852e-01,8.781976618468506635e-01,5.859320097602610744e+00,7.556982357612558321e-01,1.000697087932445495e+00,8.722445042539181959e-01,8.076838031488007275e+00,7.284205818539587485e-01,1.016068426653877532e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.896392270735459240e-01,9.124687447858568223e-01,6.421869679296580813e+00,7.842235250959056492e-01,1.040713964475807884e+00,9.058623284085906002e-01,1.140860523632476387e+01,7.349290122180066609e-01,1.076795644599174651e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.615362780552829669e-01,9.623583396362426212e-01,9.542848319610872210e+00,8.060257750938177868e-01,1.118690904178667456e+00,1.074388563256418516e+00,9.840025192356289807e+00,9.156404592699332046e-01,1.233136667242903828e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.381464145012183842e-01,1.016983934635986353e+00,8.076945678402568163e+00,8.731590538071318797e-01,1.160808815464840826e+00,1.001646841421686807e+00,9.565838180673686963e+00,8.451260782519057768e-01,1.158167604591467947e+00
1.000000000000000000e+00,1.500000000000000000e+03,7.646825209535368373e-01,8.323339205669946228e-01,4.724566361854845020e+00,7.223342413683667695e-01,9.423335997656224761e-01,8.278896371877072502e-01,8.597682322903894558e+00,6.795008316538044824e-01,9.762784427216100180e-01
1.000000000000000000e+00,1.500000000000000000e+03,1.073133427443775600e+00,1.139770492350786091e+00,4.598303475125103290e+00,1.031250624338700961e+00,1.248290360362871221e+00,1.135970057874277739e+00,9.889148139666772863e+00,9.768261994875047094e-01,1.295113916261050768e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.433162617013106876e-01,9.018484793551319045e-01,1.060252320553387584e+01,7.370644729581133925e-01,1.066632485752150306e+00,8.390523613762249644e-01,9.320418086034472083e+00,6.845524840962089463e-01,9.935522386562409825e-01
1.000000000000000000e+00,1.500000000000000000e+03,9.196133028170839774e-01,1.040276246817149586e+00,5.780649599579611220e+00,9.186019726209853076e-01,1.161950521013313864e+00,9.576200038682560756e-01,1.018328433303767255e+01,7.961267530416915594e-01,1.119113254694820592e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.060764961766941905e-01,8.098793753763690040e-01,8.783623856267116281e+00,6.598945552417172511e-01,9.598641955110207569e-01,8.550578972321135618e-01,1.008648818301611705e+01,6.943340076909199077e-01,1.015781786773307216e+00
