truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,1.500000000000000000e+03,9.686326704607743920e-01,1.004488708838014333e+00,2.439141119025306281e+01,7.545526567120406369e-01,1.254424760963988028e+00,1.035403758183175427e+00,1.292562604318652220e+01,8.534603878587705417e-01,1.217347128507580312e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.298937005569514191e-01,1.032504607190068535e+00,1.580852316983162531e+01,8.312915814201560227e-01,1.233717632959981048e+00,1.002173514042726143e+00,1.402813142087758536e+01,8.126293772892277945e-01,1.191717650796224603e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.263807323675316008e-01,9.987205601398383426e-01,7.884858730873339994e+00,8.566162010687129458e-01,1.140824919210963850e+00,9.897420261558463883e-01,1.335596901570983341e+01,8.047946632463762739e-01,1.174689389065316503e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.718230960158743548e-01,9.848546538828962804e-01,1.457472273897305826e+01,7.916531099379976455e-01,1.178056197827794804e+00,1.041020352998692555e+00,1.352470103270496971e+01,8.549083947813524986e-01,1.227132311216032612e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.953162962009167947e-01,8.826037881626659365e-01,7.116854731104251819e+00,7.475973460077077748e-01,1.017610230317623987e+00,9.374948673349672301e-01,1.151311485051445160e+01,7.657804105377670201e-01,1.109209324132167440e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.171556826251660022e-01,1.006526897089441208e+00,1.418797323959561218e+01,8.159059503614202180e-01,1.197147843817462087e+00,1.040774103239821002e+00,1.394784876936085993e+01,8.517731229383480596e-01,1.229775083541293945e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.649833513013844621e-01,1.094135705864354380e+00,2.350579319239954401e+01,8.487790197548971127e-01,1.339492391973811536e+00,1.076818231645138013e+00,1.243707738759274051e+01,8.983464290316228729e-01,1.255290034258653264e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.003554780059745299e+00,1.166358394026353773e+00,3.413171677522213798e+01,8.707004800292328373e-01,1.462016308023474709e+00,1.136931439774810038e+00,1.582386557425713036e+01,9.356207975820930445e-01,1.338242081967527142e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.010175862274706349e+00,1.121424291126248196e+00,3.039421692184294344e+01,8.424231875120009594e-01,1.400425394740495433e+00,1.145429373477278912e+00,1.490763596377761324e+01,9.500337503286728769e-01,1.340824996625884946e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.861980015372419306e-01,8.499413316476950309e-01,2.084885679610374609e+01,6.188670747980664633e-01,1.081015588497323598e+00,9.319023591391596417e-01,1.282886554561545722e+01,7.506412769399621876e-01,1.113163441338357096e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.217310163151819502e-01,1.086787202606171121e+00,1.318553009582461222e+01,9.030237089227233227e-01,1.270550696289618919e+00,9.439563891590140310e-01,1.272095073469392013e+01,7.634592897503713615e-01,1.124453488567656700e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.817265638864370869e-01,1.018683782565346529e+00,9.863137560210841315e+00,8.597493532109615755e-01,1.177618211919731372e+00,1.041332750340784763e+00,1.326875017754861119e+01,8.569902598833560869e-01,1.225675240798213439e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.818692580376624512e-01,1.055012127023586155e+00,9.002394831805666797e+00,9.031709819939540695e-01,1.206853272053218351e+00,9.584733136171430523e-01,1.290898441171504984e+01,7.766471062724287222e-01,1.140299520961857382e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.179415270289185136e-01,1.006272884931694866e+00,6.684674784640961320e+00,8.754298577256143243e-01,1.137115912137775409e+00,1.085537678868772060e+00,1.434379996008215841e+01,8.938727943669387832e-01,1.277202563370605226e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.004961101399086232e-01,7.626186568358316320e-01,1.002105359240883686e+01,6.024169517250603789e-01,9.228203619466028851e-01,8.867172666230599409e-01,1.151709871324780821e+01,7.149731033708301986e-01,1.058461429875289683e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.257995730303725468e-01,9.481463464396159280e-01,1.482956962280849922e+01,7.532630058432800979e-01,1.143029687035951758e+00,8.665099920724785854e-01,1.279031380356263270e+01,6.855214666392047684e-01,1.047498517505752513e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.022847494912094035e-01,9.166106764720934885e-01,5.924301068290740879e+00,7.934338523967133794e-01,1.039787500547473709e+00,9.402114215420882548e-01,1.282886892787614563e+01,7.589503154486426650e-01,1.121472527635533734e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.961308241643420880e-01,9.544246177384996255e-01,1.035450848084043329e+01,7.915793337417018627e-01,1.117269901735297388e+00,9.515008907967106300e-01,1.310997673307738509e+01,7.682646378011310784e-01,1.134737143792290182e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.225337115407210575e-01,9.484601160791902297e-01,1.027561362121565658e+01,7.862364078092787256e-01,1.110683824349101734e+00,1.076309462271757278e+00,1.597281461540281455e+01,8.740535771055789604e-01,1.278565347437935706e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.255833624682455962e-01,9.186583822994017767e-01,1.194520702847341020e+01,7.437513454282237424e-01,1.093565419170579922e+00,9.098678282588158472e-01,1.335648529451742128e+01,7.249168907872471923e-01,1.094818765730384502e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.285331886897904008e-01,1.135061769280858890e+00,1.816456140849625100e+01,9.193753006790491566e-01,1.350748237882668734e+00,1.075356896717241328e+00,1.314512799634360185e+01,8.918751560984473636e-01,1.258838637336035182e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.871469327253765913e-01,8.798326248505649039e-01,6.924450711078135257e+00,7.466636348374297016e-01,1.013001614863700217e+00,8.460690568585620408e-01,1.151158372857070944e+01,6.743660185401186835e-01,1.017772095177005287e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.867857530290389478e-01,9.809191400122782012e-01,2.199468536505648686e+01,7.435800249632258385e-01,1.218258255061330564e+00,8.971281651561134884e-01,1.602348179265497663e+01,6.945517472217722643e-01,1.099704583090454824e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.670928452816083265e-01,9.305315623084238208e-01,2.008182138604323441e+01,7.037477812354618889e-01,1.157315343381385642e+00,1.081018591079456082e+00,1.321089841395990483e+01,8.970784063325871749e-01,1.264958775826324988e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.228414299636309437e-01,1.079939817975435590e+00,2.399547888542850771e+01,8.320406023167837839e-01,1.327839033634087507e+00,1.050093472206593770e+00,1.380559516863943692e+01,8.620587690268433079e-01,1.238128175386344232e+00
1.000000000000000000e+00,1.500000000000000000e+03,7.622796827127391595e-01,8.350188701880639774e-01,7.146197531291104355e+00,6.997343984597637068e-01,9.703033419163642481e-01,8.039077679456189118e-01,1.168354191058851654e+01,6.309270472400696494e-01,9.768884886511681742e-01
1.000000000000000000e+00,1.500000000000000000e+03,1.075870075446082152e+00,1.123829194840598289e+00,8.478065796195817683e+00,9.764762454013560244e-01,1.271182144279840553e+00,1.161826647628090958e+00,1.331660443440182462e+01,9.771520372179643976e-01,1.346501258038217630e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.413871458515842505e-01,8.544260044687007616e-01,1.359451958041707087e+01,6.678342818582015950e-01,1.041017727079200039e+00,8.143447219696912098e-01,1.263672258255136249e+01,6.344461700519890002e-01,9.942432738873934195e-01
1.000000000000000000e+00,1.500000000000000000e+03,9.111357082774581562e-01,1.219757470123864929e+00,3.227378387261443038e+01,9.322591012878712613e-01,1.507255838959858707e+00,9.542940781283650864e-01,1.367822735566802983e+01,7.671287711409601195e-01,1.141459385115769942e+00
1.000000000000000000e+00,1.500000000000000000e+03,7.819531773377493833e-01,7.972548406072303973e-01,3.059661346254379310e+01,5.173263375000878295e-01,1.077183343714372965e+00,8.790107211838108503e-01,1.462355262068870765e+01,6.854858050487254717e-01,1.072535637318896118e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.274310010386052294e-01,8.395184168839158190e-01,1.970642229949695334e+01,6.148643243983830109e-01,1.064172509369448516e+00,8.796015385837203659e-01,1.345574440081521317e+01,6.939646390725657810e-01,1.065238438094874951e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.343470591352696086e-01,1.275054980648911096e+00,3.429572850663481631e+01,9.786875615769217163e-01,1.571422399720900476e+00,1.072471844144085251e+00,1.285398211169126270e+01,8.910334107288298000e-01,1.253910277559340702e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.535002878033561613e-01,8.782904579649510879e-01,1.453228380017034915e+01,6.853704029391547436e-01,1.071210512990747432e+00,1.051867158232224098e+00,1.247612031592171533e+01,8.731154425189758816e-01,1.230618873945472203e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.461991621437109368e-01,9.732592952500487282e-01,1.274160530160165017e+01,7.926157218305792673e-01,1.153902868669518300e+00,9.366484557907224229e-01,1.393696569588101752e+01,7.477212256776504251e-01,1.125575685903794421e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.260060992506498057e-01,9.116270468879635880e-01,2.406167853142075685e+01,6.633861098310981363e-01,1.159867983944829151e+00,1.050562405345365713e+00,1.341953765231056650e+01,8.651754301734004837e-01,1.235949380517330942e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.577502358181856357e-01,1.051009218450653648e+00,2.815894758852170554e+01,7.824632409395826382e-01,1.319555195961724658e+00,1.083088037880770127e+00,1.492986409882796650e+01,8.875467959869648427e-01,1.278629279774575522e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.900651330299458319e-01,9.323119819889635895e-01,2.647177060836628826e+01,6.719353906587648417e-01,1.192688573319162337e+00,8.872155097682757896e-01,1.572294427019517826e+01,6.865478530015349801e-01,1.087883166535016599e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.813249164244516543e-01,1.122037827401143550e+00,1.579629948079850443e+01,9.209026090604536252e-01,1.323173045741833587e+00,9.634052784926832036e-01,1.514568444438055117e+01,7.664557733540440232e-01,1.160354783631322384e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.847308150512774860e-01,1.152227463049611655e+00,2.122809429317645069e+01,9.190610746247122043e-01,1.385393851474511218e+00,9.975752757726099595e-01,1.353365525148355886e+01,8.114017187277577925e-01,1.183748832817462127e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.033963879601449420e+00,1.244449960685268586e+00,2.318561165283105296e+01,1.000770053531757409e+00,1.488129867838779763e+00,1.171719403508344470e+00,1.440755074501217869e+01,9.796290654864668879e-01,1.363809741530221942e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.582623378252536295e-01,9.309043964157179829e-01,1.101342475011462696e+01,7.629576339778543215e-01,1.098851158853581644e+00,9.369592859739813706e-01,1.383843145455594126e+01,7.487010975273303837e-01,1.125217474420632247e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.649930773264474793e-01,8.673808202693805702e-01,4.273887750148557529e+01,5.365377841634280109e-01,1.198223856375333130e+00,9.894554117795296699e-01,1.554982858589708172e+01,7.898955268734657587e-01,1.189015296685593581e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.946153641304760429e-01,9.530540932914481900e-01,9.214002333459447414e+00,7.994387482154698965e-01,1.106669438367426483e+00,9.590156621105835333e-01,1.261113193253034304e+01,7.792993589510230912e-01,1.138731965270143975e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.911760404398978430e-01,9.816377677393138823e-01,1.830569795548766265e+01,7.651149910070088600e-01,1.198160544471618794e+00,1.032826877519033681e+00,1.383585043962482608e+01,8.445862459701873881e-01,1.221067509067879975e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.903451018755792479e-01,9.894338941954482491e-01,1.809772107650115913e+01,7.741446232327319210e-01,1.204723165158164688e+00,1.006563956277283234e+00,1.299384161465691001e+01,8.241411105828801986e-01,1.188986801971686269e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.045607616124000883e-01,9.642424485702201231e-01,1.749462634670739192e+01,7.525707584878174039e-01,1.175914138652622842e+00,8.891290940167555501e-01,1.416206880387438005e+01,6.986822448838739819e-01,1.079575943149637007e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.318206427206414899e-01,8.670104422105588959e-01,2.913248244538348430e+01,5.938617103663061947e-01,1.140159174054811597e+00,8.918275448376388193e-01,1.421540771308793083e+01,7.010223906958659157e-01,1.082632698979411723e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.651663218512749554e-01,9.250078449753583731e-01,6.230180305349152903e+00,7.986911512751475595e-01,1.051324538675569187e+00,9.432697686697775197e-01,1.385887400840992711e+01,7.548725811629791727e-01,1.131666956176575756e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.691870128103079463e-01,9.938266885557557329e-01,2.152463775223510112e+01,7.590373526409313065e-01,1.228616024470580159e+00,1.103254386680478039e+00,1.328492268608720295e+01,9.187995882593424923e-01,1.287709185101613585e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.279140204743450138e-01,1.070509652574576531e+00,2.049574142825919765e+01,8.414005951793401827e-01,1.299618709969812880e+00,1.036679522240322227e+00,1.336663920438947883e+01,8.516582961290413145e-01,1.221700748351603139e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.830383261649303650e-01,9.093837476672064213e-01,2.285704081631157791e+01,6.674366349890530348e-01,1.151330860345359808e+00,1.071943117065071505e+00,1.337998386213792479e+01,8.868295555147103215e-01,1.257056678615432688e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.465331668526509867e-01,1.006331061140609995e+00,1.784856600197847953e+01,7.925288922192751384e-01,1.220133230061944962e+00,1.064103783158054650e+00,1.213422829127772751e+01,8.878183112594464355e-01,1.240389255056662865e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.066362151736949482e+00,1.090686601761517771e+00,3.487719562051648836e+01,7.918173609043873684e-01,1.389555842618648285e+00,1.209109117487084939e+00,1.408805834603296958e+01,1.019160554375698968e+00,1.399057680598470910e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.019280352136984646e-01,1.046546495776723429e+00,1.082725286526648745e+01,8.800252766939735682e-01,1.213067714859473289e+00,9.634750599806922722e-01,1.490424569265598542e+01,7.681016563780742601e-01,1.158848463583310284e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.668153977314174474e-01,1.040310234920462706e+00,4.513404819894549291e+01,7.003230199048888771e-01,1.380297449936036536e+00,1.044841248408829415e+00,1.565640668274866343e+01,8.445986423656477449e-01,1.245083854452011085e+00
1.000000000000000000e+00,1.500000000000000000e+03,1.008120241582429077e+00,9.746243294461701678e-01,7.153612390512991226e+01,5.465953790281350422e-01,1.402653279864205293e+00,1.155591594093849928e+00,1.493202428924458403e+01,9.600362063566634241e-01,1.351146981831036431e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.156074730256590355e-01,9.221785826103011674e-01,1.088138834681737954e+01,7.552415855662393263e-01,1.089115579654363009e+00,9.988255730157949985e-01,1.521520605399685167e+01,8.014245673158335581e-01,1.196226578715756439e+00
1.000000000000000000e+00,1.500000000000000000e+03,8.836529094426072151e-01,9.105326903754696888e-01,2.479190259776328986e+01,6.585530972605146971e-01,1.162512283490424680e+00,9.703533489053236538e-01,1.432573419721526697e+01,7.788092017015659785e-01,1.161897496109081329e+00
1.000000000000000000e+00,1.500000000000000000e+03,9.224860384014715864e-01,9.780799491785837629e-01,1.106347028990823489e+01,8.097520400929512085e-01,1.146407858264216317e+00,1.001903022665771470e+00,1.293037132863431715e+01,8.199262576725786511e-01,1.183879787658964400e+00
