truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,5.000000000000000000e+02,9.866365532659426840e-01,1.173741191287059227e+00,7.860207323976586835e+00,9.279942789736450592e-01,1.419488103600473394e+00,1.217128496540645255e+00,1.025272905623197239e+01,9.364618474979748974e-01,1.497795145583315612e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.078732600804026109e-01,9.811197966408008453e-01,1.296560560016598096e+01,6.654976476284173437e-01,1.296741945653184347e+00,9.669566393622225364e-01,1.168686313288682221e+01,6.673026608760426193e-01,1.266610617848402454e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.649146540079743817e-01,1.296135992494663158e+00,1.881477129914701507e+01,9.159286137582605125e-01,1.676343371231065804e+00,1.146308271868905271e+00,1.084053458843995088e+01,8.577082106251456839e-01,1.434908333112664858e+00
1.000000000000000000e+00,5.000000000000000000e+02,4.703164774632677125e-01,8.893170938630197142e-01,2.398459221561555310e+01,4.600404710298896527e-01,1.318593716696149887e+00,6.595917209556766414e-01,1.344010560191219206e+01,3.382460824904692798e-01,9.809373594208840030e-01
1.000000000000000000e+00,5.000000000000000000e+02,8.159566112658712678e-01,8.672649516826269611e-01,8.054768858596206726e+00,6.184951784094931959e-01,1.116034724955760726e+00,9.374809382131926716e-01,9.048558031816723357e+00,6.738109151350007986e-01,1.201150961291384434e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.803457266572629614e-01,1.339407014510793470e+00,9.036058527345390701e+01,5.061852860537152665e-01,2.172628742967871673e+00,1.067937474965221067e+00,1.550990651031739986e+01,7.227336023043386959e-01,1.413141347626103439e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.676479550765074045e-01,8.983738111680618088e-01,8.348854154871478528e+00,6.451033702502386724e-01,1.151644252085884945e+00,9.177852636762188210e-01,1.154592482246625984e+01,6.199436117939262081e-01,1.215626915558511545e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.526847727201832594e-01,9.073400003781436629e-01,1.149009413190945139e+01,6.102193325775231436e-01,1.204460668178764182e+00,1.083112838589553206e+00,8.397436943788811448e+00,8.291065640085535371e-01,1.337119113170552875e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.829504575282756340e-01,8.092955505130100535e-01,1.053987074575706018e+01,5.247258140444237551e-01,1.093865286981596352e+00,9.477539242899699623e-01,1.149504677561740529e+01,6.505692285426558641e-01,1.244938620037284061e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.295348605060955061e-01,7.459595829915997012e-01,5.667569283221619791e+00,5.372850317956084920e-01,9.546341341875909103e-01,7.288070002233376643e-01,9.644802492592919663e+00,4.565884363613373909e-01,1.001025564085337827e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.297431607413041421e-01,1.257689432987897371e+00,1.017553244493623055e+01,9.780814022002712882e-01,1.537297463775523454e+00,1.137428256868679544e+00,7.634558306680313322e+00,8.952344535171359308e-01,1.379622060220223156e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.562310059098605652e-01,7.648143200234686079e-01,2.278756182395827778e+01,3.463870324264044509e-01,1.183241607620532765e+00,9.168797275058911955e-01,1.109063940249829017e+01,6.249694661972573506e-01,1.208789988814525040e+00
1.000000000000000000e+00,5.000000000000000000e+02,6.716795646413666887e-01,8.304981606429254759e-01,6.892782266884772469e+00,6.003707509044741153e-01,1.060625570381376725e+00,7.900920314138384359e-01,8.388238736458669464e+00,5.362249089659735235e-01,1.043959153861703459e+00
1.000000000000000000e+00,5.000000000000000000e+02,7.501806979732691394e-01,9.767619468319971299e-01,1.082460541600378789e+01,6.883739992124056073e-01,1.265149894451588652e+00,9.583588960982958316e-01,1.152243828143850202e+01,6.608203308601938719e-01,1.255897461336397791e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.615158498860336689e-01,1.114936731484257759e+00,7.477859668954471850e+00,8.752413176597313438e-01,1.354632145308784175e+00,1.099431297573914224e+00,8.206185029976440504e+00,8.483341832489682544e-01,1.350528411898860082e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.018510059417738756e+00,1.083628672448147645e+00,9.851359133793884837e+00,8.085105841719217867e-01,1.358746760724373503e+00,1.154144388916073183e+00,1.280665512551885676e+01,8.404628742226081251e-01,1.467825903609538241e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.019568820040279489e+00,1.346656883544977701e+00,2.892894791346417804e+01,8.752049850349303828e-01,1.818108782055025019e+00,1.204651600771730502e+00,1.068871703414790986e+01,9.180795317964633995e-01,1.491223669746997604e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.673902849775240176e-01,1.231972064328686001e+00,4.898438646839541377e+01,6.184927752618296637e-01,1.845451353395542338e+00,9.611966945129575279e-01,1.222406023301666522e+01,6.547331573958745654e-01,1.267660231630040490e+00
1.000000000000000000e+00,5.000000000000000000e+02,8.704395210401068006e-01,8.703864386641952944e-01,2.636395817015097620e+01,4.203202619602532386e-01,1.320452615368137295e+00,1.027644775744970707e+00,1.184810306607479724e+01,7.259307630155884539e-01,1.329358788474352959e+00
