truth,estimate,variance,lower,upper
4.016066896118338,3.9837441444396973,8.16891860961914,3.778779924064155,4.1887083648152394
4.050838760043126,4.080597877502441,8.470316886901855,3.8718867522466986,4.289309002758184
4.099163647971287,3.9458072185516357,6.923799514770508,3.757108907753911,4.134505529349361
4.27367845743849,4.113139629364014,8.688358306884766,3.9017592700093147,4.324519988718713
4.162439707706217,4.1593780517578125,13.607254981994629,3.894844336203252,4.423911767312373
4.003967594300539,4.0198073387146,6.996675491333008,3.8301185618061773,4.209496115623022
3.9905494932203087,3.713845729827881,6.632388591766357,3.529161100432672,3.8985303592230895
3.85365335563423,3.7082552909851074,10.336396217346191,3.4776972121366345,3.9388133698335803
10.466037316008876,10.245810508728027,732.5381469726562,8.30487594815661,12.186745069299445
4.586000545961049,4.749874114990234,86.51225280761719,4.0828606806924,5.416887549288068
3.947785028700431,3.9571499824523926,10.492984771728516,3.7248520781769714,4.189447886727813
4.161348296974814,4.168394088745117,24.661592483520508,3.812265917984983,4.524522259505251
12.648842155861459,12.483896255493164,1295.6014404296875,9.90263785998972,15.065154650996607
3.8613000999517473,3.7979257106781006,7.808468341827393,3.597534486952767,3.998316934403434
3.9075819401380163,4.124281406402588,11.231626510620117,3.883946364707324,4.364616448097852
4.532751840913458,4.548523426055908,8.336382865905762,4.341468962786157,4.755577889325659
3.636982271621631,3.856017827987671,26.197650909423828,3.488966376484763,4.223069279490579
3.7687619635123033,3.6309492588043213,16.644262313842773,3.338380434638154,3.9235180829704888
3.941148144899862,3.9665818214416504,18.83182716369629,3.655380093127743,4.277783549755558
4.235950932402467,4.100163459777832,6.975077152252197,3.9107676883968674,4.289559231158797
3.1551581079386106,2.9527857303619385,92.53799438476562,2.2629339145717524,3.6426375461521245
4.087269892661509,4.098550319671631,8.08377742767334,3.8946570247244185,4.302443614618843
4.312510237773102,4.231198787689209,15.121932029724121,3.952330319403051,4.510067255975367
3.8354915860161336,3.6853837966918945,43.842464447021484,3.210548221092308,4.160219372291481
4.595643746347299,4.687592029571533,13.512765884399414,4.423978378197454,4.951205680945613
4.4128250487998875,4.285581588745117,283.1867370605469,3.078790137048811,5.492373040441423
3.75550895511973,3.8811168670654297,9.001411437988281,3.665962048487278,4.096271685643581
10.469988754885424,10.332826614379883,1860.508544921875,7.2396009493247675,13.426052279434998
3.745058916856946,3.7796971797943115,16.393600463867188,3.489339749825877,4.070054609762746
4.384592984021068,4.3051629066467285,14.316182136535645,4.033825682357912,4.576500130935545
4.335573262579987,4.277652740478516,14.190918922424316,4.007505192583453,4.547800288373578
4.022886876823159,4.039975166320801,6.734236240386963,3.853877921150251,4.226072411491351
4.156628607016041,4.17447566986084,16.07910919189453,3.8869168035944996,4.46203453612718
6.789415798636192,6.907187461853027,1459.9658203125,4.167083032660313,9.647291891045741
3.755501502243597,3.55574631690979,38.368343353271484,3.111542491409687,3.999950142409893
4.881726729621478,4.904679298400879,35.17237091064453,4.479378113538719,5.329980483263038
3.343385416256075,3.142838716506958,108.57476806640625,2.3955985206441235,3.8900789123697925
4.042727872343037,4.0762834548950195,11.574209213256836,3.8323106413415227,4.320256268448516
6.221156720269624,6.2021026611328125,90.0757827758789,5.521490361883099,6.882714960382526
4.390372672331478,4.187460422515869,21.3923282623291,3.8557762122624863,4.519144632769252
4.229770549232354,4.182250022888184,7.6696295738220215,3.9836483213905782,4.3808517243857885
3.9937598542963784,4.081603050231934,6.652632713317871,3.8966367780016693,4.266569322462198
4.499260465369045,4.3812642097473145,9.613663673400879,4.158912623134447,4.603615796360182
3.781438442261387,3.9281885623931885,12.515713691711426,3.6744867438310456,4.181890380955331
3.298716986633464,3.3312060832977295,27.814733505249023,2.9529958964614593,3.7094162701339997
4.826760063532011,4.82526969909668,21.20075035095215,4.495074019519347,5.1554653786740126
5.066412748634097,4.9645609855651855,36.580230712890625,4.530831456604231,5.39829051452614
3.841778678370695,3.7629544734954834,8.4458646774292,3.554544820824624,3.9713641261663426
4.395375174921112,4.337689399719238,20.624710083007812,4.012010444097217,4.66336835534126
3.9047495521547364,3.8297009468078613,10.61940860748291,3.596007821715279,4.0633940719004435
4.306119855808186,4.328383922576904,9.938284873962402,4.102309468326665,4.554458376827143
4.350611327015192,4.105261325836182,17.615999221801758,3.8042731660970026,4.40624948557536
5.791393763456441,5.860769748687744,204.22006225585938,4.835955930639414,6.8855835667360745
4.431847880718595,4.374447822570801,50.66241455078125,3.864014859728537,4.884880785413065
3.740272426595205,3.706841468811035,8.735265731811523,3.4948912686937548,3.9187916689283155
4.0314305832552,3.7936789989471436,5.4983601570129395,3.6255230011436246,3.9618349967506625
4.085420080337005,4.183775901794434,6.164201736450195,4.0057290937605154,4.361822709828352
4.524155548241752,4.291262626647949,14.961640357971191,4.013876091360555,4.568649161935343
4.24202853606306,4.073085308074951,6.873671531677246,3.8850713215972603,4.2610992945526425
4.0145403435343745,3.8626601696014404,139.1084747314453,3.0168506577772574,4.7084696814256235
4.08243720368081,4.111050605773926,7.212564945220947,3.9184575433977087,4.303643668150143
3.9006449932025453,3.8255672454833984,10.108628273010254,3.5975635512814392,4.053570939685358
4.48018189574822,4.45761251449585,12.995222091674805,4.1990963978219416,4.716128631169758
3.262089878888228,3.246797800064087,13.2469482421875,2.9857898773892257,3.507805722738948
4.17656544734077,4.083535194396973,25.996440887451172,3.717896021939501,4.449174366854445
4.198097862705767,4.063374042510986,7.684203624725342,3.864583736233729,4.262164348788244
4.050867461243081,4.019385814666748,6.805054187774658,3.832312619334044,4.2064590099994525
9.5125142687073,9.335869789123535,550.9837646484375,7.652555649397007,11.019183928850063
3.8139057791826274,3.650825262069702,8.198193550109863,3.4454941051740557,3.8561564189653486
4.01869776897931,3.9905691146850586,5.511270999908447,3.822215806898621,4.158922422471496
5.856798244403865,5.962771892547607,70.30776977539062,5.361463270127772,6.564080514967443
3.998421657625684,3.897566795349121,8.158515930175781,3.6927331220153405,4.102400468682902
3.8378264419578914,3.7719287872314453,7.417027950286865,3.5766249715490326,3.967232602913858
3.9968805730119303,3.954828977584839,6.568857192993164,3.771031020178551,4.138626934991127
3.9964145573400858,3.84834361076355,6.609860897064209,3.6639728997875047,4.032714321739595
5.159478448077698,4.992020606994629,46.38815689086914,4.503593983078181,5.480447230911077
4.1465314318655135,3.980635404586792,5.466428756713867,3.8129683957494365,4.1483024134241475
4.017841284670283,4.102291107177734,7.263006210327148,3.909025765797447,4.295556448558022
4.1956725107693185,4.089669704437256,7.24886417388916,3.8965926113646674,4.282746797509844
3.9706062317804918,3.970435857772827,7.842517852783203,3.769608197557825,4.171263517987829
9.524010300427975,9.534627914428711,594.0533447265625,7.786760470596969,11.282495358260453
2.9724112016304387,2.776566505432129,129.57534790039062,1.960253036612485,3.5928799742517725
4.152459087082567,3.9496021270751953,24.876113891601562,3.5919284012515797,4.307275852898811
2.5540892986092945,2.4779834747314453,216.28829956054688,1.4233239392736796,3.532643010189211
-0.6039526212002666,-0.8263272643089294,550.408447265625,-2.5087623465368125,0.8561078179189539
5.888223131258083,5.95800256729126,350.4241027832031,4.615569147109928,7.300435987472592
4.912480072903534,4.6331562995910645,12.670634269714355,4.3778891386769665,4.888423460505162
3.982511183994604,3.8548197746276855,7.669597625732422,3.6562184867714107,4.05342106248396
3.9460677176876224,3.9971587657928467,15.270017623901367,3.716928176805869,4.2773893547798245
3.9450052296417697,3.987194776535034,9.606327056884766,3.7649280493331077,4.209461503736961
3.917155812660826,3.611865520477295,5.764272212982178,3.439691345203977,3.784039695750613
3.5698462387527448,3.4379422664642334,18.71265411376953,3.1277267865681706,3.748157746360296
8.45612969116157,8.418359756469727,285.91064453125,7.205778271314648,9.630941241624805
4.238669465976929,4.194328308105469,6.577070236206055,4.010415485284062,4.378241130926876
3.8501647584311964,3.824500560760498,9.976381301879883,3.5979932153553382,4.051007906165657
4.08661671370297,4.020793914794922,10.721821784973145,3.785976629680678,4.255611199909166
4.354538230802672,4.313472747802734,11.085641860961914,4.074704708896685,4.552240786708784
6.805806844351622,6.759125709533691,184.14675903320312,5.785980138780385,7.732271280286998
4.133590257327505,4.04519510269165,23.887590408325195,3.694700009537987,4.395690195845314
4.0316550586521345,3.723451852798462,14.382550239562988,3.451486412340264,3.9954172932566596
4.745875826488205,4.756783485412598,20.52686309814453,4.431877985243801,5.081688985581394
4.167219657608554,4.114546775817871,29.955289840698242,3.7220532174297025,4.50704033420604
3.7807009605278337,3.8450686931610107,7.995838165283203,3.642287456073367,4.047849930248654
4.094982385612865,4.052073955535889,9.858537673950195,3.826908366228608,4.2772395448431695
4.5913655495421155,4.288293838500977,20.351943969726562,3.9647756369847125,4.611812040017241
3.7214884341853955,3.662449359893799,10.048977851867676,3.435119379245875,3.8897793405417227
3.8385961251438863,3.835658073425293,6.634005069732666,3.650950939283725,4.0203652075668606
9.150064553072898,8.825453758239746,941.163818359375,6.625424877873943,11.02548263860555
5.439279475365396,5.349766254425049,47.353031158447266,4.856286133396393,5.843246375453704
6.535395093443599,6.422537326812744,50.42832565307617,5.913284973248962,6.931789680376526
4.3097278049220735,3.8462934494018555,21.049694061279297,3.5172762021278525,4.175310696675859
5.295634320469702,5.239651203155518,35.32624816894531,4.813420698545629,5.665881707765406
5.728245530729982,5.723695755004883,55.499298095703125,5.189451924310372,6.257939585699393
4.130071007833647,3.949399471282959,8.197299003601074,3.744079517055267,4.154719425510651
4.544540636186098,4.34740686416626,45.92253875732422,3.861437697816425,4.833376030516094
4.384682525729526,4.628286361694336,10.927613258361816,4.391226280591168,4.865346442797504
3.5546982282938426,3.5652859210968018,26.183940887451172,3.198330526718279,3.9322413154753244
3.9197565537127095,3.792522668838501,9.435755729675293,3.5722380798433653,4.012807257833637
4.990463665022407,4.975707530975342,70.05390167236328,4.375485496350266,5.5759295656004175
5.99388635317442,6.154860496520996,101.36614227294922,5.4328521305515975,6.876868862490395
4.255920571645797,4.539029598236084,9.505622863769531,4.317930963800667,4.760128232671501
3.794578050638762,3.7092864513397217,7.310069561004639,3.5153959537188277,3.9031769489606156
5.033156205201294,4.801851749420166,24.82088279724121,4.444575306079194,5.159128192761138
4.5431601624617315,4.522844314575195,89.5667953491211,3.844157693123048,5.201530936027343
4.165677489214355,3.93920636177063,7.971687316894531,3.736731599277715,4.1416811242635445
7.831327451565025,7.6722259521484375,267.1092529296875,6.500191881173099,8.844260023123775
5.273782377872686,5.090455532073975,29.924755096435547,4.698162067662229,5.482748996485721
4.413584795756213,4.4465484619140625,9.318611145019531,4.227635556385164,4.665461367442961
4.6166537334729,4.527999401092529,79.12398529052734,3.8901034475759406,5.165895354609118
6.139501507403797,5.855067253112793,390.29364013671875,4.4383228432690185,7.2718116629565674
4.004163944427146,3.990131139755249,6.6184186935424805,3.8056411148723965,4.1746211646381015
3.752820876444155,3.720714569091797,53.51450729370117,3.196110643505131,4.245318494678463
10.189506095303258,10.353022575378418,572.3764038085938,8.637341221749423,12.068703929007413
3.7040579373963944,3.622366428375244,31.424917221069336,3.2203601445884154,4.024372712162073
4.298359084297682,4.0916008949279785,7.8833818435668945,3.890250701179826,4.292951088676131
