truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
2.121539888279284192e+00,2.060498458266258215e+00,2.139816444468218837e+00,1.359086260478781050e+01,1.911319928559216841e+00,2.368312960377220833e+00
2.121539888279284192e+00,2.044525648951530439e+00,2.014302566043101539e+00,7.300651140262321981e+00,1.846832624201492967e+00,2.181772507884709889e+00
2.121539888279284192e+00,2.196212124347686867e+00,2.186528201083886458e+00,1.097259362925848869e+01,1.981217909850934822e+00,2.391838492316837872e+00
2.121539888279284192e+00,2.021245676338672581e+00,2.067059290880482791e+00,1.226605429861377239e+01,1.849984939116957605e+00,2.284133642644007978e+00
2.121539888279284192e+00,2.024749614506959894e+00,1.995376654437509556e+00,1.325674271765953804e+01,1.769706313399612263e+00,2.221046995475406849e+00
2.121539888279284192e+00,1.696976550996303512e+00,1.799868509336083999e+00,1.776832511854954788e+01,1.538604662285980362e+00,2.061132356386187858e+00
2.121539888279284192e+00,2.154209869325161009e+00,2.153437155624647659e+00,1.047918793221324840e+01,1.952796062225537588e+00,2.354078249023757508e+00
2.121539888279284192e+00,2.189325497537851550e+00,2.244793965996745300e+00,9.433952018993190691e+00,2.054422040345497358e+00,2.435165891647993242e+00
2.121539888279284192e+00,2.217931598067283794e+00,2.185677546343184119e+00,8.316396007824906178e+00,2.006936765032202530e+00,2.364418327654165708e+00
2.121539888279284192e+00,2.105317462325096312e+00,2.094025501397322575e+00,7.642809434475552166e+00,1.922676101855096853e+00,2.265374900939548297e+00
2.121539888279284192e+00,1.938493958294391639e+00,1.947456730094010435e+00,8.169612558707727956e+00,1.770300348313585737e+00,2.124613111874435134e+00
2.121539888279284192e+00,2.207179081082343952e+00,2.196731949578272225e+00,8.763349346375839843e+00,2.013250934622943689e+00,2.380212964533600761e+00
2.121539888279284192e+00,2.096741306662559534e+00,2.144329852897906008e+00,7.864794702972503160e+00,1.970509844466945548e+00,2.318149861328866468e+00
2.121539888279284192e+00,2.245352367699146257e+00,2.251597658637329857e+00,1.035375779458720480e+01,2.052160962054965232e+00,2.451034355219694483e+00
2.121539888279284192e+00,2.225554184436798089e+00,2.246335022878571230e+00,1.019839878869501604e+01,2.048400263963794377e+00,2.444269781793348084e+00
2.121539888279284192e+00,1.826603272408247047e+00,1.871562555722013910e+00,1.242015346870648962e+01,1.653128900885166841e+00,2.089996210558861200e+00
2.121539888279284192e+00,2.203523863077163636e+00,2.259880258178804002e+00,8.290433871339610405e+00,2.081418691559718592e+00,2.438341824797889412e+00
2.121539888279284192e+00,2.274641639351844713e+00,2.289505714906379108e+00,1.004378491240605875e+01,2.093077091433375170e+00,2.485934338379383046e+00
2.121539888279284192e+00,1.956866920113563557e+00,1.915522142934146910e+00,1.385500556450296372e+01,1.684815859151943540e+00,2.146228426716350501e+00
2.121539888279284192e+00,2.188150033921003157e+00,2.245299722024007849e+00,1.006232106037432494e+01,2.048689924237798721e+00,2.441909519810216977e+00
2.121539888279284192e+00,2.168408522725105314e+00,2.208335436439141652e+00,7.236176431429584888e+00,2.041606628553461977e+00,2.375064244324821328e+00
2.121539888279284192e+00,2.298026444911956734e+00,2.337813390615512521e+00,8.569837228920441419e+00,2.156369496536321151e+00,2.519257284694703891e+00
2.121539888279284192e+00,2.125683342337608472e+00,2.112015986150713509e+00,6.537608508716157729e+00,1.953539247015015690e+00,2.270492725286411329e+00
2.121539888279284192e+00,2.229888287901878208e+00,2.200026088275015557e+00,8.108606574893332919e+00,2.023532397118333659e+00,2.376519779431697454e+00
2.121539888279284192e+00,2.230510922670364327e+00,2.212719527074412440e+00,9.021150460252531644e+00,2.026559242351526180e+00,2.398879811797298700e+00
2.121539888279284192e+00,2.018375074863433927e+00,2.049236256313394122e+00,8.520191272493550017e+00,1.868318687259387545e+00,2.230153825367400700e+00
2.121539888279284192e+00,2.188219708800315910e+00,2.277355483623745513e+00,7.607571394731051484e+00,2.106401553367670765e+00,2.448309413879820262e+00
2.121539888279284192e+00,2.229741132736206222e+00,2.229781265776953791e+00,1.009446597993968275e+01,2.032857675243629814e+00,2.426704856310277769e+00
2.121539888279284192e+00,2.035695252358913354e+00,2.044615305561586549e+00,1.071266562640782993e+01,1.841751370199954829e+00,2.247479240923218491e+00
2.121539888279284192e+00,1.669170461505651515e+00,1.683490217383717846e+00,1.258253078663195446e+01,1.463633331501275503e+00,1.903347103266160190e+00
2.121539888279284192e+00,2.144885311096906833e+00,2.164008538895632050e+00,9.524215163472039336e+00,1.972728051202835342e+00,2.355289026588428758e+00
2.121539888279284192e+00,2.138713832855224428e+00,2.073933155969599706e+00,1.002301452147488092e+01,1.877707743278740793e+00,2.270158568660458620e+00
2.121539888279284192e+00,2.265639675021171584e+00,2.277189933653919862e+00,1.056408998156816992e+01,2.075737686028850337e+00,2.478642181278989387e+00
2.121539888279284192e+00,2.284649102807045029e+00,2.282708093207504341e+00,8.959185526127400934e+00,2.097188263762856941e+00,2.468227922652151740e+00
2.121539888279284192e+00,2.016767940908670287e+00,2.190641298888135413e+00,4.228876467504276349e+01,1.787582347398847471e+00,2.593700250377423355e+00
2.121539888279284192e+00,2.156991865873336689e+00,2.044004904907546383e+00,1.037369833262935970e+01,1.844376250865525257e+00,2.243633558949567508e+00
2.121539888279284192e+00,2.085075975954532534e+00,2.103228571772154609e+00,1.104063492324846507e+01,1.897282697520808359e+00,2.309174446023500860e+00
2.121539888279284192e+00,2.005354280352592333e+00,2.027985624138352261e+00,7.677547225618995164e+00,1.856247260858804538e+00,2.199723987417899984e+00
2.121539888279284192e+00,2.288467451393604080e+00,2.262025617327773297e+00,7.680937667675627800e+00,2.090249337987048595e+00,2.433801896668497999e+00
2.121539888279284192e+00,2.103226183533668525e+00,2.057406244282377727e+00,1.306786009853984787e+01,1.833349351162459007e+00,2.281463137402296226e+00
2.121539888279284192e+00,2.237489943027496153e+00,2.196711413320620476e+00,1.005773287190171672e+01,2.000146445432907427e+00,2.393276381208333525e+00
2.121539888279284192e+00,2.153336078405380327e+00,2.130614494422392813e+00,8.508731148904253416e+00,1.949818638325991671e+00,2.311410350518793955e+00
2.121539888279284192e+00,2.313454928994178594e+00,2.388754612806354594e+00,1.031232430309114356e+01,2.189717367440682239e+00,2.587791858172026949e+00
2.121539888279284192e+00,1.615127443492412551e+00,2.104076593217410807e+00,1.826808775734083667e+02,1.266349394610366996e+00,2.941803791824454617e+00
2.121539888279284192e+00,2.147333968579768992e+00,2.276792029609437940e+00,9.879139579719899089e+00,2.081980062293638856e+00,2.471603996925237023e+00
2.121539888279284192e+00,2.134677806138992384e+00,2.107250203659700283e+00,7.543055753546633824e+00,1.937022700056948876e+00,2.277477707262451911e+00
2.121539888279284192e+00,2.042743004918098570e+00,2.037782798427913544e+00,9.542812815346183086e+00,1.846315647951823014e+00,2.229249948904004075e+00
2.121539888279284192e+00,2.075471731781959317e+00,2.028515727749996778e+00,9.579197571548764500e+00,1.836683912372928162e+00,2.220347543127065393e+00
2.121539888279284192e+00,2.022838180646300277e+00,2.010785023180622577e+00,1.049108486377835270e+01,1.810030069038287781e+00,2.211539977322957373e+00
2.121539888279284192e+00,2.205981715440750168e+00,2.222215082380746054e+00,9.527302033831569261e+00,2.030903599470891940e+00,2.413526565290600168e+00
2.121539888279284192e+00,2.046247960209846450e+00,2.052315450063382674e+00,7.354039887000244136e+00,1.884234280297402808e+00,2.220396619829362539e+00
