truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
2.121539888279284192e+00,2.147380207777023209e+00,2.133843275476130508e+00,9.782360444294132762e+00,1.939987876059966920e+00,2.327698674892294317e+00
2.121539888279284192e+00,1.932819061577320197e+00,1.989588427438706120e+00,7.274547635870234785e+00,1.822418148387796144e+00,2.156758706489616095e+00
2.121539888279284192e+00,2.174624978542327725e+00,2.158304036476648591e+00,9.048553721149527718e+00,1.971861219572462076e+00,2.344746853380835105e+00
2.121539888279284192e+00,2.128345195055008077e+00,2.076993383732751663e+00,8.796441631425992114e+00,1.893166263396044879e+00,2.260820504069458448e+00
2.121539888279284192e+00,2.161265910387039302e+00,2.119127920328386594e+00,8.337734565207847837e+00,1.940157975628997278e+00,2.298097865027775910e+00
2.121539888279284192e+00,2.077853331446647633e+00,2.092688734695198338e+00,6.816495724436066439e+00,1.930867073676057810e+00,2.254510395714338866e+00
2.121539888279284192e+00,2.162371597766876263e+00,2.176810863182589983e+00,8.490026719929996801e+00,1.996213834836930046e+00,2.357407891528249699e+00
2.121539888279284192e+00,2.195650831818580784e+00,2.253028089036394732e+00,7.833504967764143956e+00,2.079554192774845323e+00,2.426501985297944142e+00
2.121539888279284192e+00,2.147876923203468458e+00,2.159778221069777349e+00,7.414700179110648826e+00,1.991005260533821097e+00,2.328551181605733600e+00
2.121539888279284192e+00,2.013532992482185424e+00,2.026342123434704323e+00,6.966007217572384391e+00,1.862755408426956638e+00,2.189928838442452008e+00
2.121539888279284192e+00,1.964857131719589312e+00,1.949387963624744646e+00,8.074335666548558166e+00,1.773267641411171214e+00,2.125508285838318301e+00
2.121539888279284192e+00,2.185037547647953105e+00,2.168030629810207000e+00,7.757985906378887186e+00,1.995394947930865692e+00,2.340666311689548085e+00
2.121539888279284192e+00,2.152266384363174634e+00,2.114983559565036586e+00,6.830780061687943494e+00,1.952992434237195152e+00,2.276974684892878020e+00
2.121539888279284192e+00,2.358398455977440022e+00,2.329194262107295632e+00,8.440458741693756650e+00,2.149125202293870718e+00,2.509263321920720546e+00
2.121539888279284192e+00,2.157769325733184917e+00,2.138227907856067755e+00,8.683675389398541000e+00,1.955582876782366197e+00,2.320872938929769536e+00
2.121539888279284192e+00,1.989111764311790376e+00,1.952280127186589942e+00,9.178257176363475267e+00,1.764505813797569989e+00,2.140054440575609895e+00
2.121539888279284192e+00,2.192392810285091365e+00,2.194375987055479094e+00,7.033310236894367407e+00,2.030000914109325372e+00,2.358751060001632815e+00
2.121539888279284192e+00,2.267713896393775741e+00,2.213844414187536636e+00,8.745065515164508696e+00,2.030554906350737543e+00,2.397133922024335728e+00
