truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
4.004164218902587891e+00,4.508559703826904297e+00,3.984466927834321215e+00,9.140328522124390176e+00,3.767658243915801286e+00,4.201275611752841144e+00
3.752821207046508789e+00,3.608203649520874023e+00,3.684654155188493263e+00,5.386578759144475015e+01,3.158331241583227644e+00,4.210977068793758882e+00
1.018950557708740234e+01,1.028144264221191406e+01,1.046463363895995613e+01,5.652864451884030359e+02,8.759611367090373690e+00,1.216965591082953857e+01
3.704057693481445312e+00,3.504766702651977539e+00,3.507015088025930538e+00,3.363105092678175367e+01,3.091137046807389321e+00,3.922893129244471755e+00
4.298358917236328125e+00,4.115314960479736328e+00,4.068315412446487755e+00,8.379311403742601527e+00,3.860728516112426068e+00,4.275902308780549888e+00
4.708121299743652344e+00,4.655918121337890625e+00,4.818239836241062335e+00,2.692447954539709798e+01,4.446131474748201917e+00,5.190348197733922753e+00
4.988810539245605469e+00,5.000664710998535156e+00,4.975678263299748494e+00,1.304264157828725956e+02,4.156688355115603528e+00,5.794668171483893460e+00
4.036808490753173828e+00,4.018379211425781250e+00,3.963670313415345703e+00,7.911970646335570123e+00,3.761955355424971170e+00,4.165385271405719791e+00
3.974938869476318359e+00,3.979383707046508789e+00,3.948022750805900927e+00,5.546230974696888971e+00,3.779136324323305818e+00,4.116909177288496480e+00
4.332295894622802734e+00,4.170652866363525391e+00,4.271806939130801339e+00,9.387413800862139723e+00,4.052087363510346485e+00,4.491526514751256194e+00
4.008836269378662109e+00,3.810138225555419922e+00,3.882328039190265478e+00,2.358985692612121454e+01,3.534024069775199894e+00,4.230632008605330618e+00
4.455094814300537109e+00,4.417864322662353516e+00,4.465659749028715098e+00,1.497316194083044039e+01,4.188166430098819504e+00,4.743153067958610691e+00
8.302897453308105469e+00,8.167675018310546875e+00,8.125974666903704957e+00,5.921411656714655010e+02,6.380922567382075528e+00,9.871026766425334387e+00
4.006920814514160156e+00,3.734347105026245117e+00,3.783259263258451188e+00,9.309469657416038046e+00,3.564453760034996144e+00,4.002064766481906233e+00
4.355019092559814453e+00,4.261431217193603516e+00,4.197201525745726691e+00,9.521087502482034282e+00,3.975923112404320392e+00,4.418479939087132990e+00
3.734867095947265625e+00,3.763258695602416992e+00,3.669126416225539700e+00,7.530652166289819149e+00,3.472332320411460227e+00,3.865920512039619172e+00
7.860968112945556641e+00,7.345595836639404297e+00,7.598971845879010090e+00,3.013015592029974528e+02,6.354180787550522069e+00,8.843762904207498110e+00
3.790340423583984375e+00,3.780644178390502930e+00,3.794381391438371942e+00,1.958699832971716148e+01,3.477001276127143825e+00,4.111761506749600059e+00
9.086406707763671875e+00,9.050491333007812500e+00,9.036020173362070196e+00,7.143192808021836981e+02,7.119373954113824787e+00,1.095266639261031472e+01
4.134315967559814453e+00,3.896404981613159180e+00,3.685293456844653814e+00,6.841307339869235449e+00,3.497722617832527359e+00,3.872864295856780270e+00
4.490619659423828125e+00,4.574218273162841797e+00,4.567015209189778879e+00,2.748313300624345246e+01,4.191066247009577417e+00,4.942964171369980342e+00
4.541460037231445312e+00,4.402667522430419922e+00,4.418626281304772085e+00,4.102697104479586443e+01,3.959290266767205857e+00,4.877962295842338314e+00
4.900543212890625000e+00,4.977234363555908203e+00,4.813220727555560075e+00,3.159278777880527755e+01,4.410142123784513757e+00,5.216299331326606392e+00
4.044023036956787109e+00,4.180888175964355469e+00,4.060545734169138221e+00,1.459536688859488152e+01,3.786575564501394098e+00,4.334515903836882345e+00
4.940399169921875000e+00,5.007907867431640625e+00,4.951098882094436604e+00,2.814129430794201170e+01,4.570674972459485730e+00,5.331522791729387478e+00
4.290747165679931641e+00,4.914288520812988281e+00,3.899235883820318715e+00,1.574747149244196365e+01,3.614657973582834138e+00,4.183813794057803293e+00
6.501896858215332031e+00,6.152586460113525391e+00,6.305908794987587385e+00,1.151166930836482436e+02,5.536486222373650179e+00,7.075331367601524590e+00
3.822513341903686523e+00,3.768902778625488281e+00,3.772036659657217239e+00,8.528605295564106825e+01,3.109767123541908429e+00,4.434306195772526493e+00
3.986564397811889648e+00,3.732786893844604492e+00,3.836192970050704698e+00,5.778526560537623702e+00,3.663806043274410840e+00,4.008579896826998556e+00
5.235270500183105469e+00,5.184143066406250000e+00,5.316682065552046588e+00,2.837854081499317971e+01,4.934657930688409522e+00,5.698706200415683654e+00
4.155350685119628906e+00,4.027239799499511719e+00,4.119514255451218965e+00,1.060817857657186281e+01,3.885944728352825450e+00,4.353083782549612479e+00
3.990803480148315430e+00,4.024459838867187500e+00,3.914420390985045906e+00,9.800608369613783566e+00,3.689917318992073980e+00,4.138923462978017831e+00
2.681880235671997070e+00,2.553731203079223633e+00,2.571462330553952569e+00,3.534038265575194515e+01,2.145146564314937887e+00,2.997778096792967251e+00
3.986233234405517578e+00,3.962965726852416992e+00,3.911226956306322666e+00,6.281522844476931766e+00,3.731493782962638228e+00,4.090960129650007104e+00
4.461337566375732422e+00,4.497679710388183594e+00,4.460356995388254475e+00,3.608009455560544154e+01,4.029602712761732874e+00,4.891111278014776076e+00
4.508660316467285156e+00,4.291733264923095703e+00,4.316982905545310167e+00,3.819927529654758303e+01,3.873758840774464307e+00,4.760206970316155584e+00
4.156503677368164062e+00,4.060640335083007812e+00,4.069577253801396566e+00,7.906474317381755768e+00,3.867932372181905887e+00,4.271222135420886801e+00
4.306380271911621094e+00,4.237415790557861328e+00,4.342021624885413544e+00,1.646614582036804109e+01,4.051022455739159867e+00,4.633020794031667222e+00
4.491836071014404297e+00,4.472722053527832031e+00,4.509527875765649618e+00,8.197787123696622658e+00,4.304201808591258782e+00,4.714853942940040454e+00
4.465743064880371094e+00,4.362299919128417969e+00,4.392235132263933473e+00,1.432705341622264150e+01,4.120794904847434381e+00,4.663675359680432564e+00
3.255192041397094727e+00,3.292781114578247070e+00,3.367338283122358167e+00,4.747217143935554873e+01,2.873237753809235961e+00,3.861438812435480372e+00
4.478383541107177734e+00,4.255619049072265625e+00,4.319660174061087154e+00,1.283847698658464864e+01,4.062707865494441073e+00,4.576612482627733236e+00
4.183840274810791016e+00,4.079855918884277344e+00,4.084611695527413211e+00,8.573449645289299426e+00,3.874633803667171250e+00,4.294589587387655172e+00
3.791054725646972656e+00,3.803178310394287109e+00,3.799711549741407790e+00,1.518565183426976262e+01,3.520256160264772838e+00,4.079166939218042742e+00
3.991352796554565430e+00,3.777219533920288086e+00,3.964041271488605300e+00,1.118385244227691722e+01,3.724217910726696612e+00,4.203864632250513544e+00
4.483530044555664062e+00,4.422608852386474609e+00,4.422248614246930387e+00,1.184810708986785777e+01,4.175405932565023903e+00,4.669091295928836871e+00
4.737768650054931641e+00,4.750775337219238281e+00,4.703358026769341116e+00,2.453820785080144162e+01,4.348121847099763571e+00,5.058594206438918661e+00
3.521960973739624023e+00,3.379464864730834961e+00,3.339335128259698582e+00,1.192247303686348125e+01,3.091718990731986416e+00,3.586951265787410748e+00
4.323660850524902344e+00,4.293663501739501953e+00,4.342259538413238751e+00,1.398810191502571421e+01,4.074049415994100087e+00,4.610469660832377414e+00
7.440360546112060547e+00,7.554872989654541016e+00,7.522421107387452288e+00,2.059154293745974940e+02,6.493362249410907339e+00,8.551479965363997238e+00
5.286646366119384766e+00,5.267053604125976562e+00,5.230067362368709283e+00,1.542851092784144953e+02,4.339313371774797368e+00,6.120821352962621198e+00
3.868572711944580078e+00,3.800799608230590820e+00,3.898670483680555243e+00,8.504438155054375059e+00,3.689539401837498733e+00,4.107801565523612197e+00
4.456628799438476562e+00,4.570436477661132812e+00,4.512655900040178913e+00,1.071549795852521747e+01,4.277907873807992978e+00,4.747403926272364849e+00
5.435622215270996094e+00,5.271271228790283203e+00,5.331369246366630676e+00,1.095414878921906876e+02,4.580809812095758105e+00,6.081928680637503248e+00
3.875841856002807617e+00,3.755847692489624023e+00,3.729978529581724711e+00,5.479045084268549637e+00,3.562118147440678229e+00,3.897838911722771194e+00
3.982194185256958008e+00,3.803099393844604492e+00,3.761249261046981651e+00,6.938448088314133955e+00,3.572351442695714585e+00,3.950147079398248717e+00
6.098072052001953125e+00,6.214736461639404297e+00,6.101430524239868980e+00,5.422153886027641079e+01,5.573372447024397935e+00,6.629488601455340024e+00
4.008567333221435547e+00,4.167432308197021484e+00,4.069183913102321526e+00,8.830266619088984470e+00,3.856084291359334060e+00,4.282283534845308992e+00
4.328427791595458984e+00,4.327196598052978516e+00,4.281705082165482068e+00,3.337349964346163489e+01,3.867422527483028727e+00,4.695987636847934965e+00
3.657974243164062500e+00,3.571173906326293945e+00,3.650986754547254964e+00,1.009526923573477575e+01,3.423133769064718557e+00,3.878839740029791372e+00
3.924484491348266602e+00,3.553258180618286133e+00,3.777030292488615437e+00,8.274181815852246658e+00,3.570749733148467886e+00,3.983310851828762988e+00
4.069188594818115234e+00,4.153121471405029297e+00,4.118315919838487105e+00,8.951744822243666633e+00,3.903755496538908520e+00,4.332876343138065245e+00
