truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper,rr_weight
2.121539888279284192e+00,2.258174863100051777e+00,2.207717255878320461e+00,6.704320271231357431e+00,2.047232624981893512e+00,2.368201886774747411e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.497299402475356978e+00,2.415509487621369189e+00,6.867823197590080753e+00,2.253079719426428706e+00,2.577939255816309672e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.165421560764312581e+00,2.199376120530090795e+00,6.478702830639134547e+00,2.041614956759715049e+00,2.357137284300466540e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.090589031577110291e+00,2.014675916502601360e+00,7.001581947193530553e+00,1.850672022620966084e+00,2.178679810384236415e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.189996845066547237e+00,2.187096863921847323e+00,5.970325907265689125e+00,2.035651811162267677e+00,2.338541916681426969e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.271096729040146034e+00,2.212679386775154189e+00,7.591597296677695894e+00,2.041905032216523086e+00,2.383453741333785292e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.301717761039733912e+00,2.268767668843007179e+00,7.017633031081400574e+00,2.104575893615980853e+00,2.432959444070033506e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.086079691052436846e+00,2.104909990405372966e+00,6.554373135569946385e+00,1.946230187539332412e+00,2.263589793271413519e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.037981580197810949e+00,2.019944368538270307e+00,5.666183197241482006e+00,1.872407222807024318e+00,2.167481514269516296e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.219591973900794990e+00,2.214675025967764554e+00,5.916471340220892827e+00,2.063914565963847814e+00,2.365435485971681295e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.237468715071678105e+00,2.168056503905216204e+00,7.893122954928934121e+00,1.993923735180731072e+00,2.342189272629701335e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.345401343226432900e+00,2.312220277047367656e+00,7.117572949425863271e+00,2.146863486311352265e+00,2.477577067783383047e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.117826220929622583e+00,2.146780558017125973e+00,7.123732876946548664e+00,1.981352228459949405e+00,2.312208887574302540e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.229604757428169215e+00,2.178678256593557627e+00,7.145212580600285968e+00,2.013000712401129100e+00,2.344355800785986155e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.193912616252899017e+00,2.153618527431226504e+00,7.342727179504345614e+00,1.985666686915012136e+00,2.321570367947440872e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.118101346671581453e+00,2.122030044630285328e+00,8.195426933302252692e+00,1.944593993876854832e+00,2.299466095383715825e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.169116363704204353e+00,2.148847281427122891e+00,6.891603277766999547e+00,1.986136546833889405e+00,2.311558016020356376e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.179690626859664970e+00,2.177419215754693216e+00,7.411446445630629043e+00,2.008683289925204729e+00,2.346155141584181703e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.149918785214424144e+00,2.132390841386746949e+00,6.577254729303258607e+00,1.973434300885604342e+00,2.291347381887889778e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.010927354037761905e+00,1.984779749687702655e+00,8.181550127253380822e+00,1.807493983285386463e+00,2.162065516090018846e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.022692608237266487e+00,2.059861789223853989e+00,7.788189285763568392e+00,1.886890381297025465e+00,2.232833197150682736e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.272812228798866130e+00,2.219493291731327034e+00,7.007795013943334261e+00,2.055416647063157853e+00,2.383569936399496214e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.077044017612934113e+00,2.031581282526327303e+00,7.056293293753131302e+00,1.866937860801431093e+00,2.196224704251223514e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.198969961166381992e+00,2.206698757504462982e+00,6.383656044414303565e+00,2.050099098947293808e+00,2.363298416061632157e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.030722882211208447e+00,2.055168105140153134e+00,6.723200857588685686e+00,1.894457656150323244e+00,2.215878554129982803e+00,1.250000000000000000e-01
2.121539888279284192e+00,1.986350857973098849e+00,1.957247459038539583e+00,5.646784290070526957e+00,1.809963086042844838e+00,2.104531832034234107e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.074356567203998747e+00,2.039991739334829912e+00,6.323182626148748042e+00,1.884135592915726409e+00,2.195847885753933415e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.185551496446132447e+00,2.097549242999636743e+00,7.453028911855209770e+00,1.928340626588465279e+00,2.266757859410808429e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.099485662102699379e+00,2.108153002360603878e+00,6.731226000031353074e+00,1.947346666037309548e+00,2.268959338683897986e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.271854345560073707e+00,2.263307954104266884e+00,7.006840395542933919e+00,2.099242485270884195e+00,2.427373422937649572e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.344762097775936027e+00,2.342095027571841293e+00,7.483068467926887735e+00,2.172545755009592128e+00,2.511644300134090457e+00,1.250000000000000000e-01
2.121539888279284192e+00,1.934402204513549828e+00,1.968731992251309348e+00,6.679446966920255413e+00,1.808545340285170555e+00,2.128918644217447920e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.132482236683368892e+00,2.140609115094819437e+00,7.294034326844128557e+00,1.973215082136638987e+00,2.308003148052999887e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.347091589212417784e+00,2.322028525619768136e+00,9.241854982975162613e+00,2.133604774190715592e+00,2.510452277048820680e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.019979240119457398e+00,2.037625334556367296e+00,5.856866418113265915e+00,1.887626207786162746e+00,2.187624461326572067e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.056688766181468786e+00,2.112426265279355064e+00,6.487816772233376383e+00,1.954554174927032983e+00,2.270298355631676923e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.181829790472984421e+00,2.208844935241679241e+00,6.535689464958846173e+00,2.050391457373296866e+00,2.367298413110061617e+00,1.250000000000000000e-01
2.121539888279284192e+00,1.956202264428138715e+00,1.919999911985942109e+00,6.680905489756792548e+00,1.759795771810197307e+00,2.080204052161686690e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.318953568637371010e+00,2.247843508085643371e+00,7.596429187803773964e+00,2.077014815039460505e+00,2.418672201131826238e+00,1.250000000000000000e-01
2.121539888279284192e+00,2.272260019063949699e+00,2.179733211322105291e+00,1.201393147283944884e+01,1.964901372094163934e+00,2.394565050550046426e+00,1.250000000000000000e-01
