truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper,rr_weight
4.016067028045654297e+00,4.391242504119873047e+00,4.138751873995864194e+00,1.198466879394571194e+01,3.890490709207253150e+00,4.387013038784475683e+00,5.000000000000000000e-01
4.050838947296142578e+00,3.672001123428344727e+00,4.090232088195368654e+00,1.330495945624781307e+01,3.828653285135302564e+00,4.351810891255434299e+00,5.000000000000000000e-01
4.099163055419921875e+00,4.076713085174560547e+00,4.078529839296862747e+00,1.200171333035588894e+01,3.830092199333977376e+00,4.326967479259748117e+00,5.000000000000000000e-01
4.273678302764892578e+00,4.242023944854736328e+00,4.483645299134799700e+00,1.765726661719845936e+01,4.182304796864126928e+00,4.784985801405472472e+00,5.000000000000000000e-01
4.162439823150634766e+00,4.355236530303955078e+00,4.496806346158173540e+00,1.800443953221301641e+01,4.192517822057229893e+00,4.801094870259117187e+00,5.000000000000000000e-01
4.003967761993408203e+00,4.269107341766357422e+00,4.232887200027183106e+00,1.025863089605771172e+01,4.003198054263201300e+00,4.462576345791164911e+00,5.000000000000000000e-01
3.990549325942993164e+00,3.716959238052368164e+00,3.752097882052392475e+00,9.401072979177421018e+00,3.532218512797704602e+00,3.971977251307080348e+00,5.000000000000000000e-01
3.853653192520141602e+00,3.744694232940673828e+00,3.794002653904451794e+00,1.512406423420354251e+01,3.515114525973030535e+00,4.072890781835873497e+00,5.000000000000000000e-01
1.046603775024414062e+01,1.133259296417236328e+01,1.018510301990329836e+01,7.777121263298320173e+02,8.185217178278907824e+00,1.218498886152768890e+01,5.000000000000000000e-01
4.586000442504882812e+00,5.353012084960937500e+00,4.978413565817349173e+00,1.102544123544658845e+02,4.225415674742119876e+00,5.731411456892578471e+00,5.000000000000000000e-01
3.947785377502441406e+00,4.268802642822265625e+00,4.180289126403219591e+00,1.736530709933964900e+01,3.881450312182850748e+00,4.479127940623587989e+00,5.000000000000000000e-01
4.161348342895507812e+00,5.735104560852050781e+00,4.816643240587932695e+00,7.068264659439806508e+01,4.213733678572813446e+00,5.419552802603051944e+00,5.000000000000000000e-01
1.264884281158447266e+01,1.320622730255126953e+01,1.270343906638155218e+01,1.282592110875402796e+03,1.013517276958319613e+01,1.527170536317990823e+01,5.000000000000000000e-01
3.861299991607666016e+00,3.839449167251586914e+00,3.820976920728087478e+00,1.326451983497905651e+01,3.559795946684769508e+00,4.082157894771405005e+00,5.000000000000000000e-01
3.907582044601440430e+00,4.463246345520019531e+00,4.456360469880817021e+00,2.068170241103683793e+01,4.130231849828973623e+00,4.782489089932660420e+00,5.000000000000000000e-01
4.532751560211181641e+00,4.424746036529541016e+00,4.784580902934076008e+00,1.186095629591820710e+01,4.537604407766634651e+00,5.031557398101517364e+00,5.000000000000000000e-01
3.636982202529907227e+00,4.857351779937744141e+00,4.629482852647637259e+00,4.548618013661329229e+01,4.145828050797015329e+00,5.113137654498259188e+00,5.000000000000000000e-01
3.768761873245239258e+00,3.745925426483154297e+00,3.665636687392245463e+00,2.272102924624556053e+01,3.323807005539692661e+00,4.007466369244798265e+00,5.000000000000000000e-01
3.941148042678833008e+00,4.270613193511962891e+00,4.093659700878291119e+00,2.125457095647898598e+01,3.763045166619841897e+00,4.424274235136740785e+00,5.000000000000000000e-01
4.235950946807861328e+00,4.336760997772216797e+00,4.489425812304952856e+00,1.204290586183489964e+01,4.240562191112719148e+00,4.738289433497186565e+00,5.000000000000000000e-01
3.155158281326293945e+00,3.940515995025634766e+00,3.378940710684140036e+00,1.116992193252143579e+02,2.621025122529322182e+00,4.136856298838957890e+00,5.000000000000000000e-01
4.087269783020019531e+00,4.306975364685058594e+00,4.348582777382772768e+00,5.634896061114390342e+00,4.178351748019926148e+00,4.518813806745619388e+00,5.000000000000000000e-01
4.312510013580322266e+00,4.552485466003417969e+00,4.565165630548131404e+00,2.054439938980772951e+01,4.240121375099974443e+00,4.890209885996288364e+00,5.000000000000000000e-01
3.835491657257080078e+00,3.660243749618530273e+00,3.701590031133344283e+00,5.255502481984227359e+01,3.181710290961794474e+00,4.221469771304893648e+00,5.000000000000000000e-01
4.595643520355224609e+00,4.992392063140869141e+00,4.709266109282637558e+00,1.806998655083528504e+01,4.404424191521619569e+00,5.014108027043655547e+00,5.000000000000000000e-01
4.412825107574462891e+00,4.147954940795898438e+00,4.393894352942051995e+00,2.757009404060719930e+02,3.203159970148494295e+00,5.584628735735609695e+00,5.000000000000000000e-01
3.755508899688720703e+00,4.063228130340576172e+00,3.987000136894196967e+00,1.254611468912002437e+01,3.732990381023927995e+00,4.241009892764465938e+00,5.000000000000000000e-01
1.046998977661132812e+01,1.026454162597656250e+01,1.042873788734622487e+01,1.798182734409639579e+03,7.387764061318378594e+00,1.346971171337407114e+01,5.000000000000000000e-01
3.745059013366699219e+00,3.909350395202636719e+00,4.101554394164270256e+00,2.144565091525412015e+01,3.769457062106493339e+00,4.433651726222047174e+00,5.000000000000000000e-01
4.384593009948730469e+00,4.187625408172607422e+00,4.384425751899975410e+00,1.947472168360604883e+01,4.067956587492015608e+00,4.700894916307935212e+00,5.000000000000000000e-01
4.335573196411132812e+00,4.559290409088134766e+00,4.345097512658118610e+00,1.783880835163336798e+01,4.042211868000261887e+00,4.647983157315975333e+00,5.000000000000000000e-01
