truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper,rr_weight
2.121539888279284192e+00,2.285183202803135138e+00,2.322564217096893646e+00,6.584482325820324888e+00,2.163520363701449956e+00,2.481608070492337337e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.307018465399742091e+00,2.279882435372037719e+00,6.432254624389430298e+00,2.122687812801625107e+00,2.437077057942450331e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.163529876947403174e+00,2.217650807826700099e+00,6.865719786963656368e+00,2.055245915247690736e+00,2.380055700405709462e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.160461591243743928e+00,2.144981693523762001e+00,7.389449826777496177e+00,1.976496351566224163e+00,2.313467035481299838e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.291615906536579317e+00,2.274976726618565426e+00,7.283063135151043532e+00,2.107708632410505878e+00,2.442244820826624974e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.010259564340114657e+00,1.960132298273674412e+00,6.599231614131828572e+00,1.800910414825296568e+00,2.119354181722052477e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.119882331967353650e+00,2.145443391951390222e+00,6.634975225149526423e+00,1.985790891736284314e+00,2.305095892166496352e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.044766176104545696e+00,2.022454994897066705e+00,5.380306678651147756e+00,1.878687870224190704e+00,2.166222119569942706e+00,1.000000000000000056e-01
2.121539888279284192e+00,1.886933375000953594e+00,1.914470921667059899e+00,6.152731726798963408e+00,1.760729794437970952e+00,2.068212048896148847e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.100693745732307605e+00,2.112686324524081893e+00,6.378126540333480143e+00,1.956154503742027817e+00,2.269218145306135970e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.064603077411651721e+00,2.065080704564381531e+00,5.484933578892918327e+00,1.919922443219479025e+00,2.210238965909284037e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.046704091608524401e+00,2.039985507845937462e+00,6.258154643180942500e+00,1.884932849444851399e+00,2.195038166247023526e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.300007347226142862e+00,2.250570512796460143e+00,7.204344481799132005e+00,2.084208829223350268e+00,2.416932196369570018e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.189448089540004805e+00,2.199541948250262280e+00,6.560910226699031789e+00,2.040783034400088347e+00,2.358300862100436213e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.112346088409423839e+00,2.132686789537256544e+00,6.653415509475702372e+00,1.972812585798185969e+00,2.292560993276327341e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.203881105720996825e+00,2.217542419641700402e+00,7.637941777370624408e+00,2.046247594466078290e+00,2.388837244817322514e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.145524859547614849e+00,2.161235086429106556e+00,6.483035264591858748e+00,2.003421182502817199e+00,2.319048990355395912e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.076597966969013331e+00,2.096863486804795507e+00,7.403815119950142076e+00,1.928214454300009262e+00,2.265512519309581752e+00,1.000000000000000056e-01
2.121539888279284192e+00,1.984551299273967784e+00,2.004992315865878005e+00,6.068367577296331028e+00,1.852308849554225256e+00,2.157675782177530532e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.068634392380714448e+00,2.061188408197777377e+00,5.621694283920043667e+00,1.914231609235949039e+00,2.208145207159605938e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.238164630651473974e+00,2.225509525406058398e+00,6.832359688952123200e+00,2.063499670825917232e+00,2.387519379986199564e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.166322446823119918e+00,2.183118679758452085e+00,6.352175108108296442e+00,2.026905633263260675e+00,2.339331726253643495e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.041978532552719106e+00,2.080029249969636673e+00,6.461212924929752965e+00,1.922481176124190672e+00,2.237577323815082675e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.208532834827900082e+00,2.200352020132296804e+00,6.488919569215446437e+00,2.042466512826850877e+00,2.358237527437742731e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.121019539117813046e+00,2.077599157164262689e+00,7.236926504844888974e+00,1.910861708278260629e+00,2.244336606050264749e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.309991909146309030e+00,2.318636331430025344e+00,6.468292807215638263e+00,2.161001964465839364e+00,2.476270698394211323e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.102852816700935268e+00,2.090913444987177794e+00,6.385423511659610085e+00,1.934292108757430517e+00,2.247534781216925293e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.382283478856086933e+00,2.351850335195449837e+00,7.089509092963257153e+00,2.186819858823575657e+00,2.516880811567324017e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.154733580112457414e+00,2.147196823040372404e+00,7.989311220349735621e+00,1.972006246855191769e+00,2.322387399225553040e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.128520279407501103e+00,2.110062640289950053e+00,7.103420554939166465e+00,1.944870326897787827e+00,2.275254953682112280e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.159510538458824236e+00,2.191582682553417705e+00,6.360318127437094127e+00,2.035269541332462406e+00,2.347895823774373003e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.256513156414031940e+00,2.204431975849670433e+00,5.972691633668967270e+00,2.052956921204020180e+00,2.355907030495320686e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.065213811397552668e+00,2.046804787931381764e+00,7.005744021427780410e+00,1.882752155423649709e+00,2.210857420439113596e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.260645615935325647e+00,2.221527435552561602e+00,6.097126515514528222e+00,2.068482601526709708e+00,2.374572269578413497e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.180436725854873803e+00,2.144823302253994424e+00,6.047748810323657409e+00,1.992399446412005615e+00,2.297247158095983011e+00,1.000000000000000056e-01
2.121539888279284192e+00,1.991550267279148079e+00,1.963122194694151501e+00,6.510388936377918156e+00,1.804975711527470272e+00,2.121268677860832952e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.194180539488792547e+00,2.183669319413077403e+00,7.002172842075570003e+00,2.019658505165609075e+00,2.347680133660545732e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.202431069195270652e+00,2.164743262865260309e+00,7.718809140499018895e+00,1.992544025950165221e+00,2.336942499780355398e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.058079088032245707e+00,1.990863724914262223e+00,6.630711968575940141e+00,1.831262524735562724e+00,2.150464925092961721e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.169628986239433122e+00,2.150780357680705634e+00,7.412395970058008210e+00,1.982033623316526549e+00,2.319527092044884942e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.042928593635559231e+00,2.113607664662158658e+00,7.357022696637948833e+00,1.945492411364296625e+00,2.281722917960020691e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.221669990241527337e+00,2.220950772543321072e+00,6.554046667416995042e+00,2.062274921584363874e+00,2.379626623502278271e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.215323781609535025e+00,2.230599329914852991e+00,6.815040249043869736e+00,2.068794946103019949e+00,2.392403713726686032e+00,1.000000000000000056e-01
