truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper,rr_weight
2.121539888279284192e+00,2.269399341106414614e+00,2.262601144999759839e+00,7.379487127423820958e+00,2.094229420091118232e+00,2.430972869908401446e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.130183840513229399e+00,2.099581820213999972e+00,6.865571225300683089e+00,1.937178684717436594e+00,2.261984955710563128e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.335418315231799991e+00,2.368343191646271606e+00,7.954243243450942913e+00,2.193537525708233016e+00,2.543148857584310196e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.154250041604042210e+00,2.134238076089372882e+00,6.747370263553848169e+00,1.973239015208669400e+00,2.295237136970076364e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.084802385926246782e+00,2.130749317447872659e+00,6.579146596674692482e+00,1.971769917632093083e+00,2.289728717263652236e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.040912309229373722e+00,2.024668699432513819e+00,6.488710169425651486e+00,1.866785739658934684e+00,2.182551659206092953e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.206377486944198552e+00,2.215548707510344606e+00,7.747725982295889047e+00,2.043027218606533246e+00,2.388070196414155966e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.162152239561081046e+00,2.130030924489561439e+00,8.270003946814300733e+00,1.951789382861124578e+00,2.308272466117998523e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.112583067893981870e+00,2.087900215958085059e+00,6.227886110674770492e+00,1.933222980132097479e+00,2.242577451784072640e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.205603981375694467e+00,2.165222735249059838e+00,6.175486141669494167e+00,2.011197582881540491e+00,2.319247887616579185e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.164425253033638086e+00,2.163758284131676035e+00,6.840491029168572545e+00,2.001652052488182676e+00,2.325864515775169394e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.046763848781585793e+00,2.062688193042450546e+00,6.599507584101514723e+00,1.903462980418681783e+00,2.221913405666219532e+00,1.000000000000000056e-01
2.121539888279284192e+00,2.052266197860241004e+00,2.065965653537772617e+00,7.109628296246937929e+00,1.900701174405497351e+00,2.231230132670047883e+00,1.000000000000000056e-01
2.121539888279284192e+00,1.924640359520912281e+00,1.916285802793223692e+00,6.603939718971487238e+00,1.757007132455978393e+00,2.075564473130468990e+00,1.000000000000000056e-01
