truth,Riesz_Informed,Riesz_Oracle,Riesz,Outcome_Informed,Outcome_Oracle,covered_outcome_adapted,covered_riesz_adapted
1.000000000000000000e+00,1.210608423269174283e+00,1.191523234193761160e+00,1.236961810936340056e+00,1.227391983083563121e+00,1.238807058840119879e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.160869775782960023e+00,1.098476308055885919e+00,1.027446196438365433e+00,9.726103830448166176e-01,9.799701327209578983e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.008023193706455434e+00,1.113859290686251668e+00,9.222955004242677779e-01,8.656810256238073320e-01,8.427155305244509176e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.229311004047635381e+00,1.263752397998192833e+00,1.124714514266249799e+00,1.111870686906824446e+00,1.121424418177302984e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.316912552031225037e+00,1.275412128062221040e+00,1.143992489006232294e+00,1.111059584731397765e+00,1.104556637258565788e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.098787054443719713e+00,9.417761103255144484e-01,1.066601459064757007e+00,1.077910406119081843e+00,1.132401671111472607e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.043554543340853069e+00,1.022073136318799591e+00,1.044346791214998849e+00,1.037698548280988398e+00,1.013077929885770390e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.555995405008875121e-01,6.760855078972785037e-01,8.087175685956491389e-01,7.914917338008579106e-01,8.168714364221852930e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.223378842985047399e+00,1.205911979113027721e+00,1.116872805492270082e+00,1.119099355432543019e+00,1.074886443472468756e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.144288860953025733e+00,1.109565985773543817e+00,1.105345459352729431e+00,1.059393270313481406e+00,1.069602746347340538e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.035476121248105841e+00,9.985748051151459581e-01,9.579371303431531981e-01,9.778665156584933627e-01,1.001903112853189448e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.676903443479826450e-01,8.574722075191665294e-01,7.482947374154542697e-01,7.439017635819380470e-01,7.442800510438591921e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,5.897156072027819329e-01,6.356407325211967940e-01,6.864686982392178560e-01,7.218933506931201061e-01,7.555403993193361423e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.309294131875436751e+00,1.375965403952300381e+00,1.043190365883988280e+00,1.063645426902901647e+00,1.002562371796056784e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.236376245825026254e+00,1.123646468690636890e+00,9.918319793551276797e-01,9.757616628986398588e-01,9.599964029980615488e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.118884495219049979e+00,1.025144255033469065e+00,1.166823627470723546e+00,1.130084304419885610e+00,1.167338739001710035e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.147982469256522586e-01,9.031563517829628296e-01,1.029654051604407705e+00,9.946692987318825896e-01,1.017914603455855493e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.413878828984628688e-01,8.155904024792877127e-01,1.086506036529305552e+00,1.121085352794977785e+00,1.157308415653170774e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.350072154214226217e+00,1.272821377507054041e+00,1.194544315444774574e+00,1.254695408600267514e+00,1.253126354552256405e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.072309225714614289e+00,9.690390542854185885e-01,1.024992768692460476e+00,1.094762865472550750e+00,1.073430937871681090e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.308069458272730579e+00,1.314680416920857464e+00,1.190196632187685344e+00,1.156357498335241818e+00,1.114027726122921669e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.409243668604032829e-01,5.951365527013865453e-01,8.751586591349825861e-01,8.857611936320464174e-01,9.015790007588030397e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.144393435901693401e+00,1.061445959814095064e+00,1.036535136278934122e+00,1.012992787731350486e+00,9.743521410449151876e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.035842059607896104e+00,1.096991699532306352e+00,8.666405783449329103e-01,8.625397849533545935e-01,8.649726061191477244e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.874685507647293914e-01,9.228958415579197050e-01,8.673611734042372401e-01,8.462147111178608405e-01,9.023183708505426726e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.138988203157313750e+00,9.822240140835558631e-01,1.008570195742976461e+00,1.038949018411906344e+00,1.089772336463285196e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.011761311554834952e+00,1.000899071357152392e+00,9.548069623687075458e-01,9.738711040158792853e-01,9.667824739742547635e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.314839586189679776e+00,1.074079645757873847e+00,1.123219346438507849e+00,1.113949623709908687e+00,1.117372620521378535e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.128722156089832618e+00,1.282638542094312717e+00,1.046909381639286929e+00,9.771733743158440566e-01,9.642401073885958906e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.168048327478498516e-01,6.649686757125468084e-01,8.117447842783747092e-01,8.555460952280756759e-01,8.466148077081895318e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.200406976571471107e+00,1.113649343747470821e+00,9.938766938023104736e-01,9.572037648015294664e-01,9.553496249420347919e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,6.933004331575471912e-01,7.157541069199125916e-01,6.921411912036710135e-01,6.610481681047565283e-01,7.823585948886255803e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.249103696956031628e+00,1.182640746671400844e+00,1.170082088498708206e+00,1.089699629905393374e+00,1.098687496164917121e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.248321705124770142e+00,1.256381889976757593e+00,1.063792823600448134e+00,1.094303003779758754e+00,1.093839947962534032e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.127041648249695216e-01,8.429805038677223861e-01,9.100423422844112764e-01,8.939837228775278088e-01,9.296971349710122512e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.588803781942273341e-01,8.663037969295122043e-01,8.708674371319244933e-01,8.681690933199128768e-01,8.722856409178307846e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.051826008895218711e+00,9.968000517981496778e-01,1.030929533742295900e+00,9.878804693774653201e-01,9.973362918326070803e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.976899496813665280e-01,8.577469850017946928e-01,8.256529268108387942e-01,8.128868754791582774e-01,8.130936089963506364e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.113076183774105221e+00,1.063998510025436772e+00,9.743541712531357257e-01,1.028804912715199471e+00,1.031063970123624607e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.019574795039807746e-01,7.887830081868121290e-01,9.376173081280714250e-01,9.706536476431021354e-01,1.011095707859353876e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.044606114017727183e+00,1.031226442978982583e+00,1.012101105067746420e+00,8.900287724650910448e-01,9.339930927814835693e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.293229195101938345e+00,1.270756973173343019e+00,1.214491110866875889e+00,1.183422832829483351e+00,1.161361812622311307e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.063944694877221764e-01,8.877036197922769656e-01,8.458246134246443226e-01,8.606371206648618655e-01,8.809888442968639710e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.141278005888663349e+00,1.116593811021508120e+00,1.237393431175376923e+00,1.204382876619644938e+00,1.213741055621354592e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.499202495886197362e+00,1.412504794197590341e+00,1.107339859602981758e+00,1.094094580086153456e+00,1.076308941856307877e+00,1.000000000000000000e+00,4.000000000000000222e-01
1.000000000000000000e+00,9.907780755083041013e-01,9.151979729492147886e-01,1.087514354092822932e+00,1.112386237360390329e+00,1.089712100084608171e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.392167518524164871e-01,9.987557875755302961e-01,1.005756435209746336e+00,1.038437638790209450e+00,1.058007965872493461e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.950711919750893530e-01,6.788125859501464854e-01,7.776273059544873689e-01,7.590344727641116229e-01,7.715359473402958468e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.955030357447273603e-01,6.857870717694000140e-01,6.205274636135789113e-01,6.120651588313459346e-01,6.705679493156097015e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.195659302363639709e+00,1.172651801675303584e+00,1.120168651883542976e+00,1.113118492660924330e+00,1.118651873869283886e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.049465803014292931e+00,8.607915053992437615e-01,9.462253602593422297e-01,9.025890551304014409e-01,9.535954186243256192e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.277786514969848186e+00,1.413333560902357622e+00,9.514304205736778819e-01,9.897772846875790842e-01,9.178297378796376194e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.712084513775176564e-01,6.846879798444824861e-01,1.008436154433959508e+00,1.000626243271460547e+00,1.028543106965910781e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.159839337540714777e+00,1.183215902598140801e+00,9.848633243868103460e-01,9.675231150142603598e-01,9.115990035696400762e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.192349951239691785e+00,1.184449482871582582e+00,1.086220085974293870e+00,1.073165340975881232e+00,1.070335606074928503e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.093937072021516466e+00,1.035991851597240831e+00,1.054563318553180418e+00,1.031816995425700378e+00,1.066766874945793697e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.061299183227530474e+00,1.091957685562405356e+00,9.946141961592358527e-01,9.718010947845557856e-01,1.025737952243005013e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.048109024047937821e+00,1.143677561028193290e+00,1.095485166114563924e+00,1.071181330635653461e+00,1.096960643787480594e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.722492667093488805e-01,6.515436872197497564e-01,8.859905749727953195e-01,8.907615720765258427e-01,9.109061037965184848e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.916295608192706945e-01,8.913519443679897014e-01,9.533528523458387749e-01,9.415910077837531533e-01,9.678869626787504066e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.956331564754367314e-01,8.441742864642814981e-01,1.021064331656038382e+00,1.040904158570906013e+00,1.033124577569817681e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.536933683102551074e-01,7.862447014472119244e-01,1.048906920249081276e+00,1.057291062304102969e+00,1.099009694776755586e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.125328419317219719e+00,9.966439145022452095e-01,1.110255519677215030e+00,1.094766516374744425e+00,1.069861864005114072e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.126418286245252753e+00,1.099383813201945559e+00,8.438942752654660096e-01,8.939475608398107509e-01,9.069154950112348068e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.084755408979770852e+00,1.099919714628369904e+00,1.170424074102154322e+00,1.171631998907632699e+00,1.211787733424384284e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.515856550718091444e-01,9.935734135855879279e-01,8.187670887132391107e-01,7.842814096055206186e-01,7.936508617101383223e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.982297363826458270e-01,6.363423112663227910e-01,7.735762046094811772e-01,7.757434242844840622e-01,7.808446729654964225e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.161372981289719553e+00,9.311672219302601361e-01,1.075244784003055676e+00,1.057351595838519343e+00,1.086650596033976290e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.265125422929930910e+00,1.294224019302449014e+00,1.237380791180623163e+00,1.205062765782233924e+00,1.206748396985262817e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.000198619227326891e+00,1.056859113448072929e+00,1.083175704417056906e+00,1.048791644007187385e+00,1.092038477267637919e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.564648358231282455e-01,7.972862583604292119e-01,9.154084898952526972e-01,9.585072913723771126e-01,9.792406290997653917e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.027511427088679818e+00,9.949299170462777564e-01,9.908285196833203079e-01,9.771281516206999918e-01,9.795591226663054041e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.030956799554281211e+00,9.966108279621979094e-01,9.080960917155226353e-01,9.532262923583993963e-01,9.589807204367289950e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.101946330012481212e+00,1.183692154391158269e+00,1.091500715512559561e+00,9.766436944828598143e-01,9.983851538672461334e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.811111557735803457e-01,8.626338634199133271e-01,1.205833516507199166e+00,1.177581768383956673e+00,1.187830403791952039e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.190249955584825825e+00,1.034862796938352369e+00,1.137936066046463468e+00,1.141905594393455292e+00,1.133022822769074844e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,5.027386503387112349e-01,3.917860655514045498e-01,7.240916176315487229e-01,7.846260732983479924e-01,8.108428977255032200e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.204190897163628593e+00,1.245632517074932277e+00,1.063161174763751493e+00,9.603711151735644380e-01,9.895438252908663745e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.778663870135140268e-01,1.004694133465114714e+00,1.096732384551256212e+00,1.110811320720294093e+00,1.102981855894549668e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.095396769387799063e+00,1.041137015287163736e+00,1.133087120224149036e+00,1.117655167234098856e+00,1.162370227856741822e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.357412183369570702e+00,1.171899287506886544e+00,1.210153946162063843e+00,1.205385098293220603e+00,1.142799665619091520e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.060389244063060676e-01,8.117596127476398582e-01,9.716212849632741566e-01,9.867199515880924476e-01,9.415923941208153014e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.018922567973226778e+00,9.796976535211251447e-01,1.095048252245671261e+00,1.059328225507582655e+00,1.038902340377422462e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.320977809597494890e-01,9.842438727586592107e-01,1.042795738604181732e+00,1.086241436557302098e+00,1.058589742037931325e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.271375073807436751e+00,1.267897152819474682e+00,9.967208884056024676e-01,1.012793178425415830e+00,9.859271904533082331e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.247509299654672832e+00,1.192418259330226382e+00,1.277157090278093099e+00,1.214740058705675585e+00,1.211539397374661764e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.392380106885497071e+00,1.329050592719874802e+00,1.215219881461847340e+00,1.231742258118993627e+00,1.203683235338587565e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.464469081531675432e+00,1.410660129696888809e+00,1.286362656034539365e+00,1.234212293600480459e+00,1.252400469212314293e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.704028498842548700e-01,8.125140015577305697e-01,7.642190154672623414e-01,7.576640566105230512e-01,7.643529116882721297e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.366644302129037314e+00,1.260581742588200438e+00,1.041981639270228577e+00,1.037887482767823943e+00,1.014270355793693845e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.073038917352745480e+00,9.495050667879318951e-01,9.275385536752204230e-01,9.115503081350770920e-01,9.288126871615739466e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.285729419486242087e+00,1.287176505353372580e+00,1.140019198670260803e+00,1.096170503087623871e+00,1.122492280035843892e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.015493465887063573e+00,8.045802590815309685e-01,8.310826863182706470e-01,8.631744979908185789e-01,8.436393645225483962e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.600919910550852476e-01,8.005713499881819128e-01,9.438591177523708575e-01,9.373462959565272978e-01,9.284177975654795967e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.014284467202798412e+00,9.446078348998696583e-01,8.676460164110242346e-01,8.561028566412447471e-01,8.953427269299351066e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.741631020105657734e-01,1.022169872630024123e+00,9.175179325466080726e-01,9.085500180925323299e-01,9.215398298682484501e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.406348688633194621e+00,1.484422993107111122e+00,1.210123479950868663e+00,1.176083879394178799e+00,1.175192380749135124e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.059566355527562287e-01,7.859156829659614818e-01,7.313640857060451639e-01,7.640162960230183486e-01,7.700600134808276431e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.228885008473330043e+00,9.272430726074821772e-01,1.120923610873827192e+00,1.121167838631755620e+00,1.137867875206155954e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.337016148991067688e-01,8.389007923558468027e-01,8.699286735668632087e-01,8.259972628133585015e-01,8.351520694463752115e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.839208613312501406e-01,1.052832542872428556e+00,9.915542238224076543e-01,9.987481304251472070e-01,9.939194045743200423e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.162584853153446840e+00,9.738796810914653879e-01,1.000735777796840864e+00,9.949190288175187025e-01,9.648403608104300089e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,9.049114873506015622e-01,8.613255811311423260e-01,1.153244834244311345e+00,1.118034737250749755e+00,1.110230161983276176e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.251855004004977623e-01,8.208494256205661754e-01,9.254368700979178630e-01,9.205228488397316777e-01,9.578406821232494650e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.398585364611794946e-01,8.245115359625903029e-01,8.457903947728098171e-01,7.911164820767643269e-01,8.218393969457581383e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.233739573608439111e+00,1.162846424650842092e+00,1.169860749342742201e+00,1.185377296336485253e+00,1.243700189275717571e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.215573786170744297e-01,8.759379827826397902e-01,9.860175463484033287e-01,1.001971946365832533e+00,9.388917968070031872e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.783551706813390592e-01,6.780479499979464864e-01,8.576810408632357108e-01,8.644579069210691635e-01,8.842265340637309734e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.570872033169257831e-01,6.252254418590663665e-01,9.196696451849649678e-01,8.986468924567946326e-01,9.406695230632888816e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.003097746254815625e-01,6.720416279222986011e-01,8.719214840297139224e-01,8.109203696083810975e-01,8.315266550817452806e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.195106141602474192e-01,8.481042216849807858e-01,8.369716717866857447e-01,8.547057388117297316e-01,8.487002419971653167e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,8.654026202775964016e-01,7.117756274256572535e-01,7.961891051257239393e-01,8.125452919584837952e-01,8.156205006061371110e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.128093327516695776e+00,1.106916040768054277e+00,1.002158669132108271e+00,1.005874751732726891e+00,9.875196514596384922e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.103059811295279857e+00,1.095595957062375669e+00,8.637322619545484415e-01,8.840898045599572264e-01,8.601832905813689978e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.178867678513678241e-01,7.805263026388704617e-01,8.361879731937698068e-01,8.093992857335309266e-01,8.757046248589147597e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.012191968467935244e+00,1.009766796679531398e+00,1.006664882520846849e+00,1.011489761801042331e+00,9.850594333540414471e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.186567789142402018e+00,1.145417346526104163e+00,1.028368856391227659e+00,1.000035770546443104e+00,9.839307306904890860e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.407275040315714376e+00,1.237179837478105116e+00,1.258653006787470829e+00,1.233308175067449941e+00,1.252697198525206224e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.425638180182922765e-01,7.866341554578590856e-01,7.578169981593597671e-01,7.379807592603201405e-01,7.826083035494477702e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.838549585619521753e-01,9.095684957866669862e-01,9.237110005540070112e-01,9.289448187472586493e-01,9.630338580262917114e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.057134358936506757e+00,1.078245137606016257e+00,1.047286536755192676e+00,1.026852499305339617e+00,1.015902438046620837e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.224069866657397698e+00,1.187363720143030932e+00,1.031333626685966731e+00,1.018845884689341785e+00,9.979256374376150873e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.860658814120840887e-01,1.003126903732986630e+00,8.929912133367516880e-01,8.337525131517352639e-01,8.569849008880793262e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.720956006506858982e-01,8.745445021796233176e-01,9.461757604306576530e-01,9.894116432654869175e-01,9.887192334244638836e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.313592666057234348e+00,1.253121019189248120e+00,1.108547537171562292e+00,1.041796342283327403e+00,1.071094945411215527e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.339166841748604009e+00,1.218451215173431468e+00,1.113398987711518684e+00,1.115396072344137401e+00,1.132132187484425456e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.166706198348564483e+00,1.024449698468011150e+00,1.021605619364561512e+00,1.016744882236048753e+00,1.035461858259362655e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.145241191677419446e+00,1.066444065184304124e+00,9.028361595248156624e-01,9.051608955604978357e-01,8.931627584546043552e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.119824936225496392e+00,1.020732110704123397e+00,1.073552415635457669e+00,1.079471637189497679e+00,1.088541801641315532e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.325946462166618822e-01,8.328557003116212609e-01,1.090079804239865169e+00,1.069277683518857991e+00,1.107359796214350212e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,7.937563010667805230e-01,6.024755138090556184e-01,8.205136898410527735e-01,8.187664519327253476e-01,8.290362459891604807e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,9.804335564136268388e-01,9.898885507516390625e-01,9.434644225527857309e-01,9.243994940644513214e-01,9.436193977125648669e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.164061890302408475e+00,1.063027288872120169e+00,1.032748453166490776e+00,1.003415080252472613e+00,1.001542839602070689e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.306996658224260477e+00,1.284365384636804164e+00,1.157672338105742327e+00,1.147462902099770643e+00,1.129406213044810592e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.952573439560839175e-01,7.387145964969111800e-01,9.014396373678863483e-01,8.628383288729334355e-01,8.879084442323502691e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.584446829301725312e+00,1.464424727759865430e+00,1.378805504855187714e+00,1.314599373937093141e+00,1.313665568033197006e+00,1.000000000000000000e+00,4.000000000000000222e-01
1.000000000000000000e+00,4.487231131715776478e-01,3.569822570489555869e-01,8.091976089144954365e-01,7.720010567668607049e-01,8.619799264335237243e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.044698417072225549e+00,8.493800290355331128e-01,1.018099274845243318e+00,1.005981899954119463e+00,1.062495423743199385e+00,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.403621623688307896e+00,1.315333844246195705e+00,1.225095231796748507e+00,1.205669460235083923e+00,1.117168501505801714e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.452145798119176767e+00,1.355106300679830067e+00,1.175034239850061279e+00,1.081998670923218109e+00,1.098168155491887399e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,7.485821438476778500e-01,7.063290809891052957e-01,8.025314575881054013e-01,7.656940281593512809e-01,7.870355694305340988e-01,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,1.343950382610973771e+00,1.262343916379412789e+00,1.243152677714198795e+00,1.249729777662203833e+00,1.239860285443289634e+00,1.000000000000000000e+00,8.000000000000000444e-01
1.000000000000000000e+00,8.848927482931341348e-01,7.144765078840562555e-01,8.371798761717850201e-01,8.367978135834365228e-01,8.879095320741243746e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.262233167661838795e+00,1.275881051363717544e+00,1.000823362123164584e+00,9.703093870105006236e-01,9.941424823865673277e-01,1.000000000000000000e+00,5.999999999999999778e-01
1.000000000000000000e+00,1.216668687303680496e+00,1.144347961445269624e+00,9.504229089208984238e-01,9.363470466059748976e-01,9.454681983282630098e-01,1.000000000000000000e+00,8.000000000000000444e-01
