truth,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.089969999999999999e+02,9.755876159667968750e+01,9.849714797108642017e+01,1.551447696519775477e+01,9.077701748582234131e+01,1.062172784563504990e+02,9.943278718186996912e+01,1.409700048441834319e+01,9.207377657847079888e+01,1.067917977852691394e+02
1.089969999999999999e+02,1.001457977294921875e+02,1.035390048658134248e+02,1.528231942570931423e+01,9.587685384238632480e+01,1.112011558892405247e+02,1.014242621147248968e+02,1.198423730649418495e+01,9.463908370611778764e+01,1.082094405233320060e+02
1.089969999999999999e+02,9.940912628173828125e+01,9.971022220834217364e+01,9.683122438663628984e+00,9.361114988868813214e+01,1.058092945279962152e+02,9.942745155223092013e+01,1.051335410874163045e+01,9.307228820703342365e+01,1.057826148974284166e+02
1.089969999999999999e+02,1.023651123046875000e+02,1.021339672791876865e+02,1.219343529657441927e+01,9.528982372171314807e+01,1.089781108366622249e+02,1.021680866127037604e+02,1.339151056460807077e+01,9.499558168171915895e+01,1.093405915436883618e+02
1.089969999999999999e+02,9.582006835937500000e+01,9.868550062962395941e+01,1.071392768100960957e+01,9.227000185093444884e+01,1.051009994083134700e+02,9.742417591786444575e+01,1.080706816151736405e+01,9.098085122875517072e+01,1.038675006069737208e+02
1.089969999999999999e+02,1.034058303833007812e+02,1.024471419543842643e+02,9.974842697261886215e+00,9.625687897888788314e+01,1.086374049298806455e+02,1.033354478481722794e+02,9.435753725018175331e+00,9.731478413807936079e+01,1.093561115582651979e+02
1.089969999999999999e+02,1.055522308349609375e+02,1.056895307949944254e+02,1.030053947284056193e+01,9.939901790343587606e+01,1.119800436865529747e+02,1.058925253523825916e+02,1.114632258928272357e+01,9.934884803309273593e+01,1.124362026716724472e+02
1.089969999999999999e+02,9.716205596923828125e+01,1.010931880524279194e+02,2.009407523564899023e+01,9.230721062101659413e+01,1.098791654838392446e+02,1.023695536377974378e+02,3.273001711987447493e+01,9.115636346872825868e+01,1.135827438068666169e+02
1.089969999999999999e+02,1.033814926147460938e+02,1.030755429110457158e+02,1.222257628574975463e+01,9.622322585333915868e+01,1.099278599687522728e+02,1.035441811797672358e+02,1.345736013689093191e+01,9.635406332942011431e+01,1.107342990301143573e+02
1.089969999999999999e+02,1.024666595458984375e+02,1.043918187627377279e+02,1.223934491177936579e+01,9.753480283646982230e+01,1.112488346890056334e+02,1.023603421127302084e+02,1.130679144204475683e+01,9.576972984953651746e+01,1.089509543759238994e+02
