truth,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.089969999999999999e+02,1.088289673919677796e+02,1.074484433143249476e+02,4.247798590165836607e+00,1.034088464205766229e+02,1.114880402080732722e+02,1.080302515757440460e+02,4.995698248553001264e+00,1.036494440712260428e+02,1.124110590802620493e+02
1.089969999999999999e+02,1.106868218612670915e+02,1.077118622079146633e+02,1.298347088189961696e+01,1.006494758024632006e+02,1.147742486133661259e+02,1.082048725273710090e+02,7.351807591277636611e+00,1.028904860112572095e+02,1.135192590434848086e+02
1.089969999999999999e+02,1.087590907135009815e+02,1.096183298394040548e+02,4.757900706747451913e+00,1.053430577597533357e+02,1.138936019190547739e+02,1.111274648064886890e+02,6.270817463584933193e+00,1.062193111446614751e+02,1.160356184683159029e+02
1.089969999999999999e+02,1.084660348968505872e+02,1.054923628027012796e+02,9.722942917804406449e+00,9.938076256110845463e+01,1.116039630442941046e+02,1.069046921421434320e+02,4.673616048006772772e+00,1.026674567922929100e+02,1.111419274919939539e+02
1.089969999999999999e+02,1.102733439712524444e+02,1.102429099007153042e+02,4.037749472787279359e+00,1.063044560956466711e+02,1.141813637057839372e+02,1.050856334000713588e+02,1.408187197335622010e+01,9.773057259999328039e+01,1.124406942001494372e+02
1.089969999999999999e+02,1.114793966827392637e+02,1.150469553841209631e+02,1.805726092923549686e+01,1.067181635398165866e+02,1.233757472284253396e+02,1.112168169176240013e+02,3.807888973270657562e+00,1.073921095719939416e+02,1.150415242632540611e+02
1.089969999999999999e+02,1.107578626785278288e+02,1.110050974309251615e+02,7.663818427261666955e+00,1.055791113573926765e+02,1.164310835044576464e+02,1.105811348153345506e+02,5.395089991921527606e+00,1.060285775435404076e+02,1.151336920871286935e+02
1.089969999999999999e+02,1.098972207565307571e+02,1.081723002278281882e+02,3.207064600745809457e+00,1.046622775255903406e+02,1.116823229300660358e+02,1.082404172959107171e+02,3.833838299833541186e+00,1.044027001082273216e+02,1.120781344835941127e+02
1.089969999999999999e+02,1.090352508392333988e+02,1.062211168608662035e+02,4.875186449613254425e+00,1.018934712810116991e+02,1.105487624407207079e+02,1.060227315972218349e+02,6.596658174485314774e+00,1.009886753755351094e+02,1.110567878189085604e+02
1.089969999999999999e+02,1.079343036422729512e+02,1.078098760800006914e+02,9.240600582832046328e+00,1.018517982692459896e+02,1.137679538907553933e+02,1.060968266168124359e+02,6.054863227286150895e+00,1.012739268071603078e+02,1.109197264264645639e+02
1.089969999999999999e+02,1.079732209777831997e+02,1.071714908590600857e+02,4.421463104409036227e+00,1.030501448820887589e+02,1.112928368360314124e+02,1.070150315706887909e+02,3.913020602921465141e+00,1.031378857199136263e+02,1.108921774214639555e+02
1.089969999999999999e+02,1.097925904922485358e+02,1.096495656229995035e+02,7.327998938444772570e+00,1.043437913419044776e+02,1.149553399040945294e+02,1.087280309029303140e+02,4.596247418790206041e+00,1.045260142342312832e+02,1.129300475716293448e+02
1.089969999999999999e+02,1.095389619445800804e+02,1.075767576160234995e+02,6.901219286868133906e+00,1.024278039346982752e+02,1.127257112973487239e+02,1.087374945385816147e+02,4.225271686569207930e+00,1.047086232684708023e+02,1.127663658086924272e+02
1.089969999999999999e+02,1.084848973693847682e+02,1.084103996859241903e+02,8.292409451042287216e+00,1.027662770661431466e+02,1.140545223057052340e+02,1.065739388182581422e+02,4.686134710784400248e+00,1.023310323727953914e+02,1.108168452637208929e+02
1.089969999999999999e+02,1.075325516281127989e+02,1.074240167546623042e+02,4.766810048737988303e+00,1.031447437459338516e+02,1.117032897633907567e+02,1.074618868773904410e+02,9.775041473114924884e+00,1.013339345829352851e+02,1.135898391718455969e+02
1.089969999999999999e+02,1.082828045272827211e+02,1.064972720781783551e+02,3.578080926055923427e+00,1.027897721543029093e+02,1.102047720020538009e+02,1.078423944402048420e+02,4.109567411797273806e+00,1.038690691113196749e+02,1.118157197690900091e+02
1.089969999999999999e+02,1.080708574066162129e+02,1.100826056537438404e+02,1.226207800507071255e+01,1.032192246455031039e+02,1.169459866619845769e+02,1.074560303446949803e+02,4.961709776650986115e+00,1.030901507909300818e+02,1.118219098984598787e+02
1.089969999999999999e+02,1.091430172195434523e+02,1.112377152546187915e+02,1.256206112918156315e+01,1.042908876308855071e+02,1.181845428783520759e+02,1.088256978019244912e+02,4.274747747646840068e+00,1.047733070325933653e+02,1.128780885712556170e+02
1.089969999999999999e+02,1.077291818161010752e+02,1.093024760705365139e+02,5.536259630400498288e+00,1.046907415816325226e+02,1.139142105594405052e+02,1.092372545840080704e+02,4.079613064594836302e+00,1.052784363829602512e+02,1.131960727850558897e+02
1.089969999999999999e+02,1.077412413558959940e+02,1.129858051340297891e+02,5.056033519558020828e+01,9.904907009000527296e+01,1.269225401780543052e+02,1.070592982240460174e+02,4.753493021062021207e+00,1.027860068942029557e+02,1.113325895538890791e+02
1.089969999999999999e+02,1.113482342147827211e+02,1.106439484776224305e+02,7.064312674681317183e+00,1.054345086256752211e+02,1.158533883295696398e+02,1.099391056894295957e+02,5.247047247818792393e+00,1.054494445989662381e+02,1.144287667798929533e+02
1.089969999999999999e+02,1.080670329971313492e+02,1.079626006048917617e+02,5.182500118846122383e+00,1.035006399981002545e+02,1.124245612116832689e+02,1.119482780944834559e+02,1.041188992885940223e+01,1.056238558797110869e+02,1.182727003092558249e+02
1.089969999999999999e+02,1.099399166564941339e+02,1.103709139992912611e+02,2.318281596828648361e+01,1.009338007847658929e+02,1.198080272138166293e+02,1.094696167295352751e+02,5.666118706168242980e+00,1.048041090806704858e+02,1.141351243784000644e+02
1.089969999999999999e+02,1.055293303833007883e+02,1.055332387324962724e+02,3.695589233440507826e+00,1.017653513139041195e+02,1.093011261510884253e+02,1.049659243007570666e+02,3.350661665349467189e+00,1.013781810193047050e+02,1.085536675822094281e+02
1.089969999999999999e+02,1.100235276336669870e+02,1.081848733621545477e+02,3.997505503599387389e+00,1.042660958560147293e+02,1.121036508682943662e+02,1.079226155113011458e+02,3.933809617300999317e+00,1.040351840937937595e+02,1.118100469288085321e+02
1.089969999999999999e+02,1.095231471099853451e+02,1.125617645482450371e+02,1.132439279040178981e+01,1.059660244575798913e+02,1.191575046389101828e+02,1.075781651852538374e+02,4.832498029143689422e+00,1.032695082682136274e+02,1.118868221022940475e+02
1.089969999999999999e+02,1.084919985961914080e+02,1.070250844238852466e+02,4.031861011690847540e+00,1.030895034931316161e+02,1.109606653546388770e+02,1.060788034921375242e+02,4.553516376910517138e+00,1.018963653857766616e+02,1.102612415984983869e+02
1.089969999999999999e+02,1.115630583038330030e+02,1.120613263690211596e+02,1.125583703993862628e+01,1.054855812726363951e+02,1.186370714654059242e+02,1.103991410768035877e+02,4.662217404811758392e+00,1.061670760510360481e+02,1.146312061025711273e+02
1.089969999999999999e+02,1.084138014144897397e+02,1.055696358927256711e+02,3.646653303800440060e+00,1.018267782502444874e+02,1.093124935352068547e+02,1.058470233245313636e+02,3.369596025111169624e+00,1.022491572778215811e+02,1.094448893712411461e+02
1.089969999999999999e+02,1.096167975387573250e+02,1.076313873953367590e+02,5.540435326758671231e+00,1.030179140453242042e+02,1.122448607453493139e+02,1.078260676265984443e+02,6.263684313071682830e+00,1.029207063089077536e+02,1.127314289442891351e+02
