truth,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.089969999999999999e+02,9.946661035156249397e+01,1.014596093021072392e+02,2.290037347559525926e+01,9.208015970504416714e+01,1.108390588991703112e+02,1.078316053360773452e+02,2.394338185049440426e+01,9.824093822075845139e+01,1.174222724513962390e+02
1.089969999999999999e+02,1.114995784301757880e+02,1.177362602243529039e+02,4.044481320957394388e+01,1.052713978333796518e+02,1.302011226153261418e+02,1.105449996315251298e+02,1.976962194348037016e+01,1.018302432001568860e+02,1.192597560628933735e+02
1.089969999999999999e+02,1.015766758422851552e+02,1.022509989480832360e+02,1.840400325041872165e+01,9.384262104941522864e+01,1.106593768467512433e+02,9.626374937244969487e+01,4.331087875844338697e+01,8.336479314186901490e+01,1.091627056030303748e+02
1.089969999999999999e+02,1.074474966430664011e+02,1.110963125228629025e+02,3.068225266687212383e+01,1.002395661481401419e+02,1.219530588975856631e+02,1.080297924712355808e+02,2.157707821425003303e+01,9.892537026728089700e+01,1.171342146751902646e+02
1.089969999999999999e+02,1.031907244873046920e+02,1.046586569984918214e+02,2.133882399560642185e+01,9.560463986456051089e+01,1.137126741324231318e+02,1.054424553402520672e+02,2.693197494554479476e+01,9.527083428209202509e+01,1.156140763984121094e+02
1.089969999999999999e+02,1.072720198974609360e+02,1.171063585036236248e+02,5.940399705304835010e+01,1.019998567550720878e+02,1.322128602521751475e+02,1.104569733809360912e+02,2.032938580908612991e+01,1.016197018266504983e+02,1.192942449352216840e+02
1.089969999999999999e+02,1.091292017211914072e+02,1.109694900292820705e+02,1.741992811988121304e+01,1.027890012990572330e+02,1.191499787595069080e+02,1.103585307968821922e+02,1.945398360747510935e+01,1.017136234274260858e+02,1.190034381663382987e+02
1.089969999999999999e+02,1.046442899780273450e+02,1.061136271277227650e+02,3.035942349705778653e+01,9.531414745015045753e+01,1.169131068052950724e+02,1.061340327781765751e+02,1.506531851836068370e+01,9.852647550792651998e+01,1.137415900484266302e+02
1.089969999999999999e+02,1.049382360839843784e+02,1.080009222778132596e+02,4.620261268528495435e+01,9.467831153923087584e+01,1.213235330163956434e+02,1.021713539600554270e+02,2.089952601633098439e+01,9.321101807660009797e+01,1.111316898435107561e+02
1.089969999999999999e+02,1.090122030334472640e+02,1.437128271295053992e+02,6.287032338910116778e+02,9.456787476086728361e+01,1.928577794981435147e+02,9.409998499952210693e+01,9.605250461070376389e+01,7.489073457915225163e+01,1.133092354198919622e+02
1.089969999999999999e+02,9.974897012329101642e+01,1.089295317273618480e+02,3.997355536030705281e+01,9.653750161635277038e+01,1.213215618383709256e+02,1.026653967905047722e+02,1.540523460300568637e+01,9.497249426604064126e+01,1.103582993149689031e+02
1.089969999999999999e+02,1.013456569824218718e+02,1.402607935226519658e+02,7.174308925637659513e+02,8.776238862428421328e+01,1.927591984210197325e+02,1.060769920013954817e+02,6.519313788053031544e+01,9.025150753861061048e+01,1.219024764641803529e+02
1.089969999999999999e+02,1.070231466369628919e+02,1.181511683628927187e+02,7.804474497078618356e+01,1.008359527338636639e+02,1.354663839919217878e+02,1.116708255991010645e+02,2.658293539879408129e+01,1.015653318146288058e+02,1.217763193835733233e+02
1.089969999999999999e+02,9.906950796508789381e+01,1.021624607043935100e+02,1.537892930852161655e+01,9.447612901550468223e+01,1.098487923932823378e+02,9.939286395696052523e+01,3.703325060145144221e+01,8.746529356267922140e+01,1.113204343512418291e+02
