truth,plugin_estimate_riesz,riesz_estimate,riesz_variance,riesz_lower,riesz_upper,rr_weight
4.016067028045654297e+00,4.043902873992919922e+00,4.093801470613785298e+00,8.171050776587335918e+00,3.888810503158949494e+00,4.298792438068621102e+00,1.000000000000000056e-01
4.050838947296142578e+00,4.161560535430908203e+00,4.151380303002124350e+00,7.727591919244192198e+00,3.952029559256116986e+00,4.350731046748132158e+00,1.000000000000000056e-01
4.099163055419921875e+00,3.993007898330688477e+00,3.989883122068851318e+00,7.115345633492163202e+00,3.798592459678947098e+00,4.181173784458755094e+00,1.000000000000000056e-01
4.273678302764892578e+00,4.119369506835937500e+00,4.108787341240339508e+00,9.177683500604844724e+00,3.891536078815163169e+00,4.326038603665515403e+00,1.000000000000000056e-01
4.162439823150634766e+00,4.144347667694091797e+00,4.287354924221543406e+00,1.404598382860017480e+01,4.018590456098923624e+00,4.556119392344163188e+00,1.000000000000000056e-01
4.003967761993408203e+00,4.109699726104736328e+00,4.159247927490141272e+00,6.400811464720662869e+00,3.977816178111599044e+00,4.340679676868683501e+00,1.000000000000000056e-01
3.990549325942993164e+00,3.714814901351928711e+00,3.741280355661392942e+00,7.096350710348943380e+00,3.550245195945983756e+00,3.932315515376802129e+00,1.000000000000000056e-01
3.853653192520141602e+00,3.773417949676513672e+00,3.795039065733701200e+00,9.664628881707622909e+00,3.572098878558932711e+00,4.017979252908469689e+00,1.000000000000000056e-01
1.046603775024414062e+01,1.030382728576660156e+01,1.024967975656669772e+01,7.293801017507132656e+02,8.312933496430385816e+00,1.218642601670300962e+01,1.000000000000000056e-01
4.586000442504882812e+00,4.691224098205566406e+00,4.742790962562247081e+00,8.552375636317007945e+01,4.079599152625831060e+00,5.405982772498663103e+00,1.000000000000000056e-01
3.947785377502441406e+00,3.978295326232910156e+00,3.993334092199373853e+00,1.081159816748374425e+01,3.757535765735152911e+00,4.229132418663595239e+00,1.000000000000000056e-01
4.161348342895507812e+00,4.018318176269531250e+00,4.106350600743295942e+00,2.258742334134843688e+01,3.765527427009690342e+00,4.447173774476901542e+00,1.000000000000000056e-01
1.264884281158447266e+01,1.255459308624267578e+01,1.254185122766205218e+01,1.226397981749099699e+03,1.003047670557048932e+01,1.505322574975361505e+01,1.000000000000000056e-01
3.861299991607666016e+00,3.837260484695434570e+00,3.834703528193586397e+00,7.330570584928135514e-01,3.773304052814323573e+00,3.896103003572849222e+00,1.000000000000000056e-01
3.907582044601440430e+00,4.243321418762207031e+00,4.204947690813820138e+00,1.141085149858624703e+01,3.962702704578708435e+00,4.447192677048931841e+00,1.000000000000000056e-01
4.532751560211181641e+00,4.620872020721435547e+00,4.536562951047296899e+00,8.328661274301969897e+00,4.329604402302048349e+00,4.743521499792545448e+00,1.000000000000000056e-01
3.636982202529907227e+00,3.854058265686035156e+00,3.872272906284440985e+00,2.570173181146717667e+01,3.508712178417281446e+00,4.235833634151600968e+00,1.000000000000000056e-01
3.768761873245239258e+00,2.872490882873535156e+00,2.850545844513785010e+00,2.116618664604177358e-01,2.817553203530854145e+00,2.883538485496715875e+00,1.000000000000000056e-01
3.941148042678833008e+00,3.976384639739990234e+00,3.952704975509597318e+00,1.683217009467262315e+01,3.658489287623563513e+00,4.246920663395631124e+00,1.000000000000000056e-01
4.235950946807861328e+00,4.172935009002685547e+00,4.160467771541209281e+00,6.954727483058656290e+00,3.971348481438958355e+00,4.349587061643459762e+00,1.000000000000000056e-01
3.155158281326293945e+00,3.042084693908691406e+00,3.080560092472267364e+00,9.141607287743354959e+01,2.394902876833606697e+00,3.766217308110928030e+00,1.000000000000000056e-01
4.087269783020019531e+00,4.114469051361083984e+00,4.119632530281331917e+00,9.499510179586202696e+00,3.898604997103020775e+00,4.340660063459642615e+00,1.000000000000000056e-01
4.312510013580322266e+00,4.360166549682617188e+00,4.315794632277191845e+00,1.364096477137010055e+01,4.050933449506262107e+00,4.580655815048121582e+00,1.000000000000000056e-01
3.835491657257080078e+00,4.054860115051269531e+00,3.843936890221563818e+00,4.509320158210622509e+01,3.362375892101838737e+00,4.325497888341288899e+00,1.000000000000000056e-01
4.595643520355224609e+00,4.854964256286621094e+00,4.750183428390305274e+00,1.413788003345582034e+01,4.480541194459288334e+00,5.019825662321322213e+00,1.000000000000000056e-01
4.412825107574462891e+00,4.267084598541259766e+00,4.297229893442374049e+00,2.706686882200241939e+02,3.117412540558437861e+00,5.477047246326310237e+00,1.000000000000000056e-01
3.755508899688720703e+00,3.895870208740234375e+00,3.917311574744311020e+00,8.735606968887431378e+00,3.705357234823936530e+00,4.129265914664685511e+00,1.000000000000000056e-01
1.046998977661132812e+01,1.036215209960937500e+01,1.040496685992999026e+01,1.835487949771336616e+03,7.332610842727364187e+00,1.347732287713261634e+01,1.000000000000000056e-01
3.745059013366699219e+00,3.802474498748779297e+00,3.764308377985421394e+00,1.491554516174605105e+01,3.487349471282954916e+00,4.041267284687887873e+00,1.000000000000000056e-01
4.384593009948730469e+00,4.283230781555175781e+00,4.368853893210030925e+00,1.451529592049774386e+01,4.095636264628253365e+00,4.642071521791808486e+00,1.000000000000000056e-01
