truth,estimate,beta
1,1.1363054513931274,2.5
1,0.9826456904411316,2.5
1,1.1059085130691528,2.5
1,1.1187077760696411,2.5
1,0.8145056366920471,2.5
1,1.0773029327392578,2.5
1,1.2069207429885864,2.5
1,0.9819588661193848,2.5
1,0.847566545009613,2.5
1,0.9762143492698669,2.5
1,0.9565415978431702,2.5
1,1.1905105113983154,2.5
1,0.9557600021362305,2.5
1,1.1145765781402588,2.5
1,0.9641245603561401,2.5
1,0.8902430534362793,2.5
1,1.1958667039871216,2.5
1,1.0247033834457397,2.5
1,1.3118014335632324,2.5
1,1.2074129581451416,2.5
1,1.0954984426498413,2.5
1,1.0141140222549438,2.5
1,0.8905879855155945,2.5
1,1.086748480796814,2.5
1,1.0546865463256836,2.5
1,1.0541805028915405,2.5
1,0.7725763916969299,2.5
1,1.3409297466278076,2.5
1,1.4164822101593018,2.5
1,1.0848175287246704,2.5
1,1.1030529737472534,2.5
1,1.2191084623336792,2.5
1,0.959242582321167,2.5
1,0.8566606640815735,2.5
1,0.948378324508667,2.5
1,1.0380933284759521,2.5
1,0.8392034769058228,2.5
1,1.167348027229309,2.5
1,1.104292869567871,2.5
1,0.8832296133041382,2.5
1,1.0410984754562378,2.5
1,0.9960684180259705,2.5
1,1.5261186361312866,2.5
1,1.1203558444976807,2.5
1,0.9896289110183716,2.5
1,0.9302850365638733,2.5
1,0.940014660358429,2.5
1,1.1204125881195068,2.5
1,0.9510418772697449,2.5
1,0.9675225019454956,2.5
1,1.099088430404663,2.5
1,1.1050474643707275,2.5
1,1.105481743812561,2.5
1,1.0057125091552734,2.5
1,1.086876392364502,2.5
1,1.0795258283615112,2.5
1,1.1275675296783447,2.5
1,0.9853904843330383,2.5
1,1.1398087739944458,2.5
1,1.1087806224822998,2.5
1,0.8732619285583496,2.5
1,0.9470378160476685,2.5
1,1.0907354354858398,2.5
1,0.8527215123176575,2.5
1,0.9504485130310059,2.5
1,1.0389013290405273,2.5
1,1.1893131732940674,2.5
1,1.0153000354766846,2.5
1,1.0393937826156616,2.5
1,1.0070216655731201,2.5
1,0.9381334185600281,2.5
1,1.045151948928833,2.5
1,0.9214909076690674,2.5
1,2.4802823066711426,2.5
1,0.865300178527832,2.5
1,1.0861774682998657,2.5
1,1.2871426343917847,2.5
1,0.9517192244529724,2.5
1,1.2996430397033691,2.5
1,0.8012014627456665,2.5
1,1.1766387224197388,2.5
1,1.1263827085494995,2.5
1,1.626065969467163,2.5
1,1.152103066444397,2.5
1,1.089712142944336,2.5
1,0.7866878509521484,2.5
1,1.1749436855316162,2.5
1,0.8554063439369202,2.5
1,1.0463794469833374,2.5
1,0.9798436760902405,2.5
1,0.8314180374145508,2.5
1,1.4119492769241333,2.5
1,1.00364351272583,2.5
1,1.1104270219802856,2.5
1,0.07718776166439056,2.5
1,1.0749478340148926,2.5
1,0.9749646186828613,2.5
1,0.9553595781326294,2.5
1,1.1147887706756592,2.5
1,1.144545316696167,2.5
1,1.1008281707763672,2.5
1,1.1994277238845825,2.5
