truth,estimate,variance,lower,upper
4.016066896118338,4.038717746734619,7.889967918395996,3.8372834627689203,4.240152030700318
4.050838760043126,4.036094665527344,7.668397903442383,3.8375089114527596,4.234680419601927
4.099163647971287,3.982154607772827,7.455434322357178,3.7863457902258646,4.17796342531979
4.27367845743849,4.1189727783203125,9.247440338134766,3.900897447750383,4.337048108890242
4.162439707706217,4.246586799621582,13.026240348815918,3.987762341156233,4.505411258086931
4.003967594300539,4.110301494598389,6.975223541259766,3.9209037357617347,4.299699253435043
3.9905494932203087,3.851583480834961,7.031239032745361,3.661426750339112,4.04174021133081
3.85365335563423,3.7908518314361572,8.793033599853516,3.578201953974477,4.003501708897837
10.466037316008876,10.210443496704102,741.1588134765625,8.258121672356133,12.16276532105207
4.586000545961049,4.754993915557861,87.03488159179688,4.08596876898184,5.424019062133882
3.947785028700431,3.995609760284424,10.723335266113281,3.760775902473919,4.230443618094928
4.161348296974814,4.155791282653809,25.310108184814453,3.7950110193392805,4.516571545968336
12.648842155861459,12.600166320800781,1246.5057373046875,10.068287526673346,15.132045114928216
3.8613000999517473,3.820633888244629,8.041418075561523,3.6172754999039043,4.0239922765853535
3.9075819401380163,4.100934982299805,11.75747013092041,3.8550382754593135,4.346831689140296
4.532751840913458,4.6395697593688965,7.0682172775268555,4.448913654494791,4.830225864243002
3.636982271621631,3.8312971591949463,26.674394607543945,3.4609209722644576,4.201673346125435
3.7687619635123033,3.6486897468566895,15.980807304382324,3.3620112439243495,3.9353682497890294
3.941148144899862,3.9944303035736084,18.50446319580078,3.685945328786621,4.3029152783605955
4.235950932402467,4.172247409820557,6.29934549331665,3.9922594374158935,4.35223538222522
3.1551581079386106,2.982409715652466,91.41496276855469,2.2967566631573844,3.6680627681475473
4.087269892661509,4.054356098175049,8.510466575622559,3.84515090756946,4.263561288780638
4.312510237773102,4.2822089195251465,14.70528507232666,4.007209045766261,4.557208793284032
3.8354915860161336,3.686819553375244,44.09768295288086,3.210603911964535,4.163035194785953
4.595643746347299,4.674986362457275,13.310431480407715,4.41335377425066,4.936618950663891
4.4128250487998875,4.301830291748047,285.1679382324219,3.0908247841735634,5.512835799322531
3.75550895511973,3.874778985977173,9.294828414916992,3.656145610980789,4.093412360973557
10.469988754885424,10.07172966003418,1969.12353515625,6.889494631633713,13.253964688434646
3.745058916856946,3.7643089294433594,16.600021362304688,3.4721291923825874,4.056488666504132
4.384592984021068,4.397300720214844,15.320878982543945,4.116603823323996,4.677997617105691
4.335573262579987,4.233480930328369,13.453018188476562,3.970450718248077,4.496511142408661
4.022886876823159,4.064770221710205,6.850678443908691,3.877070961020808,4.2524694823996025
4.156628607016041,4.242009162902832,16.662994384765625,3.949275751122001,4.534742574683663
6.789415798636192,7.058109283447266,1457.0098876953125,4.320780147967904,9.795438418926627
3.755501502243597,3.559051036834717,38.527183532714844,3.113928686644429,4.004173387025005
4.881726729621478,4.89426851272583,35.75621032714844,4.46545198874931,5.32308503670235
3.343385416256075,3.137700319290161,108.39170837402344,2.3910903217188553,3.884310316861467
4.042727872343037,4.108941078186035,10.994172096252441,3.871160140210604,4.346722016161466
6.221156720269624,6.150446891784668,89.4261703491211,5.47229326806284,6.828600515506496
4.390372672331478,4.278110504150391,21.686080932617188,3.944156767222722,4.61206424107806
4.229770549232354,4.260752201080322,7.993738174438477,4.0579975945157285,4.463506807644916
3.9937598542963784,3.9966657161712646,6.934855937957764,3.807816801926773,4.185514630415756
4.499260465369045,4.527327537536621,9.160579681396484,4.310278807654804,4.744376267418438
3.781438442261387,3.923839569091797,13.087509155273438,3.6644071354118273,4.1832720027717665
3.298716986633464,3.2929441928863525,28.14138412475586,2.9125196761642536,3.6733687096084515
4.826760063532011,4.8572187423706055,21.312150955200195,4.526156682990029,5.188280801751182
5.066412748634097,5.00184440612793,35.98768615722656,4.571642101453422,5.432046710802437
3.841778678370695,3.764400005340576,8.713186264038086,3.552717839915124,3.9760821707660283
4.395375174921112,4.429983139038086,21.573787689208984,4.096895151444612,4.7630711266315595
3.9047495521547364,3.766180992126465,10.550179481506348,3.5332508485166665,3.999111135736263
4.306119855808186,4.368168354034424,10.411300659179688,4.136776394134854,4.599560313933994
4.350611327015192,4.153088569641113,17.064294815063477,3.85685113149207,4.449326007790156
5.791393763456441,5.968339920043945,204.09930419921875,4.94382913986456,6.992850700223331
4.431847880718595,4.3317108154296875,50.19964599609375,3.8236144389524664,4.839807191906909
3.740272426595205,3.732661724090576,8.543566703796387,3.5230500928702555,3.942273355310897
4.0314305832552,3.8956146240234375,5.171882629394531,3.732527339843603,4.058701908203272
4.085420080337005,4.231057167053223,6.840638637542725,4.043495495303679,4.418618838802766
4.524155548241752,4.340064525604248,15.338031768798828,4.059210542849495,4.620918508359001
4.24202853606306,4.14678430557251,7.108591079711914,3.9555844602644874,4.337984150880532
4.0145403435343745,3.8487415313720703,140.81658935546875,2.997755010645808,4.699728052098333
4.08243720368081,4.095359802246094,7.805537223815918,3.895006193161118,4.295713411331069
3.9006449932025453,3.947788953781128,9.535242080688477,3.7263461191285407,4.169231788433715
4.48018189574822,4.514827251434326,13.117451667785645,4.2550982135343105,4.774556289334342
3.262089878888228,3.247159242630005,13.716490745544434,2.9815658430892222,3.5127526421707875
4.17656544734077,4.131030082702637,25.550586700439453,3.7685399335156906,4.493520231889583
4.198097862705767,4.2303290367126465,8.235418319702148,4.02453224380963,4.436125829615663
4.050867461243081,4.077856063842773,7.088615894317627,3.886925043898426,4.268787083787121
9.5125142687073,9.269937515258789,541.5137939453125,7.601151958223806,10.938723072293772
3.8139057791826274,3.7771992683410645,7.094966888427734,3.5861827359132272,3.9682158007689017
4.01869776897931,4.012399196624756,8.416035652160645,3.8043578991034437,4.220440494146068
5.856798244403865,6.047631740570068,71.58386993408203,5.4408907208769275,6.654372760263209
3.998421657625684,3.923243761062622,8.137804985046387,3.718670245015349,4.127817277109895
3.8378264419578914,3.802455186843872,7.639922618865967,3.604238482812124,4.00067189087562
3.9968805730119303,4.00501823425293,7.019195079803467,3.8150244352328166,4.195012033273042
3.9964145573400858,3.9099960327148438,6.837991237640381,3.7224706586583736,4.097521406771314
5.159478448077698,5.095395088195801,48.05762481689453,4.598257132914,5.5925330434776015
4.1465314318655135,4.048707962036133,6.52586555480957,3.8655124493437514,4.231903474728514
4.017841284670283,4.182475566864014,7.683777332305908,3.9836907747545287,4.381260358973499
4.1956725107693185,4.272567272186279,7.590614318847656,4.074991251986258,4.4701432923863
3.9706062317804918,4.196484565734863,10.721004486083984,3.9616762305718307,4.431292900897896
9.524010300427975,9.557716369628906,595.1167602539062,7.808285195603336,11.307147543654477
2.9724112016304387,2.775663137435913,131.6854248046875,1.9527298590780835,3.5985964157937427
4.152459087082567,3.9718568325042725,28.36625099182129,3.589915427713325,4.35379823729522
2.5540892986092945,2.4441471099853516,219.63516235351562,1.3813589556918218,3.5069352642788814
