truth,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
2.121539888279284192e+00,1.024120867252349854e+00,1.796117781578742356e+00,8.390486120476101095e-02,1.228377599097169259e+00,2.363857964060315453e+00,1.683504712939024150e+00,5.193812101561912087e-02,1.236821955611631552e+00,2.130187470266416749e+00
2.121539888279284192e+00,1.473934263229370156e+00,2.234828511559217912e+00,1.281149787053605105e-01,1.533282716764243103e+00,2.936374306354192498e+00,2.261907698846317594e+00,1.114204083524623773e-01,1.607665663566697711e+00,2.916149734125937698e+00
2.121539888279284192e+00,1.149529136180877709e+00,1.871344106814550656e+00,5.818509131739307144e-02,1.398561020394470278e+00,2.344127193234631257e+00,1.571323495372436430e+00,2.940612295413845556e-02,1.235218508886638755e+00,1.907428481858234104e+00
2.121539888279284192e+00,1.914800383567810016e+00,2.624223521117384550e+00,7.344685135597146808e-02,2.093042361653779437e+00,3.155404680580989663e+00,2.550641007988255549e+00,6.306564584009215213e-02,2.058428670618195344e+00,3.042853345358315753e+00
2.121539888279284192e+00,1.570568000316619806e+00,2.503027484141861603e+00,1.378786790171974697e-01,1.775239923577334178e+00,3.230815044706389028e+00,2.964697988234723969e+00,3.537630541365473502e-01,1.798929508316451376e+00,4.130466468152996562e+00
2.121539888279284192e+00,1.921266267776489345e+00,2.698740170134068084e+00,9.028665482194299374e-02,2.109804508822939795e+00,3.287675831445196373e+00,2.427483157328393037e+00,4.343955757082768737e-02,2.018976848485932507e+00,2.835989466170853568e+00
2.121539888279284192e+00,1.248649610519409148e+00,1.921771273906504485e+00,9.358368503488989631e-02,1.322178841974585461e+00,2.521363705838423286e+00,1.922188885677775350e+00,1.224813057260834420e-01,1.236241231641899141e+00,2.608136539713651558e+00
2.121539888279284192e+00,1.320348379611969047e+00,2.824238627219576081e+00,5.492118663715914728e-01,1.371705561897789361e+00,4.276771692541363024e+00,2.102654650903206690e+00,6.210991092683348230e-02,1.614186193562793026e+00,2.591123108243620354e+00
2.121539888279284192e+00,1.389142769813537681e+00,1.987433376419097231e+00,6.829430049641679878e-02,1.475223082899887794e+00,2.499643669938306445e+00,1.913619303568794727e+00,8.682569083082879169e-02,1.336081794920471744e+00,2.491156812217117711e+00
2.121539888279284192e+00,1.133858706474304201e+00,2.135212342172895905e+00,9.528510840624002110e-02,1.530193935466610977e+00,2.740230748879180833e+00,1.890509542969940560e+00,5.529012347182821197e-02,1.429638044253242590e+00,2.351381041686638529e+00
2.121539888279284192e+00,1.296062234878539998e+00,2.006898767021385588e+00,9.417720869906225090e-02,1.405407981607080581e+00,2.608389552435690817e+00,1.948705896423865935e+00,7.750378173036436003e-02,1.403051676339967191e+00,2.494360116507764680e+00
2.121539888279284192e+00,8.237678031921387145e-01,2.217889041230377778e+00,2.262289122406982156e-01,1.285643907553689624e+00,3.150134174907066154e+00,2.015802523896197407e+00,1.095691996965932752e-01,1.367018247303096956e+00,2.664586800489297858e+00
2.121539888279284192e+00,1.428942027091979927e+00,2.195609370688434314e+00,1.187136839273001537e-01,1.520294267810439859e+00,2.870924473566428770e+00,2.436452259204586746e+00,1.425456158521759831e-01,1.696450071466118370e+00,3.176454446943055121e+00
2.121539888279284192e+00,1.534253540039062447e+00,1.996844513995714054e+00,5.255968450577376549e-02,1.547496893553165664e+00,2.446192134438262222e+00,2.197054040236252170e+00,1.103437161756732066e-01,1.545980757064176148e+00,2.848127323408328415e+00
2.121539888279284192e+00,1.509159964084625161e+00,2.177758471043849564e+00,6.609802104316452043e-02,1.673851577223750331e+00,2.681665364863948575e+00,2.292273962336953907e+00,1.110634297470535492e-01,1.639080827256462758e+00,2.945467097417445057e+00
2.121539888279284192e+00,1.692639358520507731e+00,2.250514252214716571e+00,8.139094794282582257e-02,1.691343915360945527e+00,2.809684589068487615e+00,2.014163196370609477e+00,3.985748249139374477e-02,1.622862155305117016e+00,2.405464237436102160e+00
2.121539888279284192e+00,1.886335943698883133e+00,2.747993281868781779e+00,1.007509928776555569e-01,2.125863862665026804e+00,3.370122701072536753e+00,2.601486547443943032e+00,6.028379379992714754e-02,2.120252485617683647e+00,3.082720609270202416e+00
