truth,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
2.121539888279284192e+00,1.729595780372619629e+00,1.998627517228783290e+00,1.639535230434452373e-02,1.747660616199245176e+00,2.249594418258321404e+00,2.073064973441267611e+00,2.130349249153460842e-02,1.786988940269176540e+00,2.359141006613358904e+00
2.121539888279284192e+00,1.708528280258178711e+00,1.855445687325810722e+00,1.145440744501105557e-02,1.645676167040440285e+00,2.065215207611181381e+00,1.959331030049842548e+00,2.385586659406161575e-02,1.656602278346693158e+00,2.262059781752991938e+00
2.121539888279284192e+00,1.862935185432434082e+00,2.013370083111638120e+00,9.796546301102807344e-03,1.819374175241609715e+00,2.207365990981666748e+00,2.057449357606415674e+00,1.415286895506438596e-02,1.824276328767796995e+00,2.290622386445034575e+00
2.121539888279284192e+00,1.756360292434692383e+00,1.892831975730118854e+00,1.333250114170455441e-02,1.666517733169089910e+00,2.119146218291147576e+00,1.979999628636806008e+00,1.542006195981936514e-02,1.736611646137993903e+00,2.223387611135618336e+00
2.121539888279284192e+00,1.741728663444519043e+00,1.973850609110320509e+00,1.123043212399129492e-02,1.766142092078579751e+00,2.181559126142061267e+00,1.945991943647580102e+00,1.434251200574405277e-02,1.711261898444017993e+00,2.180721988851142434e+00
2.121539888279284192e+00,1.743880629539489746e+00,1.905278965957005965e+00,1.326257810409359889e-02,1.679558962313806525e+00,2.130998969600205406e+00,1.878689937311691649e+00,1.850358740479012692e-02,1.612075268971328690e+00,2.145304605652054608e+00
2.121539888279284192e+00,1.359197735786437988e+00,1.662052963607507872e+00,1.345418779935062502e-02,1.434708274094017355e+00,1.889397653120998388e+00,1.750523043044624139e+00,2.258339901868214664e-02,1.455978673432558157e+00,2.045067412656690120e+00
2.121539888279284192e+00,1.671067357063293457e+00,1.897623745773399095e+00,1.538415536916028573e-02,1.654519300593624287e+00,2.140728190953173904e+00,1.993713968196197284e+00,2.156078063837588155e-02,1.705915610139058902e+00,2.281512326253335665e+00
2.121539888279284192e+00,1.817109823226928711e+00,1.946950118391896467e+00,1.517952062628028474e-02,1.705467931806802007e+00,2.188432304976990928e+00,1.993340793751826823e+00,1.746205637497754912e-02,1.734338408106223639e+00,2.252343179397430006e+00
2.121539888279284192e+00,1.785540938377380371e+00,2.018084574000975184e+00,1.679674522381090218e-02,1.764064148736013582e+00,2.272104999265936787e+00,2.002070953493253924e+00,1.640297361964932962e-02,1.751045728750311392e+00,2.253096178236196678e+00
2.121539888279284192e+00,1.490797162055969238e+00,1.827236706026027058e+00,1.950809306017678435e-02,1.553480810564440429e+00,2.100992601487613687e+00,1.811567997316124057e+00,1.728343378177216172e-02,1.553893708307585442e+00,2.069242286324662672e+00
2.121539888279284192e+00,2.086349725723266602e+00,2.313416773717908104e+00,1.335332368121910571e-02,2.086925872678216720e+00,2.539907674757599487e+00,2.330367270244940059e+00,1.541741770117837154e-02,2.087000156934931017e+00,2.573734383554949101e+00
2.121539888279284192e+00,2.101077079772949219e+00,2.236413710187519666e+00,1.284132687957441170e-02,2.014307336256979220e+00,2.458520084118060112e+00,2.216192836574989666e+00,1.749974457730668273e-02,1.956911100295356309e+00,2.475474572854623023e+00
2.121539888279284192e+00,2.106544971466064453e+00,2.221828249200733740e+00,1.292515153802308546e-02,1.998998129718493555e+00,2.444658368682973926e+00,2.268631994601181923e+00,1.734418334507883963e-02,2.010505252982931701e+00,2.526758736219432144e+00
2.121539888279284192e+00,1.633611202239990234e+00,1.804689106205180416e+00,2.249412732348334346e-02,1.510727476862346652e+00,2.098650735548014179e+00,1.887421194812094472e+00,2.498096506831464642e-02,1.577635986310401250e+00,2.197206403313787693e+00
2.121539888279284192e+00,1.803936362266540527e+00,2.149857434289113467e+00,1.899259222747466669e-02,1.879742750680342134e+00,2.419972117897884800e+00,2.233597079071920621e+00,1.943843511862071091e-02,1.960330373541053994e+00,2.506863784602787248e+00
2.121539888279284192e+00,1.927204012870788574e+00,2.157528618578900659e+00,1.658554202158413551e-02,1.905110278852727657e+00,2.409946958305073661e+00,2.171773142437913418e+00,1.541541604181812138e-02,1.928421827943315847e+00,2.415124456932510988e+00
2.121539888279284192e+00,1.792492866516113281e+00,1.977768533388052585e+00,1.197931438387370498e-02,1.763246426981535109e+00,2.192290639794570062e+00,2.022502461642130989e+00,1.963614551304378522e-02,1.747849559595003655e+00,2.297155363689258323e+00
2.121539888279284192e+00,1.776864886283874512e+00,1.869946490907289816e+00,1.423383250431118317e-02,1.636107463051455158e+00,2.103785518763124696e+00,1.901561028823391508e+00,1.540909316251550323e-02,1.658259626663191266e+00,2.144862430983591750e+00
2.121539888279284192e+00,1.723039388656616211e+00,1.986088283722603709e+00,9.840107015039272625e-03,1.791661549169520917e+00,2.180515018275686501e+00,1.941018920571877970e+00,1.396481126460910258e-02,1.709400227556563845e+00,2.172637613587192096e+00
2.121539888279284192e+00,1.803151488304138184e+00,2.071771096213343544e+00,1.431095662555298062e-02,1.837299411413825911e+00,2.306242781012861176e+00,2.190596257222669596e+00,1.779252014601304804e-02,1.929154589937357667e+00,2.452037924507981526e+00
2.121539888279284192e+00,2.042621374130249023e+00,2.141540747031050795e+00,1.176457104138294713e-02,1.928950116681129812e+00,2.354131377380971557e+00,2.170958550939839693e+00,1.466192922140410922e-02,1.933629102078249673e+00,2.408287999801429713e+00
2.121539888279284192e+00,1.775063872337341309e+00,2.013800898794463556e+00,1.401028241551217739e-02,1.781805422701864705e+00,2.245796374887062186e+00,2.081809693633539737e+00,1.734941954166643527e-02,1.823643990816016469e+00,2.339975396451063006e+00
