truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,1.250000000000000000e+02,9.762773739434835729e-01,9.750767106583183574e-01,7.902811968139713539e-01,8.192320637645466030e-01,1.130921357552090223e+00,9.923500081873617429e-01,1.199070676324513335e-01,9.316451490067773067e-01,1.053054867367946290e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.074037888102475469e+00,1.062090753420347644e+00,3.005947734462505738e-01,9.659756190586408220e-01,1.158205887782054244e+00,1.080814884808554366e+00,6.928778914656449905e-02,1.034669378350357105e+00,1.126960391266752071e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.112420708679198622e+00,1.081309024707258759e+00,4.992505501976928217e-01,9.574406780277472384e-01,1.205177371386769947e+00,1.120396231982945023e+00,7.834961665066721148e-02,1.071325842758876101e+00,1.169466621207013945e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.075097813680368830e+00,1.130844659284293563e+00,2.086179389714420740e+00,8.776369699298519622e-01,1.384052348638735053e+00,1.094115161818131954e+00,1.416380167946183488e-01,1.028138401951147918e+00,1.160091921685115546e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.037744974140120346e+00,1.032417550518015092e+00,3.137468644225719361e-01,9.342222368063822779e-01,1.130612864229648240e+00,1.063532250027676040e+00,8.581884841479459070e-02,1.012176106241735596e+00,1.114888393813616485e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.444506182374300396e-01,9.850527448298550537e-01,2.029511374422520720e-01,9.060764400493372950e-01,1.064029049610372812e+00,9.539817430398840337e-01,7.825541320152952507e-02,9.049408625131235562e-01,1.003022623566643956e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.081942584404300467e+00,1.067968173997608350e+00,2.895700226658790566e-01,9.736320855023463672e-01,1.162304262492870777e+00,1.096387338162329916e+00,1.154568077166543000e-01,1.036819637348932899e+00,1.155955038975727156e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.307732017119959567e-01,9.477139298983878746e-01,4.695963504611168626e-01,8.275806259421101263e-01,1.067847233854665623e+00,9.504156742769946931e-01,1.069937128147093186e-01,8.930727028054019634e-01,1.007758645748587423e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.988749044104624497e-01,1.069804576309731914e+00,3.402690790502204687e-01,9.675430412506754729e-01,1.172066111368788244e+00,1.008519144000614043e+00,5.978921295910561567e-02,9.656531910305750088e-01,1.051385096970653077e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.520220966101256010e-01,9.857068012518729327e-01,3.255065913628488183e-01,8.856881581345213972e-01,1.085725444369224801e+00,9.535307132030638178e-01,3.992144098125495477e-02,9.185036142454177099e-01,9.885578121607091484e-01
1.000000000000000000e+00,1.250000000000000000e+02,1.092868720321188869e+00,1.169923659201807409e+00,4.515840905606972600e-01,1.052116853208334257e+00,1.287730465195280338e+00,1.103974779085794777e+00,6.744033167658063099e-02,1.058448630277115443e+00,1.149500927894473890e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.037046414299940711e+00,1.032916075800941025e+00,2.049668831124752677e-01,9.535485369370008124e-01,1.112283614664881126e+00,1.045643567053380352e+00,6.316172832322204667e-02,1.001585233401142361e+00,1.089701900705618343e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.126415767548219815e+00,1.096668190246145480e+00,1.150849393684250099e+00,9.086021799034487145e-01,1.284734200588842246e+00,1.130993884448169950e+00,7.395045863152391319e-02,1.083320992202881250e+00,1.178666776693458651e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.132552488564305015e+00,1.185389752455914714e+00,6.861480124324947916e-01,1.040175257186036983e+00,1.330604247725792444e+00,1.137726581300975148e+00,8.383416686229022696e-02,1.086967752676336829e+00,1.188485409925613467e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.038105765217864906e+00,1.006606149009378726e+00,2.104435566524695822e-01,9.261852578312214090e-01,1.087027040187535931e+00,1.041855071967143775e+00,5.517224568326975498e-02,1.000677437356413790e+00,1.083032706577873761e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.029877331655331130e+00,1.028989930616496240e+00,2.925241200018066645e-02,9.990064597113599287e-01,1.058973401521632551e+00,1.031039223568707808e+00,9.172844909935671392e-03,1.014249131012439076e+00,1.047829316124976540e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.009588432353573761e+00,9.800384342875829713e-01,7.599209785976779319e-01,8.272166444438349142e-01,1.132860224131331028e+00,1.003515328750453017e+00,8.415557544263291279e-02,9.526592920491591121e-01,1.054371365451746811e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.090774893866101714e+00,1.105876895877851096e+00,2.561218525486534947e-01,1.017156313880170027e+00,1.194597477875532165e+00,1.097302306185402143e+00,1.014849623776497844e-01,1.041455040793443754e+00,1.153149571577360533e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.055797159255460027e+00,1.141606169493468714e+00,7.533816886718404104e-01,9.894433331581338198e-01,1.293769005828803609e+00,1.060139755039892773e+00,8.724817864196753037e-02,1.008357703858350440e+00,1.111921806221435105e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.074663917272106639e+00,1.080464454400280605e+00,1.980550241400225731e-01,1.002446601021131034e+00,1.158482307779430176e+00,1.086104141224756958e+00,7.785648661121212510e-02,1.037188419501316572e+00,1.135019862948197344e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.000151399763864468e+00,9.787418093817106257e-01,1.771516074551210962e-01,9.049558695178263612e-01,1.052527749245594890e+00,1.010456912562512466e+00,6.304088706173045786e-02,9.664407453748671273e-01,1.054473079750157805e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.473977358873818533e-01,8.661183671026195796e-01,4.129327045623265025e-01,7.534659005394187536e-01,9.787708336658204056e-01,9.589182837153006345e-01,9.039381683055247585e-02,9.062110252598468696e-01,1.011625542170754510e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.086677712654171790e+00,1.091053229428744054e+00,8.726781229777627047e-01,9.272855823862009572e-01,1.254820876471287150e+00,1.094883334540420972e+00,7.288476380499749052e-02,1.047555194189608185e+00,1.142211474891233758e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.115402214885013121e+00,1.079552734470331288e+00,1.849457137007768370e-01,1.004161092824700452e+00,1.154944376115962124e+00,1.131689367894848974e+00,1.259163560727175057e-01,1.069481955250441318e+00,1.193896780539256630e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.058703427735574909e+00,1.029677127087293309e+00,3.349421250593077048e-01,9.282192080221819408e-01,1.131135046152404788e+00,1.077905707460979468e+00,1.129775935394454756e-01,1.018981028533308741e+00,1.136830386388650194e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.155119400144598352e+00,1.242452782304034109e+00,6.562601290424129319e-01,1.100436194210126395e+00,1.384469370397941823e+00,1.174769023289999881e+00,1.221978268977069043e-01,1.113487040827926711e+00,1.236051005752073051e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.689884376274007227e-01,9.304493062820974325e-01,1.536143580288470423e+00,7.131706984434758034e-01,1.147727914120719062e+00,9.900344855252386500e-01,1.071900395281025348e-01,9.326389277981003145e-01,1.047430043252377097e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.772285995268127357e-01,9.475011983987732256e-01,2.720005274934531592e-01,8.560717840325485772e-01,1.038930612764997763e+00,9.788166544938172731e-01,9.132715749249911696e-02,9.258379864680403859e-01,1.031795322519594160e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.033420399695848868e+00,1.024203924377091957e+00,2.627393439636254713e-01,9.343445024439117619e-01,1.114063346310272262e+00,1.042258219430412858e+00,1.146709777393883911e-01,9.828935816005643922e-01,1.101622857260261323e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.128906061795999394e+00,1.132291847724330447e+00,3.102084561843411747e-01,1.034651822928030152e+00,1.229931872520630742e+00,1.141227010546820742e+00,9.162645657038108460e-02,1.088161602186136223e+00,1.194292418907505260e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.540531685676778562e-01,9.840578172857810113e-01,2.650346641175924112e-01,8.938067379271764645e-01,1.074308896644385669e+00,9.684586369970246134e-01,4.510023087933515834e-02,9.312288589212902590e-01,1.005688415072758968e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.020996151600764401e+00,9.780794163353904169e-01,2.702381798301298210e-01,8.869466783479722505e-01,1.069212154322808583e+00,1.012583502828268145e+00,1.257812415233790504e-01,9.504094749750744420e-01,1.074757530681461848e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.040619253683388257e+00,9.820216753080676098e-01,1.174735959338901070e+00,7.920139773293526364e-01,1.172029373286782583e+00,1.057324127660227209e+00,1.180262906401822881e-01,9.970972367809315395e-01,1.117551018539522989e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.075479361099583642e+00,1.071884545709572700e+00,1.704717479085155751e-01,9.995030968837663732e-01,1.144265994535379027e+00,1.083171453605683121e+00,3.531525366297045415e-02,1.050227006004101682e+00,1.116115901207264560e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.007113036497712555e+00,9.600650669344166221e-01,6.597703784331426791e-01,8.176691713253433358e-01,1.102460962543489797e+00,1.014060389511140192e+00,1.363023348056981721e-01,9.493382727726051851e-01,1.078782506249675199e+00
1.000000000000000000e+00,1.250000000000000000e+02,8.978502117280019457e-01,8.765958068864392327e-01,2.044995784122084770e-01,7.973187948121517321e-01,9.558728189607267334e-01,9.056096940988499489e-01,7.369189531133829574e-02,8.580202175286637534e-01,9.531991706690361443e-01
1.000000000000000000e+00,1.250000000000000000e+02,1.082247309614168929e+00,1.086447378183525325e+00,2.393973909465647587e-01,1.000672369372785031e+00,1.172222386994265619e+00,1.110110195325498372e+00,1.134872724831759300e-01,1.051052751698374088e+00,1.169167638952622656e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.128662117895950390e-01,9.230781737841671220e-01,5.378049875991967044e-01,7.945159199034553810e-01,1.051640427664878974e+00,9.175819418284927309e-01,4.345654705518835204e-02,8.810368823903458324e-01,9.541270012666396294e-01
1.000000000000000000e+00,1.250000000000000000e+02,1.131837121579631456e+00,1.098544575343217256e+00,3.555932944202187529e-01,9.940056945439773584e-01,1.203083456142457264e+00,1.136185003503449309e+00,5.096760300372255720e-02,1.096607520642701283e+00,1.175762486364197335e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.002376158524949989e+00,9.923099301769515712e-01,1.004440460452409090e+00,8.166134083474292371e-01,1.168006452006473905e+00,1.012669343033208325e+00,1.884379807573747234e-01,9.365692328163351954e-01,1.088769453250081565e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.016135554744321379e+00,9.928762242579495245e-01,2.874486393317013389e-01,8.988863229767304341e-01,1.086866125539168504e+00,1.019024276150284125e+00,7.346131251639718973e-02,9.715093119252746767e-01,1.066539240375293573e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.029947676268843315e+00,1.011367263974977337e+00,1.362601112330897202e+00,8.067296636542078403e-01,1.216004864295746835e+00,1.038240050234474410e+00,1.115128001745729486e-01,9.796986069211676140e-01,1.096781493547781317e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.016360234887162539e+00,9.917038914887392753e-01,4.252756706933711883e-01,8.773801750853383874e-01,1.106027607892140274e+00,1.019455857889535633e+00,5.502260172087208856e-02,9.783341043499890199e-01,1.060577611429082356e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.038469548400147380e+00,1.022970163184530268e+00,2.365762528973717471e-01,9.377020527032703390e-01,1.108238273665790086e+00,1.035389083830324353e+00,5.491610067616712471e-02,9.943071469375668325e-01,1.076471020723081873e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.015532361757889079e+00,1.013445936084954369e+00,1.129152567241908656e-01,9.545375156184946475e-01,1.072354356551414201e+00,1.029670339139693747e+00,5.401026123478868540e-02,9.889286337694406237e-01,1.070412044509946980e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.822906118568417444e-01,1.014653954986258322e+00,1.232319072745002436e-01,9.531132240847995929e-01,1.076194685887717162e+00,9.877496404570780264e-01,1.703100650266074767e-02,9.648714736457932872e-01,1.010627807268362766e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.459290031861293802e-01,1.010081355333149578e+00,4.166251763861534285e-01,8.969263367929170006e-01,1.123236373873382155e+00,9.499028062506023051e-01,3.338678889407011713e-02,9.178704865449724970e-01,9.819351259562321133e-01
1.000000000000000000e+00,1.250000000000000000e+02,9.725093521745789005e-01,9.084695369893996952e-01,3.738902291425651558e+00,5.694902804825652254e-01,1.247448793496234165e+00,9.901361230953891202e-01,1.057152308214634601e-01,9.331367805922525793e-01,1.047135465598525661e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.014871341137973726e+00,1.060762448861229057e+00,2.320687053251793419e-01,9.763105625174790525e-01,1.145214335204979061e+00,1.029947601859829698e+00,9.680417260136769952e-02,9.754034612421307315e-01,1.084491742477528664e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.117539360689421279e+00,1.136832107515514778e+00,3.792268824281463391e-01,1.028875153444515966e+00,1.244789061586513590e+00,1.121723891145281149e+00,9.437381898270535974e-02,1.067868791999223577e+00,1.175578990291338721e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.060223049474793289e+00,1.032056821084221365e+00,5.856620266790170115e-01,8.978963427997396218e-01,1.166217299368703220e+00,1.067962127297892749e+00,9.635946036529521863e-02,1.013543417064053598e+00,1.122380837531731901e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.495462646162101672e-01,9.046952673262403932e-01,8.223634197820629821e-02,8.544224809428717649e-01,9.549680537096090216e-01,9.496673109972835203e-01,1.353244916896594562e-02,9.292739283985090859e-01,9.700606935960579547e-01
1.000000000000000000e+00,1.250000000000000000e+02,1.000756880105056146e+00,1.115380106655781356e+00,1.418863079804518312e+00,9.065604829155392563e-01,1.324199730396023567e+00,1.019121537578009606e+00,5.947880274636048459e-02,9.763670039114691335e-01,1.061876071244550079e+00
1.000000000000000000e+00,1.250000000000000000e+02,8.748414187541722065e-01,8.431883313067848329e-01,8.710764633633932830e-01,6.795710378037614907e-01,1.006805624809808286e+00,8.976172128391303184e-01,1.382845181562080139e-01,8.324261824776526542e-01,9.628082432006079827e-01
1.000000000000000000e+00,1.250000000000000000e+02,8.849842479340797041e-01,9.760627258016206786e-01,4.500714661004073802e-01,8.584533879352309604e-01,1.093672063668010397e+00,9.068909218723476551e-01,1.307707213294878879e-01,8.434957294325822197e-01,9.702861143121130905e-01
1.000000000000000000e+00,1.250000000000000000e+02,1.066938839133598549e+00,9.974997055724028616e-01,6.867779301041621043e-01,8.522185685645132791e-01,1.142780842580292555e+00,1.066780568183730793e+00,1.150875330460385954e-01,1.007308203714195161e+00,1.126252932653266425e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.020636822886575645e+00,9.493647660770465624e-01,1.536996084356827996e+00,7.320258757207149802e-01,1.166703656433378145e+00,1.041957910294359912e+00,1.266832323482593170e-01,9.795613523515327437e-01,1.104354468237187081e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.014580193876968517e+00,9.838564105231073498e-01,4.086452805577792669e-01,8.717902975436427893e-01,1.095922523502572021e+00,1.014209086550080796e+00,6.808421067944603333e-02,9.684661261083988837e-01,1.059952046991762709e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.077066501873373605e+00,1.074292610511919932e+00,1.461666075378085239e-01,1.007269412168824152e+00,1.141315808855015712e+00,1.086987111492897062e+00,7.534478714097016250e-02,1.038866884204925789e+00,1.135107338780868336e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.575664269532871975e-01,1.063745358661022378e+00,6.905621794587392115e-01,9.180645110904870343e-01,1.209426206231557721e+00,9.712742815894043202e-01,7.928178532069024564e-02,9.219128467246872072e-01,1.020635716454121322e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.689870041906907261e-01,9.093697046383883986e-01,1.619377552121536334e+00,6.862822634099751129e-01,1.132457145866801795e+00,9.805086671643103990e-01,1.640635435131786168e-01,9.095006952873315731e-01,1.051516639041289114e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.111800240773227477e+00,1.164669497457297753e+00,4.762808512581325759e-01,1.043684191963010877e+00,1.285654802951584630e+00,1.113162160607001239e+00,5.579019721413733257e-02,1.071754565012199567e+00,1.154569756201802910e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.168971167657129495e+00,1.200585492859939984e+00,3.244068257297333946e-01,1.100735955586166215e+00,1.300435030133713754e+00,1.199408302546798089e+00,1.422537044859061017e-01,1.133288300662160575e+00,1.265528304431435602e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.009907216783579864e+00,1.112443231561554002e+00,1.108640557006532301e+00,9.278582145358745814e-01,1.297028248587233534e+00,1.027472842562275224e+00,1.106309141159996789e-01,9.691633428444402787e-01,1.085782342280110280e+00
