truth,plugin_estimate,indirect_estimate,indirect_variance,indirect_lower,indirect_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,9.606360716610226058e-01,9.671094494329862679e-01,5.788799489240562757e+00,7.562149159909524743e-01,1.178003982875019950e+00,9.867759631108555807e-01,1.118258760029976040e+00,8.940839693624076379e-01,1.079467956859303523e+00
1.000000000000000000e+00,9.481658272763182627e-01,9.684038432949275688e-01,1.763841521852790972e+00,8.519910124698876208e-01,1.084816674119967406e+00,9.749484726360581055e-01,1.186285134572898414e+00,8.794787604444395113e-01,1.070418184827676811e+00
1.000000000000000000e+00,1.000047570774445171e+00,1.026928319351112284e+00,1.874491802157315590e+00,9.069195887756450469e-01,1.146937049926579633e+00,9.698090291123070417e-01,1.278436844156596530e+00,8.707005735647405098e-01,1.068917484659873463e+00
1.000000000000000000e+00,1.016924312871154479e+00,9.551703154008135410e-01,2.227747581939734989e+00,8.243413040097640199e-01,1.085999326791863062e+00,1.029139293652006515e+00,9.649323637570352830e-01,9.430360513366439212e-01,1.115242535967369220e+00
1.000000000000000000e+00,1.029223041114801562e+00,1.046236152431796684e+00,1.488204356225234282e+00,9.393054659580359900e-01,1.153166838905557379e+00,9.811051951451300601e-01,8.422947566416233434e-01,9.006594427760402644e-01,1.061550947514219967e+00
1.000000000000000000e+00,1.009492236199893700e+00,1.105073076746406757e+00,4.124702097141788038e+00,9.270536644544890015e-01,1.283092489038324402e+00,1.062722419816396702e+00,9.396391405643489403e-01,9.777551587990848114e-01,1.147689680833708481e+00
1.000000000000000000e+00,1.057660495506449694e+00,1.084793212771264281e+00,1.653998404809773559e+00,9.720634449908130970e-01,1.197522980551715577e+00,1.064379661548268352e+00,9.828631400848421018e-01,9.774800983853855207e-01,1.151279224711151183e+00
1.000000000000000000e+00,9.877602587676833634e-01,9.582232831922499194e-01,1.961907858388508563e+00,8.354481616994549054e-01,1.080998404685044934e+00,9.870622935734718606e-01,1.136313764659580450e+00,8.936250102405726148e-01,1.080499576906370995e+00
1.000000000000000000e+00,9.737259225764630655e-01,1.066891100727324737e+00,1.607506084859224194e+00,9.557569891720043564e-01,1.178025212282645118e+00,1.036824677210307133e+00,1.152408413296374334e+00,9.427280018118707750e-01,1.130921352608743602e+00
1.000000000000000000e+00,1.022472776037325337e+00,1.035134243441860891e+00,2.038715247541917908e+00,9.099789119936398940e-01,1.160289574890081887e+00,1.085425986635924822e+00,8.670384784705363890e-01,1.003807177297728614e+00,1.167044795974121030e+00
1.000000000000000000e+00,1.008310624427341429e+00,1.075190044746945794e+00,1.838288037168804845e+00,9.563458835644318423e-01,1.194034205929459747e+00,1.039188132613695803e+00,1.095025037604955731e+00,9.474641097574865167e-01,1.130912155469905089e+00
1.000000000000000000e+00,1.008696271006755740e+00,1.060354953428239044e+00,5.699919252949794846e+00,8.510857019738893303e-01,1.269624204882588758e+00,1.008356126136693121e+00,9.595911184886308787e-01,9.224915206139758794e-01,1.094220731659410362e+00
1.000000000000000000e+00,1.003078493883069022e+00,9.749891457319159738e-01,1.295500306669817192e+00,8.752214758372776071e-01,1.074756815626554340e+00,9.772181989997990037e-01,1.203924454202542238e+00,8.810413183759766564e-01,1.073395079623621351e+00
1.000000000000000000e+00,9.883964278704472362e-01,9.751867853724472957e-01,1.897653494499397020e+00,8.544389020413604152e-01,1.095934668703534065e+00,9.628457732047583928e-01,9.213613516734917575e-01,8.787089588059604495e-01,1.046982587603556336e+00
1.000000000000000000e+00,9.846873398366214891e-01,1.032571906526015049e+00,3.333616720645474540e+00,8.725317740964794178e-01,1.192612038955550791e+00,9.714037678274546339e-01,1.131558842075950366e+00,8.781621843175316799e-01,1.064645351337377699e+00
1.000000000000000000e+00,1.015406541918313144e+00,1.031524809372934115e+00,2.061146993287759965e+00,9.056828267962577783e-01,1.157366791949610452e+00,9.826113249188016541e-01,9.621753344462216084e-01,8.966311787825149704e-01,1.068591471055088338e+00
1.000000000000000000e+00,1.017751358977529330e+00,1.065352089243160716e+00,2.078939261837177366e+00,9.389681261127563738e-01,1.191736052373564947e+00,1.027049859693262901e+00,1.057747091966569908e+00,9.369006364187524305e-01,1.117199082967773371e+00
1.000000000000000000e+00,1.022105246120008637e+00,9.133311370566953302e-01,1.826515201694221213e+00,7.948681403123235567e-01,1.031794133801067215e+00,9.249954952374208617e-01,1.526079772022919334e+00,8.167126429273413590e-01,1.033278347547500475e+00
1.000000000000000000e+00,1.039669607368245430e+00,1.011116846807674108e+00,4.510698659906061003e+00,8.249540150076870582e-01,1.197279678607661157e+00,1.023290097997856529e+00,1.040776786600333681e+00,9.338669678423554554e-01,1.112713228153357603e+00
1.000000000000000000e+00,9.739099863346050157e-01,9.941440277059169217e-01,3.691349635517455319e+00,8.257356623566631804e-01,1.162552393055170663e+00,9.683324539852290469e-01,1.027917789747834876e+00,8.794634607300415574e-01,1.057201447240416536e+00
1.000000000000000000e+00,9.954601448434527988e-01,9.614711686701091775e-01,1.581520612987839858e+00,8.512389629691065052e-01,1.071703374371111961e+00,9.314400094381068973e-01,1.504109139110199944e+00,8.239394450786046153e-01,1.038940573797609179e+00
1.000000000000000000e+00,1.033003185025542114e+00,9.784448155102350997e-01,2.591146198225360742e+00,8.373480598061966429e-01,1.119541571214273556e+00,9.959547963683132998e-01,1.013979151869409456e+00,9.076903945992929046e-01,1.084219198137333695e+00
1.000000000000000000e+00,9.927974569323009257e-01,1.073097726748281522e+00,8.921388258041348607e+00,8.112870885683494127e-01,1.334908364928213631e+00,9.510414465771646064e-01,1.334690402271884846e+00,8.497759870229052437e-01,1.052306906131424080e+00
1.000000000000000000e+00,1.034617136491056133e+00,1.079559639532651216e+00,2.278502953802142184e+00,9.472486653292517822e-01,1.211870613736050650e+00,1.046747329206072052e+00,9.040457349454527058e-01,9.634048778938332225e-01,1.130089780518310993e+00
1.000000000000000000e+00,1.066515867975689424e+00,1.052463655109509233e+00,4.647321797958370304e+00,8.635025404904592694e-01,1.241424769728559196e+00,1.037442786650458082e+00,1.252296664397256842e+00,9.393527987215313235e-01,1.135532774579384840e+00
1.000000000000000000e+00,9.908632238627624877e-01,1.021490250277069745e+00,1.684881526551234687e+00,9.077129162214747637e-01,1.135267584332664725e+00,9.175955883201033503e-01,1.119078796390356123e+00,8.248696145671877700e-01,1.010321562073018820e+00
1.000000000000000000e+00,9.998238755373130005e-01,1.012767377267220770e+00,1.519259045038722000e+00,9.047267779776874130e-01,1.120807976556754015e+00,1.007222422306681464e+00,1.454555034237439148e+00,9.015075357530220046e-01,1.112937308860340924e+00
1.000000000000000000e+00,9.875868635167143195e-01,9.086241826551428868e-01,3.841009553812135824e+00,7.368358110933593830e-01,1.080412554216926502e+00,9.353849367027439188e-01,9.365118503215442702e-01,8.505591867892271507e-01,1.020210686616260576e+00
1.000000000000000000e+00,1.019191769415130455e+00,9.343784221613475882e-01,2.280504713759098134e+00,8.020093403606721738e-01,1.066747503962023114e+00,9.887758223776913491e-01,1.137392254909706413e+00,8.952942082874209007e-01,1.082257436467961798e+00
1.000000000000000000e+00,1.010116830946460542e+00,9.393610926408896278e-01,1.584390942011627335e+00,8.290289011206277703e-01,1.049693284161151485e+00,1.003877930472075519e+00,1.049465879910738364e+00,9.140822944504392034e-01,1.093673566493711835e+00
1.000000000000000000e+00,1.022904102958889228e+00,1.118000829954931774e+00,2.152001767488952222e+00,9.894152165295911905e-01,1.246586443380272247e+00,1.086001604445896884e+00,1.397830344915466094e+00,9.823685493618431464e-01,1.189634659529950511e+00
1.000000000000000000e+00,9.600115157503614771e-01,9.880044066259029423e-01,2.651001813244030725e+00,8.452872838567112579e-01,1.130721529395094738e+00,9.727903445328794918e-01,1.134307100949491165e+00,8.794356000470466839e-01,1.066145089018712300e+00
1.000000000000000000e+00,9.782405724085005971e-01,9.743832078976848443e-01,4.793737396853801513e+00,7.824685311074321969e-01,1.166297884687937492e+00,9.193682435514765050e-01,1.562827891380617062e+00,8.097894168783661417e-01,1.028947070224586868e+00
1.000000000000000000e+00,9.932076415576193140e-01,1.056316137145465905e+00,3.173305097141503328e+00,9.001715319797490844e-01,1.212460742311182837e+00,1.028402679928317021e+00,1.175336968843317953e+00,9.333745314720991448e-01,1.123430828384534896e+00
1.000000000000000000e+00,1.034675521301029910e+00,1.093029255282270684e+00,1.718885827026621849e+00,9.781095285761436386e-01,1.207948981988397730e+00,1.041731600221392551e+00,1.048577719054458068e+00,9.519739691751176736e-01,1.131489231267667428e+00
1.000000000000000000e+00,9.978452007966083226e-01,9.677891635061831588e-01,3.913376739887173272e+00,7.943900396101809536e-01,1.141188287402185253e+00,9.653646289737061181e-01,1.247753184973100282e+00,8.674527437360838311e-01,1.063276514211328516e+00
1.000000000000000000e+00,1.045580100022824865e+00,1.199639545379166394e+00,4.188971959331699857e+00,1.020238571697479557e+00,1.379040519060853232e+00,1.073894556340271089e+00,1.238781623800338405e+00,9.763353078192684720e-01,1.171453804861273706e+00
1.000000000000000000e+00,9.928555432544108328e-01,1.015806368911074342e+00,2.296573955258554456e+00,8.829717461162527314e-01,1.148640991705895953e+00,9.946777551962093789e-01,1.007922011151244357e+00,9.066773779465790994e-01,1.082678132445839658e+00
1.000000000000000000e+00,1.011013512389842273e+00,1.090921526700737498e+00,3.222283045174083593e+00,9.335765391965862303e-01,1.248266514204888766e+00,1.047258972178027658e+00,8.971332234012766582e-01,9.642357586649583645e-01,1.130282185691096952e+00
1.000000000000000000e+00,1.026002671267723931e+00,1.035394400292691364e+00,3.466290854651043141e+00,8.722006323526904081e-01,1.198588168232692430e+00,1.046157308820402809e+00,1.022853331712430425e+00,9.575075106355623866e-01,1.134807107005243232e+00
1.000000000000000000e+00,9.993258285982646871e-01,1.084683291788625326e+00,4.891027395930914068e+00,8.908309209276621399e-01,1.278535662649588511e+00,1.037628960023209146e+00,1.149128733787784018e+00,9.436662765396138797e-01,1.131591643506804301e+00
1.000000000000000000e+00,1.011053518863782363e+00,9.873529185803877617e-01,1.752161007528421077e+00,8.713261826397332710e-01,1.103379654521042141e+00,9.786362465474297556e-01,1.159582928237695709e+00,8.842471181785552803e-01,1.073025374916304120e+00
1.000000000000000000e+00,1.027947248950038972e+00,1.071347405588963797e+00,3.209386907000756128e+00,9.143175947762769429e-01,1.228377216401650651e+00,1.070117739273695801e+00,1.170815313879665753e+00,9.752725590081691154e-01,1.164962919539222375e+00
1.000000000000000000e+00,9.985467469494208048e-01,9.914749729574541259e-01,4.027182120310728308e+00,8.155725975705043762e-01,1.167377348344403876e+00,9.916595533753835845e-01,9.345564686973275581e-01,9.069224053215618753e-01,1.076396701429205294e+00
1.000000000000000000e+00,9.975408725759327133e-01,1.045924643474199556e+00,2.962857560810237878e+00,8.950464568095354290e-01,1.196802830138863571e+00,1.003630561624115902e+00,1.191330502281489290e+00,9.079580445926865861e-01,1.099303078655545329e+00
1.000000000000000000e+00,1.010866100351023977e+00,1.024455119603836062e+00,1.708129856260174995e+00,9.098955136704260926e-01,1.139014725537246031e+00,1.031363284893172416e+00,1.397492702441936130e+00,9.277427467194981903e-01,1.134983823066846753e+00
1.000000000000000000e+00,1.027479082820353495e+00,9.824713183392957960e-01,2.513292662803164657e+00,8.435104238874778781e-01,1.121432212791113603e+00,1.027832759719010447e+00,1.043222856488031924e+00,9.383046085543134129e-01,1.117360910883707481e+00
1.000000000000000000e+00,9.865126396798220565e-01,1.040145604372632482e+00,2.387566867967439777e+00,9.047050131159215525e-01,1.175586195629343411e+00,9.710356147793902659e-01,1.270849428195794273e+00,8.722216971022030974e-01,1.069849532456577546e+00
1.000000000000000000e+00,1.058044369888196945e+00,1.048918208450050793e+00,1.199503403590166828e+00,9.529180805831360956e-01,1.144918336316965490e+00,1.046341001776625035e+00,9.925389703395454122e-01,9.590147433149641687e-01,1.133667260238286012e+00
1.000000000000000000e+00,1.028235208749645579e+00,9.853842891386374037e-01,3.372788494637244394e+00,8.244066243462915278e-01,1.146361953930983280e+00,9.976363314006939653e-01,1.261717956133116658e+00,8.991780590181157606e-01,1.096094603783272170e+00
1.000000000000000000e+00,1.015839377605177951e+00,1.079617055702624118e+00,4.065320351646873220e+00,9.028837274202278218e-01,1.256350383985020525e+00,9.998973338027854485e-01,1.099834619561740112e+00,9.079720959786886647e-01,1.091822571626882343e+00
1.000000000000000000e+00,1.004825689206454209e+00,1.057071269444577855e+00,1.884672070482675377e+00,9.367370995179419291e-01,1.177405439371213891e+00,1.040737915938304559e+00,1.534612124584802118e+00,9.321527794065952444e-01,1.149323052470013762e+00
1.000000000000000000e+00,1.029351314812130491e+00,9.457767072952292242e-01,1.943056756610513247e+00,8.235928553654841000e-01,1.067960559224974348e+00,9.540585724407442125e-01,1.126455295019228808e+00,8.610274952531089543e-01,1.047089649628379471e+00
1.000000000000000000e+00,9.928519865422692492e-01,7.798101098961514044e-01,2.042805344110935195e+01,3.836373947847603882e-01,1.175982825007542365e+00,9.599676811707492652e-01,8.719900180107047483e-01,8.781161466318058162e-01,1.041819215709692603e+00
1.000000000000000000e+00,1.042584407421132342e+00,1.061253936840300449e+00,1.930237497592379281e+00,9.394738040537832235e-01,1.183034069626817786e+00,1.050877198608733964e+00,1.051782875896680514e+00,9.609824924682198732e-01,1.140771904749247945e+00
1.000000000000000000e+00,9.579816498638124012e-01,8.868921090806319851e-01,1.940354477632099561e+00,7.647932494522843294e-01,1.008990968708979530e+00,9.273495614236710871e-01,1.257792849445721561e+00,8.290445563585099320e-01,1.025654566488832353e+00
1.000000000000000000e+00,1.069787095974345403e+00,1.164158909586916257e+00,2.350928111716825697e+00,1.029761547752902962e+00,1.298556271420929553e+00,1.133799403491166924e+00,1.126543530533061555e+00,1.040764682801568419e+00,1.226834124180765428e+00
1.000000000000000000e+00,1.009585867067210430e+00,9.128819172514801572e-01,4.473787209366046014e+00,7.274823436624311412e-01,1.098281490840529173e+00,8.831127799177798110e-01,1.135233590018031480e+00,7.897199176700333556e-01,9.765056421655262664e-01
1.000000000000000000e+00,1.002705158027556109e+00,9.462431137432469885e-01,2.132065863091988422e+00,8.182544875325232780e-01,1.074231739953970699e+00,9.285206702460204742e-01,1.099981612404353548e+00,8.365892897254108007e-01,1.020452050766630148e+00
1.000000000000000000e+00,1.023326517883131670e+00,9.861364492646343960e-01,6.741525283409574243e+00,7.585480333522851559e-01,1.213724865176983636e+00,9.800739775729554459e-01,9.938225897326459224e-01,8.926912692066324428e-01,1.067456685939278449e+00
1.000000000000000000e+00,1.015455968564785039e+00,1.073159196568700846e+00,1.944331694172954039e+00,9.509352657177024826e-01,1.195383127419699321e+00,1.017436301554647260e+00,1.160184489508848893e+00,9.230226930556899578e-01,1.111849910053604562e+00
1.000000000000000000e+00,9.799564678459496969e-01,8.716781293301159028e-01,1.673161737644156766e+00,7.582971950304392417e-01,9.850590636297925640e-01,9.084557567178939141e-01,9.383393117390265159e-01,8.235472848204837826e-01,9.933642286153040457e-01
1.000000000000000000e+00,9.498547370166871007e-01,8.631300082302972854e-01,3.578698479031457325e+00,6.973112633487414946e-01,1.028948753111853076e+00,8.956279307989174487e-01,9.491183653812956811e-01,8.102331638345561249e-01,9.810226977632787726e-01
1.000000000000000000e+00,1.001864099274336617e+00,9.994998441423604829e-01,1.634849431694653354e+00,8.874245339549853284e-01,1.111575154329735637e+00,9.431740830991767188e-01,1.058094435444641990e+00,8.530100594178420259e-01,1.033338106780511412e+00
1.000000000000000000e+00,9.897631668621420520e-01,9.823595246652121471e-01,1.519792634715596336e+00,8.742999541911127270e-01,1.090419095139311567e+00,9.618479960807780893e-01,1.230646208589107671e+00,8.646096242832627121e-01,1.059086367878293355e+00
1.000000000000000000e+00,1.034778372985404316e+00,1.059791228240072547e+00,2.031682156508535897e+00,9.348519616146981903e-01,1.184730494865446904e+00,1.092282055353441583e+00,9.793388958932932598e-01,1.005538429622628627e+00,1.179025681084254540e+00
1.000000000000000000e+00,9.649411545165049731e-01,1.015225466535243148e+00,1.824686576317244624e+00,8.968217845690109602e-01,1.133629148501475337e+00,1.015306860468647265e+00,1.066338568390588604e+00,9.247922622611837173e-01,1.105821458676110813e+00
1.000000000000000000e+00,9.689924785245576100e-01,9.997749464066243430e-01,2.257968165036535968e+00,8.680615416005503793e-01,1.131488351212698307e+00,9.403773731630836741e-01,1.311257426734391052e+00,8.400048019043694358e-01,1.040749944421798023e+00
1.000000000000000000e+00,1.044026424354985050e+00,9.094184425916421732e-01,3.261742451939076748e+00,7.511129796197715258e-01,1.067723905563512821e+00,9.642752284570791366e-01,1.194075167185524533e+00,8.684925665368765646e-01,1.060057890377281709e+00
1.000000000000000000e+00,9.926257692221875928e-01,9.727046557944635241e-01,2.639691842294822788e+00,8.302922955067427724e-01,1.115117016082184165e+00,9.423997822490541854e-01,8.496183712649322262e-01,8.616050555021759205e-01,1.023194508995932450e+00
1.000000000000000000e+00,1.015525082762517295e+00,1.050591675430229799e+00,4.084466715587856456e+00,8.734426571738346246e-01,1.227740693686624862e+00,1.018457597988375429e+00,1.021662278113720790e+00,9.298594286212641391e-01,1.107055767355486831e+00
1.000000000000000000e+00,1.009573968769651442e+00,9.907332813351839018e-01,1.767997048804452742e+00,8.741833996305061749e-01,1.107283163039861629e+00,1.008229310454796135e+00,9.055381508955604453e-01,9.248180958553144926e-01,1.091640525054277777e+00
1.000000000000000000e+00,1.007119522790442812e+00,9.192383938758648121e-01,1.605752701391237824e+00,8.081649084919571013e-01,1.030311879259772523e+00,9.202421916031047200e-01,1.215276489042271812e+00,8.236129397141990216e-01,1.016871443492010307e+00
1.000000000000000000e+00,9.315924015050777163e-01,9.363840982758474540e-01,1.968865911575992333e+00,8.133914538948899819e-01,1.059376742656804815e+00,9.196592313003282282e-01,1.277232916886398506e+00,8.205974528637305365e-01,1.018721009736925920e+00
1.000000000000000000e+00,9.916519306268855027e-01,9.372646889002943515e-01,2.953696981535935961e+00,7.866199258033419461e-01,1.087909451997246757e+00,8.953757174217491510e-01,1.562094074189110504e+00,7.858226198351917491e-01,1.004928815008306664e+00
1.000000000000000000e+00,9.934618741575016454e-01,9.171419359417553041e-01,1.567409611676095160e+00,8.074026014785384842e-01,1.026881270404972124e+00,9.732787202045093400e-01,1.169159992534479775e+00,8.785006106293500316e-01,1.068056829779668648e+00
1.000000000000000000e+00,1.014987194364556311e+00,9.968776869712896449e-01,1.117944816137688147e+00,9.041987054741396079e-01,1.089556668468439682e+00,9.965441655459392756e-01,1.098095032432445661e+00,9.046916546756045285e-01,1.088396676416274023e+00
1.000000000000000000e+00,9.591302936191011819e-01,9.143525809536596771e-01,2.872831891312864538e+00,7.657842734741201474e-01,1.062920888433199096e+00,9.063599651814703284e-01,1.220416017012707854e+00,8.095266013965018992e-01,1.003193328966438758e+00
1.000000000000000000e+00,1.002659279032047213e+00,9.488596142980320058e-01,2.370389903989408520e+00,8.139071052056426891e-01,1.083812123390421434e+00,9.736568376898321331e-01,1.206675065260222723e+00,8.773701518947163436e-01,1.069943523484947923e+00
1.000000000000000000e+00,1.021750226827575325e+00,1.077248707067600009e+00,2.641188664645271356e+00,9.347959754398682541e-01,1.219701438695331763e+00,1.065578773594722639e+00,1.446495645525697427e+00,9.601571660196953628e-01,1.171000381169749804e+00
1.000000000000000000e+00,1.034000113663213760e+00,1.127191548631828466e+00,3.030897953668275413e+00,9.745907781304181672e-01,1.279792319133238765e+00,1.077170160894629358e+00,1.041999032727862318e+00,9.876945386936369919e-01,1.166645783095621614e+00
1.000000000000000000e+00,9.937111989331354200e-01,1.062797595521770333e+00,5.228613142568997674e+00,8.623668581160865987e-01,1.263228332927454067e+00,1.032125115959492634e+00,9.438942975559193593e-01,9.469656850843297669e-01,1.117284546834655501e+00
1.000000000000000000e+00,1.025358885389741737e+00,9.715691849550182058e-01,2.031157060087942945e+00,8.466460649008518136e-01,1.096492305009184598e+00,9.955128895973520686e-01,1.151605181935255739e+00,9.014490127165591948e-01,1.089576766478144831e+00
1.000000000000000000e+00,1.013508943023705422e+00,1.014294861102059908e+00,3.200972796009085464e+00,8.574710294109008091e-01,1.171118692793219118e+00,9.965610708467182999e-01,8.493602321671788191e-01,9.157786189416983191e-01,1.077343522751738281e+00
1.000000000000000000e+00,1.017920658199292783e+00,1.055248030020461858e+00,2.145721927761571113e+00,9.268501689970877200e-01,1.183645891043836107e+00,1.021884343350183411e+00,9.823869784132678307e-01,9.350058325863309650e-01,1.108762854114035745e+00
1.000000000000000000e+00,1.063421016909747552e+00,9.974874197260780173e-01,2.430640824919343856e+00,8.608305516732051021e-01,1.134144287778950932e+00,9.935905412776618872e-01,1.395615702043497608e+00,8.900396138943660329e-01,1.097141468660957742e+00
1.000000000000000000e+00,9.989677736705885325e-01,1.097510953291877200e+00,1.848689179758743251e+00,9.783310526965067755e-01,1.216690853887247625e+00,1.029894921103207350e+00,1.214292704826672065e+00,9.333047885340660654e-01,1.126485053672348524e+00
1.000000000000000000e+00,1.054961410996970939e+00,1.026911833264429363e+00,1.245203059730402906e+00,9.291000540733695967e-01,1.124723612455489130e+00,1.037575378389703928e+00,9.733724024879618630e-01,9.510963934118753516e-01,1.124054363367532616e+00
1.000000000000000000e+00,9.891702497801422300e-01,9.423500960848951724e-01,1.794597153458312278e+00,8.249267217105785699e-01,1.059773470459211664e+00,9.508181947707502468e-01,1.333664776592881074e+00,8.495916507641586568e-01,1.052044738777341948e+00
1.000000000000000000e+00,1.035661372777799905e+00,1.204072770373098900e+00,1.239014942572494959e+01,8.955342864400084313e-01,1.512611254306189368e+00,1.050440832667864699e+00,1.202056789001378467e+00,9.543385812829184855e-01,1.146543084052810801e+00
1.000000000000000000e+00,1.005862995139287674e+00,9.440933643097060290e-01,1.869102180812373115e+00,8.242572851197658146e-01,1.063929443499646244e+00,9.439978805886994895e-01,7.735876332551268053e-01,8.669029488238565451e-01,1.021092812353542545e+00
1.000000000000000000e+00,1.025697520181208633e+00,9.512722664619316371e-01,1.448449307836550348e+00,8.457794907757748559e-01,1.056765042148088307e+00,9.471696099336190944e-01,1.556770810366236990e+00,8.378033377551916683e-01,1.056535882112046520e+00
1.000000000000000000e+00,9.998993564709799386e-01,1.048214149262758799e+00,6.903388549834287069e+00,8.179097530691845641e-01,1.278518545456333033e+00,1.008836181861478831e+00,1.211407094470854373e+00,9.123608845660651223e-01,1.105311479156892540e+00
1.000000000000000000e+00,9.888125228090713925e-01,1.011619518342312229e+00,1.269738377789686012e+00,9.128488045439715481e-01,1.110390232140652911e+00,9.969286117726153806e-01,1.149826224969440869e+00,9.029374161653394015e-01,1.090919807379891360e+00
1.000000000000000000e+00,1.063845657494793429e+00,9.972152171625279227e-01,1.502108835301046774e+00,8.897861586942298340e-01,1.104644275630825900e+00,1.035693531355833752e+00,8.772091791708565012e-01,9.535974074192828942e-01,1.117789655292384721e+00
1.000000000000000000e+00,1.057483727998828726e+00,9.821905380387451201e-01,2.013278217260048741e+00,8.578184382781781636e-01,1.106562637799312077e+00,1.019837760614542788e+00,1.257331938906727453e+00,9.215507688353242743e-01,1.118124752393761412e+00
1.000000000000000000e+00,1.016007893813631879e+00,9.361950657290779576e-01,3.919529022017537390e+00,7.626596935942733246e-01,1.109730437863882591e+00,9.535945303668756923e-01,1.347431231117411032e+00,8.518468835394364946e-01,1.055342177194314779e+00
1.000000000000000000e+00,9.896635807699272203e-01,1.061566436179284256e+00,2.685323285529084281e+00,9.179284333131310092e-01,1.205204439045437503e+00,1.035322888387618656e+00,1.305892880043566739e+00,9.351558470219542007e-01,1.135489929753283000e+00
1.000000000000000000e+00,1.075215726830913487e+00,1.105084393659208741e+00,6.811575956524091424e+00,8.763166066148656563e-01,1.333852180703551715e+00,1.062805341428832540e+00,1.241955814000272884e+00,9.651211824769999614e-01,1.160489500380665229e+00
1.000000000000000000e+00,1.010424138383164250e+00,9.534361138233825583e-01,1.053264974192064551e+00,8.634780933376444700e-01,1.043394134309120647e+00,9.243510604419825638e-01,8.439893359998645872e-01,8.438244259267232428e-01,1.004877694957241996e+00
1.000000000000000000e+00,1.035565285180157780e+00,1.013416896633250852e+00,1.583038106339033746e+00,9.031318188637535993e-01,1.123701974402748105e+00,9.806355315092022407e-01,9.048950163527013091e-01,8.972539424763643634e-01,1.064017120542040118e+00
1.000000000000000000e+00,1.005500421420671087e+00,1.018690106239549253e+00,1.947900241438162316e+00,8.963540643916224626e-01,1.141026148087475933e+00,9.765388156694837507e-01,9.525404482351563784e-01,8.909902401589566701e-01,1.062087391180010831e+00
1.000000000000000000e+00,9.874330520672016664e-01,1.104766849299646747e+00,2.999657045679925638e+00,9.529545803179599872e-01,1.256579118281333507e+00,9.866557963849709179e-01,1.259068050839118991e+00,8.883009711438719647e-01,1.085010621626069982e+00
1.000000000000000000e+00,9.878590686912489538e-01,1.037524981795097334e+00,5.617155226571616033e+00,8.297806027212099034e-01,1.245269360868984876e+00,1.011133299822839060e+00,8.765289782382615913e-01,9.290690113314361565e-01,1.093197588314241964e+00
1.000000000000000000e+00,9.864957229823889673e-01,1.006972082391472290e+00,1.808813990690125939e+00,8.890845103014917150e-01,1.124859654481452864e+00,1.013879534649939185e+00,1.112504346378807352e+00,9.214263389555898964e-01,1.106332730344288473e+00
1.000000000000000000e+00,1.002706423650564727e+00,1.043371603893192168e+00,1.598240679070950243e+00,9.325582347293682739e-01,1.154184973057016173e+00,1.046844276463883894e+00,9.580932967167724579e-01,9.610467099638116961e-01,1.132641842963955980e+00
1.000000000000000000e+00,9.944012403303383874e-01,1.030109052039797302e+00,1.423555372851962542e+00,9.255267368966709762e-01,1.134691367182923738e+00,9.836072741380575968e-01,1.203339549002672815e+00,8.874537592626390303e-01,1.079760789013476163e+00
1.000000000000000000e+00,1.024898221782014396e+00,1.091479743713818396e+00,5.057085600570395911e+00,8.943640414313709375e-01,1.288595445996265854e+00,1.010632538024405225e+00,8.165372489987510196e-01,9.314263577635998326e-01,1.089838718285210728e+00
1.000000000000000000e+00,9.883114126862067028e-01,8.950458236297698100e-01,5.801595292521431801e+00,6.839183338244375632e-01,1.106173313435101946e+00,9.596558542951352244e-01,1.068348272783719688e+00,8.690560008214575083e-01,1.050255707768813052e+00
1.000000000000000000e+00,1.012030755744761645e+00,1.088965772782674257e+00,2.132981769410152495e+00,9.609496584425956112e-01,1.216981887122752903e+00,1.078902431977136089e+00,9.343610799115236176e-01,9.941741424324024301e-01,1.163630721521869749e+00
1.000000000000000000e+00,9.865562754785252020e-01,9.761099315838933643e-01,1.900980090741662076e+00,8.552562587676055816e-01,1.096963604400181147e+00,9.617662878698604034e-01,1.414618114802201898e+00,8.575127800168952374e-01,1.066019795722825680e+00
1.000000000000000000e+00,1.045073950804878304e+00,1.022975330707347696e+00,1.022364480465628889e+00,9.343467192079367711e-01,1.111603942206758733e+00,1.043621765726778339e+00,1.062198920054453488e+00,9.532830323807635065e-01,1.133960499072793171e+00
1.000000000000000000e+00,9.736855800070781664e-01,1.087875721492731929e+00,1.742049534916204623e+00,9.721842568695014952e-01,1.203567186115962473e+00,1.016204539858172939e+00,1.112813297342099217e+00,9.237385075752917452e-01,1.108670572141054134e+00
1.000000000000000000e+00,1.021887284685250918e+00,9.858312849542105738e-01,2.269849694307650712e+00,8.537717939234461539e-01,1.117890775984974994e+00,1.013822276579373627e+00,8.739299724252711510e-01,9.318797432762236932e-01,1.095764809882523672e+00
1.000000000000000000e+00,9.943921901049186385e-01,1.130538457952904974e+00,2.557347079947487334e+00,9.903649615826833896e-01,1.270711954323126669e+00,1.066286608503254962e+00,1.750298699393745272e+00,9.503215492518493068e-01,1.182251667754660618e+00
1.000000000000000000e+00,1.006373108576319453e+00,1.016724037900654354e+00,1.776897967570228110e+00,8.998811413924130420e-01,1.133566934408895666e+00,1.062100419516740279e+00,1.155371255846393552e+00,9.678828604689756476e-01,1.156317978564504800e+00
