truth,n,plugin_estimate,indirect_estimate,indirect_variance,indirect_lower,indirect_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,1.250000000000000000e+02,9.727019751717357332e-01,2.931136484111958485e+00,2.681424670728033561e+02,6.046255416884305234e-02,5.801810414055074361e+00,9.980871780320940134e-01,2.133855050262548347e-01,9.171061058678475764e-01,1.079068250196340450e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.064669467202895348e+00,7.887394629598063478e-01,7.482699795266342768e+00,3.091935149340082067e-01,1.268285410985604544e+00,1.074848268897818038e+00,1.926154879777511320e-01,9.979092458410971922e-01,1.151787291954538883e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.125869454313293216e+00,2.230937348832468803e-01,3.364410035702582036e+01,-7.937530615676260393e-01,1.239940531334119855e+00,1.114124578732873960e+00,1.532723659398722571e-01,1.045491576700638081e+00,1.182757580765109839e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.043973121707620466e+00,1.862652964375040909e+00,5.075215235516161982e+01,6.137511476173300728e-01,3.111554781132751746e+00,1.071893543845583441e+00,2.777586758936545497e-01,9.795014346884454159e-01,1.164285653002721466e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.025603661839868064e+00,1.020870562745162413e+00,7.131010878961654420e+00,5.527296318910522865e-01,1.489011493599272651e+00,1.060429933538109548e+00,1.169572054043101772e-01,1.000476431536561961e+00,1.120383435539657135e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.291679327842066183e-01,1.481937379287744605e+00,2.058912807364208319e+01,6.864742718706705604e-01,2.277400486704818761e+00,9.528040708663153557e-01,1.422960202905213245e-01,8.866742354485213085e-01,1.018933906284109403e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.076233859326536813e+00,1.076085908228579857e+00,2.544461784482350275e+00,7.964460771419852314e-01,1.355725739315174483e+00,1.082890739038555594e+00,1.530034253790147347e-01,1.014317977161202311e+00,1.151463500915908877e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.294729363648979170e-01,9.572108110245841628e-01,1.337435941920388061e+01,3.160934168146710688e-01,1.598328205234497368e+00,9.559843276166654080e-01,1.924142092409293070e-01,8.790855148185497958e-01,1.032883140414781131e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.924315377091247337e-01,1.316002084264211058e+00,1.469338069192225227e+01,6.440134458716351151e-01,1.987990722656787002e+00,9.898525310919619180e-01,3.214011775654646574e-01,8.904666261059734911e-01,1.089238436077950345e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.670809150518459019e-01,1.402604817099075474e+00,2.911772385584317746e+01,4.566295617583994160e-01,2.348580072439751643e+00,9.556477710264980052e-01,1.437966158495152802e-01,8.891701609943978291e-01,1.022125381058598181e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.084489467435016730e+00,1.817478474518869902e+00,2.405620468587714811e+01,9.576444629968057232e-01,2.677312486040934303e+00,1.107938064122790500e+00,1.573515514787768022e-01,1.038397760979311579e+00,1.177478367266269421e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.047859531901232488e+00,9.384215397564432681e-01,3.227896296941596077e+00,6.234575873513359401e-01,1.253385492161550596e+00,1.062793370273349192e+00,1.609230072120347299e-01,9.924683064906122398e-01,1.133118434056086254e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.125980362789261280e+00,8.017318722750184090e-01,1.417243091004800348e+01,1.417633240302378361e-01,1.461700420519798982e+00,1.135005938644399137e+00,1.053282064490399517e-01,1.078111029354050121e+00,1.191900847934748153e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.110750982162586054e+00,1.803797493701704280e+00,3.262462727054501954e+01,8.024752953158871271e-01,2.805119692087521432e+00,1.141213148678318356e+00,2.041203796640524148e-01,1.062009671455791171e+00,1.220416625900845542e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.024218697284263735e+00,1.002003039116950767e+00,5.856453934673402806e+00,5.777563803398535480e-01,1.426249697894047985e+00,1.049547393422214148e+00,1.559464040806981255e-01,9.803182835959909358e-01,1.118776503248437360e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.810321381262322449e-01,1.066112989875417361e+00,5.410298946956635824e+00,6.583463464664340847e-01,1.473879633284400636e+00,1.009620266701681368e+00,2.155795415441197904e-01,9.282239342636217083e-01,1.091016599139741139e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.023160364888199725e+00,9.413408428001976969e-01,6.851790460254441939e+00,4.824566462354132890e-01,1.400225039364982216e+00,1.049569043606320307e+00,1.406701226365896229e-01,9.838180987844716840e-01,1.115319988428169040e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.085922371291119459e+00,1.265277591017539338e+00,1.300890003025197039e+01,6.329802536439522731e-01,1.897574928391126292e+00,1.118119099035846498e+00,2.555851942734940763e-01,1.029491514963118748e+00,1.206746683108574247e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.051104360090794110e+00,2.267065736870638837e+00,3.278201442766162188e+01,1.263331163887103870e+00,3.270800309854173804e+00,1.116421131166173142e+00,1.858933810158288902e-01,1.040836581818550099e+00,1.192005680513796184e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.078548045022641233e+00,1.003068025971226795e+00,2.079609978444953455e+01,2.036167294837355479e-01,1.802519322458718154e+00,1.103209082163675969e+00,1.432207304088295718e-01,1.036864722467402800e+00,1.169553441859949139e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.000290648791126946e+00,7.908850841758027217e-01,3.174193270763284147e+01,-1.967983010834303270e-01,1.778568469435035659e+00,9.911364747591986379e-01,1.412851352023401785e-01,9.252419544775660754e-01,1.057030995040831201e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.747612922301118754e-01,-1.441101068448819855e-01,3.908179558270572329e+01,-1.240053995592923064e+00,9.518337819031590374e-01,9.559881044617525303e-01,2.358580290651351996e-01,8.708495254528626495e-01,1.041126683470642522e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.074529943341523186e+00,1.518740427027283513e+00,2.068299136977205777e+01,7.214661723514343983e-01,2.316014681703132627e+00,1.108627176647357215e+00,1.663515332097027788e-01,1.037125789249439212e+00,1.180128564045275219e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.118233193595671970e+00,8.598987556808086463e-01,1.363214197493008939e+01,2.126322781870861878e-01,1.507165233174531105e+00,1.128464375789674845e+00,2.200477311331574815e-01,1.046228842646336421e+00,1.210699908933013269e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.072626931165159281e+00,8.115619348070574057e-01,1.031340539886104324e+01,2.485700827859853579e-01,1.374553786828129454e+00,1.072151540422259464e+00,2.039811306414096026e-01,9.929750837461974733e-01,1.151327997098321454e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.131016851348851660e+00,2.075536938051536495e+00,4.675151810445089495e+01,8.768689041069968049e-01,3.274204971996076186e+00,1.188546357104883544e+00,2.458798727399820472e-01,1.101617783247127669e+00,1.275474930962639419e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.721804451342798137e-01,4.721497609221199099e-01,4.453598539261228950e+01,-6.977714038894562432e-01,1.642070925733696063e+00,1.006760783038822327e+00,3.115608688705864826e-01,9.089081496004423055e-01,1.104613416477202348e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.762575126252149849e-01,8.667989650076620700e-01,6.433633211348485759e+00,4.221377875278524705e-01,1.311460142487471670e+00,9.609644993812961333e-01,1.822113289965824334e-01,8.861322581226904749e-01,1.035796740639901792e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.021616552470040906e+00,1.067664754313958131e+00,3.038960560150890000e+00,7.620575438247334521e-01,1.373271964803182810e+00,1.002460948661070717e+00,2.180388652619583978e-01,9.206016496271630656e-01,1.084320247694978478e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.134850141732109519e+00,1.144696537527932989e+00,4.151702876095932915e+00,7.874942780859173208e-01,1.501898796969948657e+00,1.161603703173615942e+00,1.515282750614189711e-01,1.093362306852851962e+00,1.229845099494379923e+00
1.000000000000000000e+00,1.250000000000000000e+02,9.167880892946520532e-01,9.401475507918160002e-01,9.063442961748689797e+00,4.123739441622025215e-01,1.467921157421429479e+00,9.718506154816662912e-01,2.316598030708017508e-01,8.874731635420969322e-01,1.056228067421235650e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.039894529411103496e+00,8.731284717377800764e-01,2.670738334795202285e+00,5.866336775519276348e-01,1.159623265923632518e+00,1.042818395157097067e+00,2.361270815895749331e-01,9.576312695272456432e-01,1.128005520786948379e+00
