truth,n,plugin_estimate,propensity_estimate,propensity_variance,propensity_lower,propensity_upper,riesz_estimate,riesz_variance,riesz_lower,riesz_upper
1.000000000000000000e+00,5.000000000000000000e+02,9.915420186655989898e-01,9.453141748054539883e-01,6.246849098910304265e-01,8.760351801557424434e-01,1.014593169455165533e+00,9.847105400860308722e-01,6.745822538732240137e-01,9.127178295317063261e-01,1.056703250640355529e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.789473577609283383e-01,9.711386528160864673e-01,7.398790998147046771e-01,8.957421071412590141e-01,1.046535198490913920e+00,9.595270226001727520e-01,6.509511753996403138e-01,8.888065300196589247e-01,1.030247515180686690e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.012110144915080667e+00,9.893217940469876126e-01,6.766361413186312568e-01,9.172195693865841104e-01,1.061424018707391115e+00,9.758925838406307118e-01,6.036280289042709191e-01,9.077912264996987890e-01,1.043993941181562635e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.007871062380203409e+00,9.608086739988738190e-01,9.130609209751937572e-01,8.770517061213496390e-01,1.044565641876397999e+00,9.796585551053903496e-01,5.646632582554964586e-01,9.137918659079771189e-01,1.045525244302803580e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.973820043941409308e-01,1.001088067166781448e+00,1.400766398226077847e+00,8.973462318694888085e-01,1.104829902464074198e+00,9.968232877850426998e-01,6.395955912135035115e-01,9.267223545072924562e-01,1.066924221062792943e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.008183463471139740e+00,9.815559870556851418e-01,9.055253574804271732e-01,8.981453616738213075e-01,1.064966612437548976e+00,9.985907684159942566e-01,5.781691446161496550e-01,9.319410184396079710e-01,1.065240518392380542e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.016906762927200170e+00,1.004462880904776867e+00,7.151609158692447954e-01,9.303364730003965688e-01,1.078589288809157276e+00,1.011601589762520348e+00,6.169014981073608350e-01,9.427555471002257992e-01,1.080447632424814897e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.007163266433838134e+00,9.789231302726486561e-01,1.360316766839966052e+00,8.766901327474619920e-01,1.081156127797835431e+00,9.967458182631934172e-01,6.826682141123855407e-01,9.243229184132959464e-01,1.069168718113090888e+00
1.000000000000000000e+00,5.000000000000000000e+02,9.916164890752283689e-01,1.020445563552263346e+00,1.186540990037209919e+00,9.249655565630832132e-01,1.115925570541443479e+00,1.003317855052212382e+00,7.481327330447634649e-01,9.275019371026845816e-01,1.079133773001740071e+00
1.000000000000000000e+00,5.000000000000000000e+02,1.007647815390856127e+00,9.773674706508737042e-01,1.019649000140168793e+00,8.888566396872173980e-01,1.065878301614530121e+00,9.838381936524680516e-01,7.112251337036704646e-01,9.099160390080582861e-01,1.057760348296877817e+00
